DCID,isPerCapitaValid,isPositiveIndicator,perCapitaDenominator
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE052__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE053__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE053__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE054__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE054__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE055__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE055__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE056__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE056__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE057__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE057__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE058__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE058__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE059__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE059__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE060__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE060__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE061__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE061__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE062__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE062__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE063__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE063__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE064__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE064__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE065__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE065__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE066__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE066__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE067__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE067__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE068__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE068__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE069__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE069__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE070__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE070__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE071__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE071__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE072__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE072__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE073__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE073__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE074__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE074__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE075__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE075__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE076__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE076__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE077__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE077__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE078__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE078__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE079__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE079__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE080__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE080__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE081__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE081__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE082__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE082__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE083__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE083__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE084__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE084__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE085__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE085__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE086__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE086__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE087__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE087__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE088__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE088__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE089__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE089__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE090__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE090__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE091__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE091__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE092__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE092__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE093__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE093__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE094__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE094__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE095__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE095__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE096__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE096__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE097__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE097__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE098__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE098__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE099__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE099__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE100__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE100__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE101__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE101__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE102__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE102__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE103__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE103__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE104__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE104__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE105__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE105__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE106__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE106__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE107__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE107__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE108__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE108__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE109__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE109__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE110__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE110__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE111__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE111__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE112__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE112__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE113__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE113__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE114__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE114__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE115__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE115__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE116__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE116__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE117__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE117__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE118__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE118__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE119__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE119__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE120__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE120__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE121__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE121__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE122__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE122__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE123__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE123__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE124__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE124__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE125__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE125__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE126__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE126__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE127__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE127__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE128__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE128__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE129__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE129__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE130__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE130__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE131__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE131__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE132__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE132__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE133__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE133__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE134__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE134__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE135__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE135__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE136__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE136__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE137__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE137__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE138__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE138__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE139__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE139__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE140__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE140__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE141__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE141__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE142__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE142__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE143__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE143__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE144__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE144__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE145__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE145__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE146__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE146__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE147__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE147__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE148__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE148__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE149__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE149__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE150__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE150__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE151__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE151__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE152__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE152__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE153__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE153__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE154__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE154__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE155__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE155__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE156__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE156__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE157__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE157__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE158__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE158__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE159__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE159__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE160__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE160__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE161__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE161__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE162__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE162__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE163__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE163__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE000__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE000__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE001__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE001__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE002__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE002__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE003__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE003__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE004__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE004__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE005__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE005__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE006__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE006__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE007__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE007__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE008__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE008__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE009__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE009__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE010__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE010__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE011__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE011__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE012__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE012__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE013__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE013__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE014__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE014__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE015__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE015__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE016__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE016__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE017__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE017__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE018__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE018__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE019__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE019__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE020__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE020__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE021__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE021__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE022__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE022__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE023__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE023__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE024__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE024__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE025__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE025__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE026__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE026__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE027__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE027__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE028__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE028__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE029__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE029__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE030__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE030__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE031__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE031__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE032__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE032__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE033__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE033__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE034__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE034__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE035__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE035__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE036__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE036__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE037__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE037__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE038__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE038__SEX--M,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE039__SEX--F,n,,
who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE039__SEX--M,n,,
