dcid,year,HivPeopleLivingWithHivFemalePeople
country/STP,2015,1000.0
country/STP,2019,1000.0
country/STP,2022,1000.0
country/SAU,1992,1600.0
country/SAU,1995,2100.0
country/SAU,1999,2600.0
country/SAU,2001,2600.0
country/SAU,2002,2500.0
country/SAU,2006,2200.0
country/SAU,2011,1900.0
country/SAU,2013,1700.0
country/SAU,2018,1500.0
country/SAU,2022,1600.0
country/SEN,1992,4200.0
country/SEN,1996,10000.0
country/SEN,1999,16000.0
country/SEN,2013,24000.0
country/SEN,2015,24000.0
country/SRB,2001,500.0
country/SRB,2015,500.0
country/SRB,2016,500.0
country/SRB,2021,500.0
country/SLE,1990,8400.0
country/SLE,1994,15000.0
country/SLE,1997,21000.0
country/SLE,2002,30000.0
country/SLE,2004,32000.0
country/SLE,2007,34000.0
country/SLE,2010,36000.0
country/SLE,2011,37000.0
country/SLE,2013,38000.0
country/SVK,1990,100.0
country/SVK,1993,100.0
country/SVK,2002,100.0
country/SVK,2003,100.0
country/SVK,2010,100.0
country/SVK,2012,100.0
country/SVK,2013,100.0
country/SVK,2016,100.0
country/SVK,2018,500.0
country/SVK,2022,500.0
country/SVN,1991,100.0
country/SVN,1994,100.0
country/SVN,1995,100.0
country/SVN,1998,100.0
country/MNE,2006,100.0
country/MNE,2012,100.0
country/MNE,2018,100.0
country/MNE,2021,100.0
country/MAR,1993,2400.0
country/MAR,1994,2700.0
country/MAR,1997,3800.0
country/MAR,1998,4200.0
country/MAR,2000,5000.0
country/MAR,2003,6300.0
country/MAR,2009,8400.0
country/MAR,2011,8700.0
country/MAR,2016,9300.0
country/MAR,2017,9400.0
country/MOZ,1990,73000.0
country/MOZ,1993,160000.0
country/MOZ,1995,250000.0
country/MOZ,1999,470000.0
country/MOZ,2010,960000.0
country/MOZ,2014,1200000.0
country/MOZ,2017,1300000.0
country/MOZ,2020,1500000.0
country/MOZ,2021,1500000.0
country/MMR,1991,3100.0
country/MMR,1994,12000.0
country/MMR,1995,16000.0
country/MMR,2010,96000.0
country/MMR,2021,120000.0
country/NAM,2003,98000.0
country/NAM,2007,110000.0
country/NAM,2009,110000.0
country/NPL,1992,100.0
country/NPL,1994,100.0
country/NPL,1998,1300.0
country/NPL,2004,7400.0
country/NPL,2013,13000.0
country/NPL,2017,13000.0
country/NPL,2021,13000.0
country/NLD,1991,1300.0
country/NLD,1995,1400.0
country/NLD,1996,1400.0
country/NLD,2004,2600.0
country/NLD,2014,4100.0
country/NLD,2015,4200.0
country/NLD,2018,4500.0
country/NZL,1995,500.0
country/NZL,1998,500.0
country/NZL,2002,500.0
country/NZL,2004,500.0
country/NZL,2006,500.0
country/NZL,2012,500.0
country/NZL,2013,500.0
country/NZL,2016,500.0
country/NZL,2020,1000.0
country/NIC,1990,500.0
country/NIC,1993,1000.0
country/NIC,1995,1000.0
country/NIC,2001,1700.0
country/NIC,2003,2000.0
country/NIC,2008,2600.0
country/NER,1993,10000.0
country/NER,1994,13000.0
country/NER,1998,22000.0
country/NER,2007,21000.0
country/SVN,2000,100.0
country/SVN,2005,100.0
country/SVN,2006,100.0
country/SVN,2015,100.0
country/SVN,2018,100.0
country/SVN,2020,100.0
country/ZAF,1990,120000.0
country/ZAF,1997,1400000.0
country/ZAF,1998,1600000.0
country/ZAF,1999,1800000.0
country/ZAF,2002,2400000.0
country/ZAF,2003,2600000.0
country/ZAF,2004,2800000.0
country/ZAF,2005,2900000.0
country/ZAF,2018,4700000.0
country/ZAF,2019,4800000.0
country/SSD,1990,14000.0
country/SSD,1992,22000.0
country/SSD,2001,67000.0
country/SSD,2006,86000.0
country/SSD,2010,100000.0
country/SSD,2012,110000.0
country/SSD,2017,99000.0
country/ESP,1995,20000.0
country/ESP,1996,20000.0
country/ESP,1998,20000.0
country/ESP,1999,20000.0
country/ESP,2000,20000.0
country/ESP,2001,21000.0
country/ESP,2002,21000.0
country/ESP,2003,21000.0
country/ESP,2006,22000.0
country/ESP,2009,23000.0
country/ESP,2014,25000.0
country/ESP,2019,27000.0
country/LKA,1991,100.0
country/LKA,2006,1100.0
country/LKA,2009,1200.0
country/LKA,2012,1300.0
country/LKA,2019,1200.0
country/SDN,1992,4100.0
country/SDN,1996,7000.0
country/SDN,1999,9200.0
country/SDN,2000,9900.0
country/SDN,2004,12000.0
country/SDN,2015,15000.0
country/SDN,2017,16000.0
country/SUR,1992,1000.0
country/SUR,2000,1600.0
country/SUR,2001,1600.0
country/SUR,2002,1700.0
country/SUR,2007,1900.0
country/SUR,2011,2300.0
country/SUR,2015,2700.0
country/SYR,1990,100.0
country/SYR,1994,100.0
country/SYR,1995,100.0
country/SYR,1996,100.0
country/SYR,1998,100.0
country/SYR,2000,100.0
country/SYR,2002,100.0
country/SYR,2005,100.0
country/SYR,2008,500.0
country/SYR,2010,500.0
country/NER,2010,19000.0
country/NER,2012,18000.0
country/NER,2018,19000.0
country/OMN,1991,500.0
country/OMN,1993,500.0
country/OMN,1994,500.0
country/OMN,1996,500.0
country/OMN,1997,500.0
country/OMN,1998,500.0
country/OMN,2002,500.0
country/OMN,2011,500.0
country/OMN,2014,500.0
country/OMN,2018,1000.0
country/OMN,2020,1000.0
country/PAK,1994,100.0
country/PAK,1996,100.0
country/PAK,1999,100.0
country/PAK,2008,4800.0
country/PAK,2012,15000.0
country/PAK,2014,21000.0
country/PAN,1991,1000.0
country/PAN,1992,1100.0
country/PAN,1999,2700.0
country/PAN,2004,3900.0
country/PAN,2014,6100.0
country/PAN,2022,7900.0
country/PNG,1990,500.0
country/PNG,1995,1900.0
country/PNG,2002,10000.0
country/PNG,2011,21000.0
country/PNG,2014,24000.0
country/PNG,2017,30000.0
country/PNG,2018,32000.0
country/PNG,2021,40000.0
country/PRY,1995,500.0
country/PRY,1997,1000.0
country/PRY,2007,2500.0
country/PRY,2012,3900.0
country/PRY,2014,4500.0
country/PRY,2016,5200.0
country/PRY,2021,6600.0
country/PER,1993,12000.0
country/PER,1995,15000.0
country/PER,1999,18000.0
country/PER,2007,16000.0
country/PER,2008,16000.0
country/PER,2014,18000.0
country/PER,2015,18000.0
country/PHL,1998,500.0
country/PHL,2001,500.0
country/PHL,2003,500.0
country/PHL,2005,500.0
country/PHL,2007,1000.0
country/PHL,2015,3300.0
country/POL,1993,500.0
country/POL,1996,1000.0
country/POL,2000,1400.0
country/POL,2007,2300.0
country/POL,2008,2400.0
country/POL,2010,2600.0
country/POL,2013,2900.0
country/POL,2016,3200.0
country/POL,2019,3600.0
country/PRT,1990,3200.0
country/SYR,2012,500.0
country/SYR,2015,500.0
country/SYR,2017,500.0
country/SYR,2021,500.0
country/TJK,2012,1700.0
country/TJK,2013,2000.0
country/TJK,2015,2800.0
country/TJK,2017,3700.0
country/THA,1992,100000.0
country/THA,1999,300000.0
country/THA,2008,310000.0
country/THA,2011,300000.0
country/THA,2014,280000.0
country/THA,2020,240000.0
country/THA,2021,240000.0
country/TLS,1990,100.0
country/TLS,1993,100.0
country/TLS,1994,100.0
country/TLS,2001,500.0
country/TLS,2005,500.0
country/TLS,2006,500.0
country/TLS,2007,500.0
country/TLS,2009,500.0
country/TLS,2022,1000.0
country/TGO,1991,14000.0
country/TGO,2001,68000.0
country/TGO,2002,69000.0
country/TGO,2003,69000.0
country/TGO,2005,69000.0
country/TGO,2009,68000.0
country/TGO,2014,67000.0
country/TGO,2018,68000.0
country/TGO,2020,68000.0
country/TGO,2021,68000.0
country/TGO,2022,68000.0
country/TTO,1995,2200.0
country/TTO,2000,5100.0
country/TTO,2002,5700.0
country/TTO,2008,6100.0
country/TTO,2009,6100.0
country/TTO,2012,6100.0
country/TTO,2021,6000.0
country/TUN,2000,1000.0
country/TUN,2003,1000.0
country/TUN,2005,1100.0
country/TUN,2007,1400.0
country/TUN,2008,1500.0
country/TUN,2012,2000.0
country/TUN,2021,2700.0
country/UGA,2003,550000.0
country/UGA,2009,610000.0
country/UGA,2013,690000.0
country/ARE,1990,100.0
country/ARE,1991,100.0
country/ARE,1993,100.0
country/ARE,1996,100.0
country/ARE,2002,500.0
country/ARE,2003,500.0
country/ARE,2011,500.0
country/ARE,2013,500.0
country/ARE,2016,500.0
country/ARE,2019,500.0
country/ARE,2022,500.0
country/TZA,1995,730000.0
country/PRT,1991,4100.0
country/PRT,1992,5000.0
country/PRT,1998,8200.0
country/PRT,1999,8500.0
country/PRT,2001,9200.0
country/PRT,2002,9500.0
country/PRT,2005,10000.0
country/PRT,2006,11000.0
country/PRT,2007,11000.0
country/PRT,2008,11000.0
country/PRT,2009,12000.0
country/PRT,2014,13000.0
country/PRT,2018,13000.0
country/QAT,1991,100.0
country/QAT,1993,100.0
country/QAT,1997,100.0
country/QAT,1998,100.0
country/QAT,2002,100.0
country/QAT,2007,100.0
country/QAT,2016,100.0
country/QAT,2020,500.0
country/QAT,2022,500.0
country/MDA,1994,500.0
country/MDA,1997,1800.0
country/MDA,2000,2400.0
country/MDA,2001,2600.0
country/MDA,2004,3200.0
country/MDA,2008,3800.0
country/MDA,2011,4300.0
country/MDA,2015,4900.0
country/MDA,2016,5100.0
country/MDA,2018,5300.0
country/MDA,2020,5600.0
country/MDA,2022,5900.0
country/ROU,1992,3000.0
country/ROU,1993,3600.0
country/ROU,1998,4500.0
country/ROU,1999,4700.0
country/ROU,2006,6400.0
country/ROU,2013,7300.0
country/ROU,2014,7300.0
country/ROU,2016,7400.0
country/ROU,2018,7400.0
country/ROU,2021,7400.0
country/RWA,1992,90000.0
country/RWA,1993,100000.0
country/RWA,1996,110000.0
country/RWA,2008,140000.0
country/RWA,2009,140000.0
country/RWA,2010,140000.0
country/RWA,2013,140000.0
country/RWA,2019,150000.0
country/KNA,1994,100.0
country/KNA,1997,100.0
country/KNA,1998,100.0
country/KNA,2007,100.0
country/KNA,2008,100.0
country/KNA,2017,100.0
country/STP,1992,1000.0
country/STP,2004,1100.0
country/STP,2006,1000.0
country/STP,2008,1000.0
country/STP,2011,1000.0
country/STP,2021,1000.0
country/TZA,1999,810000.0
country/TZA,2007,790000.0
country/TZA,2009,800000.0
country/TZA,2012,860000.0
country/TZA,2015,970000.0
country/TZA,2017,1000000.0
country/URY,1990,500.0
country/URY,1994,1000.0
country/URY,1995,1000.0
country/URY,1996,1000.0
country/URY,2003,1900.0
country/URY,2006,2400.0
country/URY,2009,2900.0
country/URY,2016,4100.0
country/VEN,1990,1800.0
country/VEN,1991,2200.0
country/VNM,1992,1200.0
country/VNM,1995,6700.0
country/VNM,1999,22000.0
country/VNM,2007,55000.0
country/VNM,2009,61000.0
country/VNM,2010,64000.0
country/VNM,2015,75000.0
country/VNM,2018,77000.0
country/VNM,2022,75000.0
country/YEM,1991,500.0
country/YEM,1995,500.0
country/YEM,2006,1200.0
country/YEM,2008,1400.0
country/YEM,2009,1500.0
country/YEM,2016,2500.0
country/YEM,2019,3000.0
country/ZMB,1994,380000.0
country/ZMB,1996,430000.0
country/ZMB,1999,480000.0
country/ZMB,2004,530000.0
country/ZMB,2006,560000.0
country/ZMB,2007,570000.0
country/ZMB,2011,660000.0
country/ZMB,2018,830000.0
country/ZWE,1991,570000.0
country/ZWE,1998,900000.0
country/ZWE,2000,880000.0
country/ZWE,2001,860000.0
country/ZWE,2002,840000.0
country/ZWE,2005,770000.0
country/ZWE,2011,750000.0
country/ZWE,2016,800000.0
country/SAU,1996,2300.0
country/SAU,2003,2500.0
country/SAU,2005,2300.0
country/SAU,2007,2200.0
country/SAU,2015,1600.0
country/SAU,2017,1500.0
country/SAU,2021,1600.0
country/SEN,1990,2700.0
country/SEN,2000,18000.0
country/SEN,2004,22000.0
country/SEN,2006,22000.0
country/SEN,2008,22000.0
country/SEN,2010,23000.0
country/SEN,2012,24000.0
country/SEN,2017,24000.0
country/SEN,2021,24000.0
country/SRB,1990,500.0
country/SRB,1993,500.0
country/SRB,1996,500.0
country/SRB,2003,500.0
country/SRB,2004,500.0
country/SRB,2005,500.0
country/SRB,2008,500.0
country/SRB,2013,500.0
country/SLE,1991,9800.0
country/SLE,1992,12000.0
country/SLE,1993,14000.0
country/SLE,1996,19000.0
country/SLE,2000,25000.0
country/SLE,2003,31000.0
country/SLE,2008,35000.0
country/SLE,2009,35000.0
country/SLE,2012,38000.0
country/SLE,2014,39000.0
country/SLE,2019,44000.0
country/SLE,2020,46000.0
country/SVK,1991,100.0
country/SVK,1992,100.0
country/SVK,1996,100.0
country/SVK,2001,100.0
country/SVK,2004,100.0
country/SVK,2008,100.0
country/SVK,2011,100.0
country/SVK,2015,100.0
country/SVK,2017,500.0
country/SVK,2020,500.0
country/SVN,1990,100.0
country/SVN,1992,100.0
country/SVN,1997,100.0
country/SVN,2003,100.0
country/SVN,2004,100.0
country/SVN,2008,100.0
country/SVN,2013,100.0
country/SVN,2016,100.0
country/SVN,2017,100.0
country/SVN,2019,100.0
country/SVN,2021,100.0
country/ZAF,1992,320000.0
country/ZAF,1993,470000.0
country/ZAF,1994,660000.0
country/ZAF,2000,2000000.0
country/ZAF,2001,2300000.0
country/ZAF,2008,3300000.0
country/ZAF,2009,3500000.0
country/ZAF,2010,3600000.0
country/ZAF,2015,4400000.0
country/ZAF,2017,4600000.0
country/ZAF,2020,4800000.0
country/SSD,1991,18000.0
country/SSD,1996,43000.0
country/SSD,1997,48000.0
country/SSD,1999,58000.0
country/SSD,2000,62000.0
country/SSD,2004,79000.0
country/SSD,2005,83000.0
country/SSD,2007,90000.0
country/SSD,2008,94000.0
country/SSD,2011,110000.0
country/SSD,2013,110000.0
country/SSD,2021,100000.0
country/ESP,1992,19000.0
country/ESP,2004,22000.0
country/ESP,2005,22000.0
country/ESP,2010,24000.0
country/ESP,2015,25000.0
country/LKA,1993,100.0
country/LKA,1994,100.0
country/LKA,1998,500.0
country/LKA,2001,1000.0
country/LKA,2008,1200.0
country/LKA,2010,1300.0
country/LKA,2011,1300.0
country/LKA,2015,1300.0
country/LKA,2017,1300.0
country/SDN,1990,3000.0
country/SDN,1997,7700.0
country/SDN,2001,10000.0
country/SDN,2006,13000.0
country/SDN,2008,13000.0
country/SDN,2013,14000.0
country/SDN,2018,17000.0
country/SUR,1991,1000.0
country/SUR,1996,1300.0
country/SUR,1999,1500.0
country/SUR,2003,1700.0
country/SYR,1992,100.0
country/SYR,1993,100.0
country/SYR,1997,100.0
country/SYR,1999,100.0
country/SYR,2001,100.0
country/SYR,2003,100.0
country/SYR,2004,100.0
country/SYR,2006,100.0
country/SYR,2007,500.0
country/SYR,2013,500.0
country/SYR,2019,500.0
country/SYR,2022,500.0
country/TJK,1993,100.0
country/TJK,1997,100.0
country/TJK,2003,100.0
country/TJK,2006,500.0
country/TJK,2009,1000.0
country/TJK,2016,3300.0
country/THA,1998,280000.0
country/THA,2003,320000.0
country/THA,2005,320000.0
country/THA,2009,310000.0
country/THA,2010,300000.0
country/TLS,1991,100.0
country/TLS,1997,500.0
country/TLS,1999,500.0
country/TLS,2000,500.0
country/TLS,2003,500.0
country/TLS,2014,500.0
country/TLS,2019,1000.0
country/TLS,2020,1000.0
country/TGO,1996,44000.0
country/TGO,1998,57000.0
country/TGO,2000,65000.0
country/TGO,2008,69000.0
country/TGO,2012,67000.0
country/TGO,2013,67000.0
country/TTO,1990,1000.0
country/TTO,1993,1300.0
country/TTO,1996,2800.0
country/TTO,2001,5500.0
country/TTO,2003,5900.0
country/TTO,2006,6100.0
country/TTO,2015,6100.0
country/TTO,2016,6100.0
country/TTO,2018,6100.0
country/TUN,1991,500.0
country/TUN,1992,500.0
country/TUN,1996,500.0
country/TUN,1997,500.0
country/TUN,1998,500.0
country/TUN,2013,2100.0
country/TUN,2017,2400.0
country/UGA,1990,450000.0
country/UGA,1994,520000.0
country/UGA,1996,540000.0
country/UGA,1997,540000.0
country/UGA,2001,540000.0
country/UGA,2004,550000.0
country/UGA,2006,570000.0
country/UGA,2010,630000.0
country/UGA,2014,710000.0
country/UGA,2017,800000.0
country/UGA,2018,820000.0
country/UGA,2019,840000.0
country/UGA,2021,880000.0
country/ARE,1994,100.0
country/ARE,1998,100.0
country/ARE,2000,100.0
country/ARE,2015,500.0
country/ARE,2017,500.0
country/ARE,2020,500.0
country/ARE,2021,500.0
country/TZA,1997,780000.0
country/TZA,2003,810000.0
country/TZA,2004,800000.0
country/TZA,2005,790000.0
country/TZA,2006,790000.0
country/TZA,2014,930000.0
country/TZA,2021,1100000.0
country/URY,1993,1000.0
country/URY,1999,1400.0
country/URY,2000,1500.0
country/URY,2005,2200.0
country/URY,2008,2700.0
country/URY,2018,4500.0
country/VEN,1992,2600.0
country/VEN,1996,5500.0
country/VEN,1997,6500.0
country/VEN,1998,7800.0
country/VEN,2003,19000.0
country/VEN,2007,26000.0
country/VEN,2010,26000.0
country/VEN,2011,27000.0
country/VEN,2012,27000.0
country/VEN,2018,26000.0
country/VEN,2021,26000.0
country/VNM,1993,2300.0
country/VNM,1996,9900.0
country/VNM,2008,58000.0
country/VNM,2011,66000.0
country/VNM,2013,71000.0
country/VNM,2020,76000.0
country/YEM,2004,1000.0
country/YEM,2005,1100.0
country/YEM,2012,1900.0
country/ZMB,1997,450000.0
country/ZMB,2000,500000.0
country/ZMB,2001,510000.0
country/ZMB,2003,530000.0
country/ZMB,2008,590000.0
country/ZMB,2012,680000.0
country/ZMB,2019,850000.0
country/ZMB,2020,860000.0
country/ZMB,2022,880000.0
country/ZWE,1993,740000.0
country/ZWE,1994,800000.0
country/ZWE,1997,890000.0
country/ZWE,1999,890000.0
country/ZWE,2006,750000.0
country/ZWE,2009,730000.0
country/ZWE,2012,760000.0
country/ZWE,2015,800000.0
country/ZWE,2017,810000.0
country/ZWE,2019,800000.0
country/ZWE,2020,800000.0
country/ZWE,2021,790000.0
Earth,1993,7600000.0
Earth,1997,12000000.0
Earth,2012,17000000.0
Earth,2016,19000000.0
Earth,2017,19000000.0
Earth,1990,4300000.0
Earth,1992,6500000.0
Earth,1998,12000000.0
Earth,2000,14000000.0
Earth,2003,15000000.0
Earth,2004,15000000.0
Earth,2006,15000000.0
Earth,2008,16000000.0
Earth,2011,17000000.0
Earth,2014,18000000.0
Earth,2015,19000000.0
Earth,2019,20000000.0
Earth,1994,8700000.0
Earth,1995,9800000.0
Earth,2002,14000000.0
Earth,2018,20000000.0
Earth,2021,21000000.0
Earth,2022,21000000.0
Earth,1991,5400000.0
Earth,1996,11000000.0
Earth,1999,13000000.0
Earth,2001,14000000.0
Earth,2005,15000000.0
Earth,2007,15000000.0
Earth,2009,16000000.0
Earth,2010,16000000.0
Earth,2013,18000000.0
Earth,2020,20000000.0
