dcid,year,inflationPercentAverageConsumerPrices
country/PLW,2001,0.726
country/PLW,2002,0.273
country/PLW,2003,0.647
country/PLW,2004,0.537
country/PLW,2005,3.558
country/PLW,2006,4.239
country/PLW,2007,3.02
country/PLW,2008,9.931
country/PLW,2009,4.683
country/PLW,2010,1.094
country/PLW,2011,2.633
country/PLW,2012,5.439
country/PLW,2013,2.845
country/PLW,2014,3.962
country/PLW,2015,2.199
country/PLW,2016,1.336
country/PLW,2017,1.101
country/PLW,2018,2.441
country/PLW,2019,0.438
country/PLW,2020,0.702
country/PLW,2021,0.481
country/PLW,2022,13.188
country/PLW,2023,12.539
country/PLW,2024,4.622
country/PLW,2025,2.199
country/PLW,2026,2.211
country/PLW,2027,2.33
country/PLW,2028,2.291
country/PHL,1980,18.201
country/PHL,1981,13.083
country/PHL,1982,8.979
country/PHL,1983,5.252
country/PHL,1984,46.673
country/PHL,1985,23.215
country/PHL,1986,0.325
country/PHL,1987,3.042
country/PHL,1988,12.23
country/PHL,1989,11.367
country/PHL,1990,13.201
country/PHL,1991,19.351
country/PHL,1992,8.582
country/PHL,1993,6.757
country/PHL,1994,12.489
country/PHL,1995,6.908
country/PHL,1996,8.294
country/PHL,1997,5.598
country/PHL,1998,9.369
country/PHL,1999,6.2
country/PHL,2000,6.545
country/PHL,2001,5.396
country/PHL,2002,2.757
country/PHL,2003,2.223
country/PHL,2004,4.799
country/PHL,2005,6.64
country/PHL,2006,5.448
country/PHL,2007,2.914
country/PHL,2008,8.211
country/PHL,2009,4.24
country/PHL,2010,3.738
country/PHL,2011,4.745
country/PHL,2012,3.158
country/PHL,2013,2.592
country/PHL,2014,3.594
country/PHL,2015,0.69
country/PHL,2016,1.234
country/PHL,2017,2.853
country/PHL,2018,5.31
country/PHL,2019,2.392
country/PHL,2020,2.393
country/PHL,2021,3.927
country/PHL,2022,5.821
country/PHL,2023,5.844
country/PHL,2024,3.222
country/PHL,2025,2.954
country/PHL,2026,3.0
country/PHL,2027,3.0
country/PHL,2028,3.0
country/SGP,1980,8.541
country/SGP,1981,8.189
country/SGP,1982,3.918
country/SGP,1983,1.037
country/SGP,1984,2.604
country/SGP,1985,0.492
country/SGP,1986,1.381
country/SGP,1987,0.483
country/SGP,1988,1.523
country/SGP,1989,2.294
country/SGP,1990,3.45
country/SGP,1991,3.44
country/SGP,1992,2.244
country/SGP,1993,2.292
country/SGP,1994,3.095
country/SGP,1995,1.725
country/SGP,1996,1.379
country/SGP,1997,2.023
country/SGP,1998,0.271
country/SGP,1999,0.023
country/SGP,2000,1.349
country/SGP,2001,1.014
country/SGP,2002,0.391
country/SGP,2003,0.487
country/SGP,2004,1.671
country/SGP,2005,0.469
country/SGP,2006,0.963
country/SGP,2007,2.105
country/SGP,2008,6.628
country/SGP,2009,0.597
country/SGP,2010,2.824
country/SGP,2011,5.248
country/SGP,2012,4.576
country/SGP,2013,2.359
country/SGP,2014,1.025
country/SGP,2015,0.523
country/SGP,2016,0.532
country/SGP,2017,0.576
country/SGP,2018,0.439
country/SGP,2019,0.565
country/SGP,2020,0.182
country/SGP,2021,2.305
country/SGP,2022,6.121
country/SGP,2023,5.469
country/SGP,2024,3.496
country/SGP,2025,2.5
country/SGP,2026,1.993
country/SGP,2027,1.999
country/SGP,2028,1.999
country/THA,1980,19.7
country/THA,1981,12.7
country/THA,1982,5.3
country/THA,1983,3.7
country/THA,1984,0.795
country/THA,1985,2.44
country/THA,1986,1.848
country/THA,1987,2.452
country/THA,1988,3.885
country/THA,1989,5.379
country/THA,1990,5.785
country/THA,1991,5.728
country/THA,1992,4.133
country/THA,1993,3.295
country/THA,1994,5.077
country/THA,1995,5.795
country/THA,1996,5.823
country/THA,1997,5.63
country/THA,1998,7.962
country/THA,1999,0.236
country/THA,2000,1.7
country/THA,2001,1.61
country/THA,2002,0.66
country/THA,2003,1.813
country/THA,2004,2.812
country/THA,2005,4.467
country/THA,2006,4.712
country/THA,2007,2.167
country/THA,2008,5.485
country/THA,2009,0.87
country/THA,2010,3.299
country/THA,2011,3.811
country/THA,2012,3.012
country/THA,2013,2.185
country/THA,2014,1.894
country/THA,2015,0.899
country/THA,2016,0.188
country/THA,2017,0.665
country/THA,2018,1.065
country/THA,2019,0.706
country/THA,2020,0.847
country/THA,2021,1.231
country/THA,2022,6.077
country/THA,2023,1.5
country/THA,2024,1.562
country/THA,2025,1.886
country/THA,2026,1.95
country/THA,2027,2.0
country/THA,2028,2.0
country/VNM,1980,25.156
country/VNM,1981,69.6
country/VNM,1982,95.401
country/VNM,1983,49.487
country/VNM,1984,64.897
country/VNM,1985,91.602
country/VNM,1986,453.538
country/VNM,1987,360.357
country/VNM,1988,374.354
country/VNM,1989,95.77
country/VNM,1990,36.031
country/VNM,1991,81.817
country/VNM,1992,37.705
country/VNM,1993,8.379
country/VNM,1994,9.483
country/VNM,1995,16.926
country/VNM,1996,5.593
country/VNM,1997,3.095
country/VNM,1998,8.11
country/VNM,1999,4.108
country/VNM,2000,1.768
country/VNM,2001,0.31
country/VNM,2002,4.079
country/VNM,2003,3.303
country/VNM,2004,7.895
country/VNM,2005,8.394
country/VNM,2006,7.503
country/VNM,2007,8.349
country/VNM,2008,23.115
country/VNM,2009,6.717
country/VNM,2010,9.207
country/VNM,2011,18.678
country/VNM,2012,9.103
country/VNM,2013,6.595
country/VNM,2014,4.085
country/VNM,2015,0.631
country/VNM,2016,2.668
country/VNM,2017,3.521
country/VNM,2018,3.54
country/VNM,2019,2.797
country/VNM,2020,3.222
country/VNM,2021,1.833
country/VNM,2022,3.191
country/VNM,2023,3.351
country/VNM,2024,3.434
country/VNM,2025,3.4
country/VNM,2026,3.39
country/VNM,2027,3.39
country/VNM,2028,3.39
country/DJI,1992,3.371
country/DJI,1993,4.438
country/DJI,1994,6.505
country/DJI,1995,4.886
country/DJI,1996,3.513
country/DJI,1997,2.52
country/DJI,1998,2.205
country/DJI,1999,0.401
country/DJI,2000,1.184
country/DJI,2001,1.891
country/DJI,2002,1.404
country/DJI,2003,1.59
country/DJI,2004,2.439
country/DJI,2005,3.281
country/DJI,2006,3.514
country/DJI,2007,5.896
country/DJI,2008,8.73
country/DJI,2009,5.551
country/DJI,2010,2.485
country/DJI,2011,5.242
country/DJI,2012,4.221
country/DJI,2013,1.063
country/DJI,2014,1.342
country/DJI,2015,0.847
country/DJI,2016,2.738
country/DJI,2017,0.568
country/DJI,2018,0.148
country/DJI,2019,3.313
country/DJI,2020,1.786
country/DJI,2021,1.18
country/DJI,2022,5.17
country/DJI,2023,1.224
country/DJI,2024,1.774
country/DJI,2025,2.5
country/DJI,2026,2.5
country/DJI,2027,2.5
country/DJI,2028,2.5
country/DZA,1980,9.668
country/DZA,1981,14.61
country/DZA,1982,6.593
country/DZA,1983,7.835
country/DZA,1984,6.31
country/DZA,1985,10.432
country/DZA,1986,14.007
country/DZA,1987,5.857
country/DZA,1988,5.938
country/DZA,1989,9.172
country/DZA,1990,9.272
country/DZA,1991,25.9
country/DZA,1992,31.7
country/DZA,1993,20.5
country/DZA,1994,29.0
country/DZA,1995,29.8
country/DZA,1996,18.7
country/DZA,1997,5.7
country/DZA,1998,4.95
country/DZA,1999,2.6
country/DZA,2000,0.3
country/DZA,2001,4.2
country/DZA,2002,1.433
country/DZA,2003,4.261
country/DZA,2004,3.968
country/DZA,2005,1.382
country/DZA,2006,2.311
country/DZA,2007,3.679
country/DZA,2008,4.855
country/DZA,2009,5.741
country/DZA,2010,3.911
country/DZA,2011,4.5
country/DZA,2012,8.916
country/DZA,2013,3.255
country/DZA,2014,2.917
country/DZA,2015,4.784
country/DZA,2016,6.398
country/DZA,2017,5.591
country/DZA,2018,4.27
country/DZA,2019,1.952
country/DZA,2020,2.415
country/DZA,2021,7.226
country/DZA,2022,9.267
country/DZA,2023,8.955
country/DZA,2024,6.829
country/DZA,2025,6.27
country/DZA,2026,5.865
country/DZA,2027,5.493
country/DZA,2028,5.186
country/AGO,1980,46.708
country/AGO,1981,1.391
country/AGO,1982,1.833
country/AGO,1983,1.833
country/AGO,1984,1.833
country/AGO,1985,1.833
country/AGO,1986,1.833
country/AGO,1987,1.833
country/AGO,1988,1.833
country/AGO,1989,1.833
country/AGO,1990,1.833
country/AGO,1991,85.265
country/AGO,1992,299.097
country/AGO,1993,1379.476
country/AGO,1994,949.771
country/AGO,1995,2672.23
country/AGO,1996,4146.01
country/AGO,1997,221.492
country/AGO,1998,107.429
country/AGO,1999,248.248
country/AGO,2000,325.029
country/AGO,2001,152.586
country/AGO,2002,108.893
country/AGO,2003,98.219
country/AGO,2004,43.525
country/AGO,2005,22.961
country/AGO,2006,13.305
country/AGO,2007,12.249
country/AGO,2008,12.465
country/AGO,2009,13.721
country/AGO,2010,14.48
country/AGO,2011,13.484
country/AGO,2012,10.285
country/AGO,2013,8.782
country/AGO,2014,7.298
country/AGO,2015,9.159
country/AGO,2016,30.694
country/AGO,2017,29.844
country/AGO,2018,19.629
country/AGO,2019,17.079
country/AGO,2020,22.277
country/AGO,2021,25.765
country/AGO,2022,21.36
country/AGO,2023,13.148
country/AGO,2024,22.256
country/AGO,2025,18.061
country/AGO,2026,10.118
country/AGO,2027,9.118
country/AGO,2028,9.118
country/BWA,1980,12.127
country/BWA,1981,16.3
country/BWA,1982,11.2
country/BWA,1983,10.5
country/BWA,1984,8.6
country/BWA,1985,8.1
country/BWA,1986,10.0
country/BWA,1987,9.8
country/BWA,1988,8.4
country/BWA,1989,11.6
country/BWA,1990,11.4
country/BWA,1991,12.6
country/BWA,1992,16.5
country/BWA,1993,14.4
country/BWA,1994,10.6
country/BWA,1995,10.5
country/BWA,1996,10.1
country/BWA,1997,8.9
country/BWA,1998,6.51
country/BWA,1999,7.816
country/BWA,2000,8.534
country/BWA,2001,6.565
country/BWA,2002,8.026
country/BWA,2003,9.185
country/BWA,2004,6.988
country/BWA,2005,8.61
country/BWA,2006,11.553
country/BWA,2007,7.077
country/BWA,2008,12.623
country/BWA,2009,8.108
country/BWA,2010,6.95
country/BWA,2011,8.473
country/BWA,2012,7.537
country/BWA,2013,5.882
country/BWA,2014,4.415
country/BWA,2015,3.054
country/BWA,2016,2.81
country/BWA,2017,3.296
country/BWA,2018,3.241
country/BWA,2019,2.745
country/BWA,2020,1.89
country/BWA,2021,6.679
country/BWA,2022,12.2
country/BWA,2023,5.9
country/BWA,2024,4.7
country/BWA,2025,4.5
country/BWA,2026,4.5
country/BWA,2027,4.5
country/BWA,2028,4.5
country/BDI,1980,1.2
country/BDI,1981,12.167
country/BDI,1982,5.868
country/BDI,1983,8.151
country/BDI,1984,14.317
country/BDI,1985,3.804
country/BDI,1986,1.676
country/BDI,1987,7.113
country/BDI,1988,4.487
country/BDI,1989,11.662
country/BDI,1990,7.002
country/BDI,1991,8.997
country/BDI,1992,1.797
country/BDI,1993,9.657
country/BDI,1994,14.897
country/BDI,1995,19.221
country/BDI,1996,26.512
country/BDI,1997,31.063
country/BDI,1998,12.471
country/BDI,1999,3.522
country/BDI,2000,25.523
country/BDI,2001,7.868
country/BDI,2002,1.258
country/BDI,2003,10.574
country/BDI,2004,8.177
country/BDI,2005,13.253
country/BDI,2006,2.744
country/BDI,2007,8.412
country/BDI,2008,24.407
country/BDI,2009,10.557
country/BDI,2010,6.496
country/BDI,2011,9.583
country/BDI,2012,18.176
country/BDI,2013,7.938
country/BDI,2014,4.417
country/BDI,2015,5.554
country/BDI,2016,5.526
country/BDI,2017,16.597
country/BDI,2018,2.767
country/BDI,2019,0.709
country/BDI,2020,7.305
country/BDI,2021,8.313
country/BDI,2022,18.901
country/BDI,2023,20.118
country/BDI,2024,16.1
country/BDI,2025,10.145
country/BDI,2026,10.2
country/BDI,2027,9.962
country/BDI,2028,10.236
country/CMR,1980,7.681
country/CMR,1981,7.546
country/CMR,1982,15.326
country/CMR,1983,20.509
country/CMR,1984,12.095
country/CMR,1985,4.202
country/CMR,1986,4.301
country/CMR,1987,2.794
country/CMR,1988,1.705
country/CMR,1989,1.597
country/CMR,1990,1.504
country/CMR,1991,0.602
country/CMR,1992,1.886
country/CMR,1993,3.72
country/CMR,1994,14.88
country/CMR,1995,25.805
country/CMR,1996,3.921
country/CMR,1997,4.783
country/CMR,1998,3.177
country/CMR,1999,1.832
country/CMR,2000,1.245
country/CMR,2001,4.45
country/CMR,2002,2.817
country/CMR,2003,0.63
country/CMR,2004,0.25
country/CMR,2005,1.993
country/CMR,2006,4.906
country/CMR,2007,1.125
country/CMR,2008,5.338
country/CMR,2009,3.04
country/CMR,2010,1.279
country/CMR,2011,2.955
country/CMR,2012,2.384
country/CMR,2013,2.05
country/CMR,2014,1.855
country/CMR,2015,2.678
country/CMR,2016,0.873
country/CMR,2017,0.641
country/CMR,2018,1.064
country/CMR,2019,2.456
country/CMR,2020,2.451
country/CMR,2021,2.262
country/CMR,2022,6.252
country/CMR,2023,7.216
country/CMR,2024,4.8
country/CMR,2025,3.0
country/CMR,2026,2.3
country/CMR,2027,2.0
country/CMR,2028,2.0
country/CPV,1980,15.071
country/CPV,1981,20.68
country/CPV,1982,21.127
country/CPV,1983,20.155
country/CPV,1984,9.677
country/CPV,1985,5.882
country/CPV,1986,11.111
country/CPV,1987,3.75
country/CPV,1988,3.614
country/CPV,1989,4.651
country/CPV,1990,11.111
country/CPV,1991,7.587
country/CPV,1992,13.429
country/CPV,1993,5.828
country/CPV,1994,3.344
country/CPV,1995,8.41
country/CPV,1996,6.01
country/CPV,1997,8.574
country/CPV,1998,4.399
country/CPV,1999,4.344
country/CPV,2000,2.403
country/CPV,2001,3.674
country/CPV,2002,1.918
country/CPV,2003,1.188
country/CPV,2004,1.891
country/CPV,2005,0.434
country/CPV,2006,4.842
country/CPV,2007,4.4
country/CPV,2008,6.774
country/CPV,2009,1.005
country/CPV,2010,2.074
country/CPV,2011,4.473
country/CPV,2012,2.543
country/CPV,2013,1.506
country/CPV,2014,0.238
country/CPV,2015,0.143
country/CPV,2016,1.436
country/CPV,2017,0.783
country/CPV,2018,1.275
country/CPV,2019,1.106
country/CPV,2020,0.605
country/CPV,2021,1.863
country/CPV,2022,7.93
country/CPV,2023,5.2
country/CPV,2024,2.0
country/CPV,2025,2.0
country/CPV,2026,2.0
country/CPV,2027,2.0
country/CPV,2028,2.0
country/CAF,1980,13.3
country/CAF,1981,14.66
country/CAF,1982,13.243
country/CAF,1983,14.558
country/CAF,1984,2.604
country/CAF,1985,10.457
country/CAF,1986,2.411
country/CAF,1987,6.986
country/CAF,1988,3.934
country/CAF,1989,0.645
country/CAF,1990,0.203
country/CAF,1991,2.848
country/CAF,1992,0.757
country/CAF,1993,2.909
country/CAF,1994,24.55
country/CAF,1995,19.2
country/CAF,1996,3.842
country/CAF,1997,1.623
country/CAF,1998,2.024
country/CAF,1999,1.554
country/CAF,2000,3.365
country/CAF,2001,4.083
country/CAF,2002,2.266
country/CAF,2003,4.386
country/CAF,2004,2.593
country/CAF,2005,2.879
country/CAF,2006,6.888
country/CAF,2007,0.867
country/CAF,2008,9.25
country/CAF,2009,3.581
country/CAF,2010,1.486
country/CAF,2011,1.194
country/CAF,2012,5.889
country/CAF,2013,3.971
country/CAF,2014,17.775
country/CAF,2015,1.403
country/CAF,2016,4.946
country/CAF,2017,4.18
country/CAF,2018,1.612
country/CAF,2019,2.752
country/CAF,2020,0.881
country/CAF,2021,4.264
country/CAF,2022,5.808
country/CAF,2023,6.516
country/CAF,2024,3.224
country/CAF,2025,2.771
country/CAF,2026,2.523
country/CAF,2027,2.468
country/CAF,2028,2.551
country/TCD,1980,8.635
country/TCD,1981,8.128
country/TCD,1982,6.429
country/TCD,1983,7.875
country/TCD,1984,20.3
country/TCD,1985,5.071
country/TCD,1986,13.054
country/TCD,1987,2.73
country/TCD,1988,14.9
country/TCD,1989,4.9
country/TCD,1990,0.5
country/TCD,1991,4.2
country/TCD,1992,3.8
country/TCD,1993,10.874
country/TCD,1994,41.272
country/TCD,1995,5.364
country/TCD,1996,11.331
country/TCD,1997,5.572
country/TCD,1998,4.259
country/TCD,1999,8.447
country/TCD,2000,3.823
country/TCD,2001,12.431
country/TCD,2002,5.192
country/TCD,2003,1.753
country/TCD,2004,4.803
country/TCD,2005,4.449
country/TCD,2006,9.64
country/TCD,2007,7.44
country/TCD,2008,8.333
country/TCD,2009,10.103
country/TCD,2010,2.11
country/TCD,2011,2.029
country/TCD,2012,7.517
country/TCD,2013,0.223
country/TCD,2014,1.682
country/TCD,2015,4.827
country/TCD,2016,1.632
country/TCD,2017,0.897
country/TCD,2018,4.037
country/TCD,2019,0.972
country/TCD,2020,4.464
country/TCD,2021,0.773
country/TCD,2022,5.795
country/TCD,2023,7.04
country/TCD,2024,3.522
country/TCD,2025,2.976
country/TCD,2026,2.968
country/TCD,2027,2.968
country/TCD,2028,2.968
country/COM,1980,13.329
country/COM,1981,6.5
country/COM,1982,15.211
country/COM,1983,9.21
country/COM,1984,6.055
country/COM,1985,8.382
country/COM,1986,11.289
country/COM,1987,3.3
country/COM,1988,0.29
country/COM,1989,4.44
country/COM,1990,7.39
country/COM,1991,1.7
country/COM,1992,1.4
country/COM,1993,2.0
country/COM,1994,25.3
country/COM,1995,3.15
country/COM,1996,2.4
country/COM,1997,1.5
country/COM,1998,1.2
country/COM,1999,1.1
country/COM,2000,5.9
country/COM,2001,5.571
country/COM,2002,3.578
country/COM,2003,3.713
country/COM,2004,4.496
country/COM,2005,3.007
country/COM,2006,3.389
country/COM,2007,4.486
country/COM,2008,4.816
country/COM,2009,4.789
country/COM,2010,3.899
country/COM,2011,2.231
country/COM,2012,5.91
country/COM,2013,0.416
country/COM,2014,0.008
country/COM,2015,0.941
country/COM,2016,0.802
country/COM,2017,0.092
country/COM,2018,1.702
country/COM,2019,3.701
country/COM,2020,0.8
country/COM,2021,0.015
country/COM,2022,12.444
country/COM,2023,11.114
country/COM,2024,1.206
country/COM,2025,1.805
country/COM,2026,1.988
country/COM,2027,1.903
country/COM,2028,1.903
country/COG,1980,7.296
country/COG,1981,0.782
country/COG,1982,3.454
country/COG,1983,3.471
country/COG,1984,3.488
country/COG,1985,3.505
country/COG,1986,3.521
country/COG,1987,3.537
country/COG,1988,13.013
country/COG,1989,9.582
country/COG,1990,0.343
country/COG,1991,9.358
country/COG,1992,3.162
country/COG,1993,4.1
country/COG,1994,7.497
country/COG,1995,6.3
country/COG,1996,7.4
country/COG,1997,12.7
country/COG,1998,2.2
country/COG,1999,3.0
country/COG,2000,0.5
country/COG,2001,0.844
country/COG,2002,2.985
country/COG,2003,1.69
country/COG,2004,3.67
country/COG,2005,2.466
country/COG,2006,4.658
country/COG,2007,2.595
country/COG,2008,6.02
country/COG,2009,4.339
country/COG,2010,0.391
country/COG,2011,1.761
country/COG,2012,5.009
country/COG,2013,4.631
country/COG,2014,0.912
country/COG,2015,3.168
country/COG,2016,3.191
country/COG,2017,0.449
country/COG,2018,1.153
country/COG,2019,0.4
country/COG,2020,1.373
country/COG,2021,1.969
country/COG,2022,3.026
country/COG,2023,3.5
country/COG,2024,3.2
country/COG,2025,3.0
country/COG,2026,3.0
country/COG,2027,3.0
country/COG,2028,3.0
country/COD,1980,40.039
country/COD,1981,34.884
country/COD,1982,37.069
country/COD,1983,76.73
country/COD,1984,52.63
country/COD,1985,23.46
country/COD,1986,46.73
country/COD,1987,90.37
country/COD,1988,82.749
country/COD,1989,104.065
country/COD,1990,81.295
country/COD,1991,2154.44
country/COD,1992,4129.17
country/COD,1993,1986.9
country/COD,1994,23773.1
country/COD,1995,541.801
country/COD,1996,617.0
country/COD,1997,199.0
country/COD,1998,29.145
country/COD,1999,284.9
country/COD,2000,550.0
country/COD,2001,357.28
country/COD,2002,25.316
country/COD,2003,12.817
country/COD,2004,4.001
country/COD,2005,21.545
country/COD,2006,12.845
country/COD,2007,16.672
country/COD,2008,17.966
country/COD,2009,46.101
country/COD,2010,23.461
country/COD,2011,14.95
country/COD,2012,0.857
country/COD,2013,0.876
country/COD,2014,1.24
country/COD,2015,0.738
country/COD,2016,3.193
country/COD,2017,35.734
country/COD,2018,29.266
country/COD,2019,4.705
country/COD,2020,11.358
country/COD,2021,8.989
country/COD,2022,9.266
country/COD,2023,19.082
country/COD,2024,10.569
country/COD,2025,7.052
country/COD,2026,6.952
country/COD,2027,6.952
country/COD,2028,6.952
country/BEN,1980,9.596
country/BEN,1981,0.795
country/BEN,1982,4.059
country/BEN,1983,6.067
country/BEN,1984,10.265
country/BEN,1985,1.151
country/BEN,1986,0.414
country/BEN,1987,1.339
country/BEN,1988,3.445
country/BEN,1989,0.202
country/BEN,1990,1.112
country/BEN,1991,2.1
country/BEN,1992,5.921
country/BEN,1993,0.445
country/BEN,1994,38.535
country/BEN,1995,14.458
country/BEN,1996,4.917
country/BEN,1997,3.803
country/BEN,1998,5.755
country/BEN,1999,0.348
country/BEN,2000,4.034
country/BEN,2001,3.757
country/BEN,2002,2.744
country/BEN,2003,1.814
country/BEN,2004,1.335
country/BEN,2005,4.658
country/BEN,2006,5.164
country/BEN,2007,1.252
country/BEN,2008,6.801
country/BEN,2009,0.738
country/BEN,2010,2.34
country/BEN,2011,2.847
country/BEN,2012,7.0
country/BEN,2013,0.967
country/BEN,2014,1.067
country/BEN,2015,0.202
country/BEN,2016,0.794
country/BEN,2017,1.769
country/BEN,2018,0.849
country/BEN,2019,0.933
country/BEN,2020,3.049
country/BEN,2021,1.7
country/BEN,2022,1.4
country/BEN,2023,5.0
country/BEN,2024,2.5
country/BEN,2025,2.0
country/BEN,2026,2.0
country/BEN,2027,2.0
country/BEN,2028,2.0
country/GNQ,1981,16.7
country/GNQ,1982,38.256
country/GNQ,1983,60.058
country/GNQ,1984,59.518
country/GNQ,1985,83.999
country/GNQ,1986,17.64
country/GNQ,1987,13.174
country/GNQ,1988,2.524
country/GNQ,1989,6.064
country/GNQ,1990,0.922
country/GNQ,1991,3.425
country/GNQ,1992,4.279
country/GNQ,1993,5.452
country/GNQ,1994,31.841
country/GNQ,1995,19.872
country/GNQ,1996,4.541
country/GNQ,1997,3.017
country/GNQ,1998,7.936
country/GNQ,1999,0.372
country/GNQ,2000,4.836
country/GNQ,2001,8.739
country/GNQ,2002,7.582
country/GNQ,2003,7.324
country/GNQ,2004,4.237
country/GNQ,2005,5.637
country/GNQ,2006,4.465
country/GNQ,2007,2.798
country/GNQ,2008,4.652
country/GNQ,2009,5.737
country/GNQ,2010,5.32
country/GNQ,2011,4.799
country/GNQ,2012,3.442
country/GNQ,2013,3.179
country/GNQ,2014,4.296
country/GNQ,2015,1.695
country/GNQ,2016,1.398
country/GNQ,2017,0.746
country/GNQ,2018,1.346
country/GNQ,2019,1.244
country/GNQ,2020,4.766
country/GNQ,2021,0.094
country/GNQ,2022,4.869
country/GNQ,2023,2.369
country/GNQ,2024,4.034
country/GNQ,2025,1.346
country/GNQ,2026,2.51
country/GNQ,2027,2.22
country/GNQ,2028,2.017
country/ERI,1993,4.787
country/ERI,1994,13.147
country/ERI,1995,11.983
country/ERI,1996,10.288
country/ERI,1997,3.739
country/ERI,1998,9.467
country/ERI,1999,8.397
country/ERI,2000,19.947
country/ERI,2001,14.625
country/ERI,2002,16.877
country/ERI,2003,22.669
country/ERI,2004,25.111
country/ERI,2005,12.506
country/ERI,2006,7.707
country/ERI,2007,9.409
country/ERI,2008,22.168
country/ERI,2009,33.852
country/ERI,2010,10.297
country/ERI,2011,5.887
country/ERI,2012,6.035
country/ERI,2013,6.274
country/ERI,2014,8.36
country/ERI,2015,28.483
country/ERI,2016,5.577
country/ERI,2017,13.306
country/ERI,2018,14.401
country/ERI,2019,1.3
country/ETH,1980,12.437
country/ETH,1981,1.937
country/ETH,1982,7.774
country/ETH,1983,3.569
country/ETH,1984,0.334
country/ETH,1985,18.403
country/ETH,1986,5.55
country/ETH,1987,9.146
country/ETH,1988,2.206
country/ETH,1989,9.633
country/ETH,1990,5.206
country/ETH,1991,20.869
country/ETH,1992,21.019
country/ETH,1993,9.99
country/ETH,1994,1.166
country/ETH,1995,13.354
country/ETH,1996,0.919
country/ETH,1997,6.42
country/ETH,1998,3.6
country/ETH,1999,7.941
country/ETH,2000,0.662
country/ETH,2001,8.238
country/ETH,2002,1.654
country/ETH,2003,17.762
country/ETH,2004,3.221
country/ETH,2005,11.656
country/ETH,2006,13.558
country/ETH,2007,17.245
country/ETH,2008,44.371
country/ETH,2009,8.479
country/ETH,2010,8.134
country/ETH,2011,33.232
country/ETH,2012,24.132
country/ETH,2013,8.071
country/ETH,2014,7.404
country/ETH,2015,9.569
country/ETH,2016,6.628
country/ETH,2017,10.687
country/ETH,2018,13.833
country/ETH,2019,15.81
country/ETH,2020,20.354
country/ETH,2021,26.794
country/ETH,2022,33.938
country/ETH,2023,29.132
country/ETH,2024,20.739
country/ETH,2025,16.493
country/ETH,2026,12.608
country/ETH,2027,12.608
country/ETH,2028,12.608
country/GAB,1980,12.321
country/GAB,1981,8.6
country/GAB,1982,16.7
country/GAB,1983,10.4
country/GAB,1984,5.9
country/GAB,1985,7.3
country/GAB,1986,6.4
country/GAB,1987,1.0
country/GAB,1988,9.8
country/GAB,1989,6.903
country/GAB,1990,15.369
country/GAB,1991,9.83
country/GAB,1992,9.543
country/GAB,1993,0.534
country/GAB,1994,36.116
country/GAB,1995,9.647
country/GAB,1996,0.69
country/GAB,1997,3.973
country/GAB,1998,1.449
country/GAB,1999,1.935
country/GAB,2000,0.504
country/GAB,2001,2.136
country/GAB,2002,0.164
country/GAB,2003,2.105
country/GAB,2004,0.408
country/GAB,2005,1.171
country/GAB,2006,1.406
country/GAB,2007,1.021
country/GAB,2008,5.263
country/GAB,2009,1.885
country/GAB,2010,1.447
country/GAB,2011,1.262
country/GAB,2012,2.683
country/GAB,2013,0.48
country/GAB,2014,4.512
country/GAB,2015,0.143
country/GAB,2016,2.086
country/GAB,2017,2.652
country/GAB,2018,4.777
country/GAB,2019,2.022
country/GAB,2020,1.703
country/GAB,2021,1.077
country/GAB,2022,4.25
country/GAB,2023,3.844
country/GAB,2024,2.504
country/GAB,2025,2.26
country/GAB,2026,2.208
country/GAB,2027,2.211
country/GAB,2028,2.185
country/GMB,1980,5.019
country/GMB,1981,7.92
country/GMB,1982,8.235
country/GMB,1983,10.645
country/GMB,1984,22.106
country/GMB,1985,18.32
country/GMB,1986,56.556
country/GMB,1987,23.712
country/GMB,1988,11.549
country/GMB,1989,8.255
country/GMB,1990,12.168
country/GMB,1991,8.642
country/GMB,1992,9.484
country/GMB,1993,6.466
country/GMB,1994,1.71
country/GMB,1995,6.981
country/GMB,1996,1.099
country/GMB,1997,2.781
country/GMB,1998,1.114
country/GMB,1999,3.807
country/GMB,2000,0.851
country/GMB,2001,4.492
country/GMB,2002,8.61
country/GMB,2003,17.032
country/GMB,2004,14.287
country/GMB,2005,4.959
country/GMB,2006,2.056
country/GMB,2007,5.37
country/GMB,2008,4.451
country/GMB,2009,4.554
country/GMB,2010,5.049
country/GMB,2011,4.796
country/GMB,2012,4.645
country/GMB,2013,5.241
country/GMB,2014,6.262
country/GMB,2015,6.808
country/GMB,2016,7.225
country/GMB,2017,8.049
country/GMB,2018,6.521
country/GMB,2019,7.116
country/GMB,2020,5.931
country/GMB,2021,7.37
country/GMB,2022,11.513
country/GMB,2023,17.005
country/GMB,2024,12.312
country/GMB,2025,6.05
country/GMB,2026,5.0
country/GMB,2027,5.0
country/GMB,2028,5.0
country/GHA,1980,50.005
country/GHA,1981,116.504
country/GHA,1982,22.485
country/GHA,1983,122.245
country/GHA,1984,40.03
country/GHA,1985,10.301
country/GHA,1986,24.539
country/GHA,1987,39.758
country/GHA,1988,31.369
country/GHA,1989,25.237
country/GHA,1990,37.241
country/GHA,1991,18.097
country/GHA,1992,10.049
country/GHA,1993,24.942
country/GHA,1994,24.874
