sentence,dcid
Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,dc/topic/sdg_15.a
"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",dc/topic/sdg_15.b
"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",dc/topic/sdg_3.4.1
Mortality rate attributed to household and ambient air pollution,dc/topic/sdg_3.9.1
Mortality rate attributed to unintentional poisoning,dc/topic/sdg_3.9.3
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",dc/topic/sdg_3.9.2
Mountain Green Cover Index,dc/topic/sdg_15.4.2
"National recycling rate, tons of material recycled",dc/topic/sdg_12.5.1
Neonatal mortality rate,dc/topic/sdg_3.2.2
"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",dc/topic/sdg_17.2.1
No Poverty,dc/topic/sdg_1
Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,dc/topic/sdg_2.5.1
Number of companies publishing sustainability reports,dc/topic/sdg_12.6.1
"Number of countries developing, adopting or implementing policy instruments aimed at supporting the shift to sustainable consumption and production",dc/topic/sdg_12.1.1
"Number of countries making progress in ratifying, accepting and implementing through legal, policy and institutional frameworks, ocean-related instruments that implement international law, as reflected in the United Nations Convention on the Law of the Sea, for the conservation and sustainable use of the oceans and their resources",dc/topic/sdg_14.c.1
Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals,dc/topic/sdg_17.16.1
"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",dc/topic/sdg_16.10.2
"Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries",dc/topic/sdg_17.5.1
Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,dc/topic/sdg_1.5.3;dc/topic/sdg_11.b.1;dc/topic/sdg_13.1.2
"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",dc/topic/sdg_15.6.1;dc/topic/sdg_15.8
Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics,dc/topic/sdg_17.18.2
Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics,dc/topic/sdg_11.a.1
Number of countries using ecosystem-based approaches to managing marine areas,dc/topic/sdg_14.2.1
"Number of countries with a national statistical plan that is fully funded and under implementation, by source of funding",dc/topic/sdg_17.18.3
"Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education",dc/topic/sdg_5.6.2
Number of countries with mechanisms in place to enhance policy coherence of sustainable development,dc/topic/sdg_17.14.1
"Number of countries with migration policies that facilitate orderly, safe, regular and responsible migration and mobility of people",dc/topic/sdg_10.7.2
"Number of countries with nationally determined contributions, long-term strategies, national adaptation plans and adaptation communications, as reported to the secretariat of the United Nations Framework Convention on Climate Change",dc/topic/sdg_13.2.1
"Number of deaths, missing persons and directly affected persons attributed to disasters per 100K population",dc/topic/sdg_1.5.1;dc/topic/sdg_11.5.1;dc/topic/sdg_13.1.1
"Number of least developed countries and small island developing States with nationally determined contributions, long-term strategies, national adaptation plans and adaptation communications, as reported to the secretariat of the United Nations Framework Convention on Climate Change",dc/topic/sdg_13.b.1
"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",dc/topic/sdg_3.3.1
"Number of parties to international multilateral environmental agreements on hazardous waste, and other chemicals that meet their commitments and obligations in transmitting information as required by each relevant agreement",dc/topic/sdg_12.4.1
Number of people requiring interventions against neglected tropical diseases,dc/topic/sdg_3.3.5
Number of people who died or disappeared in the process of migration towards an international destination,dc/topic/sdg_10.7.3
"Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",dc/topic/sdg_16.10.1
