GROUPING ID,Variable,Legend,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION
,,,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@URBANISATION--U__TYPE_OF_SKILL--SKILL_ICTPRGM,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Location = Urban | Type of skill = Writing a computer program using a specialized programming language]"
,,,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@URBANISATION--U__TYPE_OF_SKILL--SKILL_ICTPRVCY,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Location = Urban | Type of skill = Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos)]"
,,,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@URBANISATION--U__TYPE_OF_SKILL--SKILL_ICTPST,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Location = Urban | Type of skill = Creating electronic presentations with presentation software]"
,,,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@URBANISATION--U__TYPE_OF_SKILL--SKILL_ICTSCRTY,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Location = Urban | Type of skill = Setting up effective security measures (e.g. strong passwords, log-in attempt notification) to protect devices and online accounts]"
,,,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@URBANISATION--U__TYPE_OF_SKILL--SKILL_ICTSFWR,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Location = Urban | Type of skill = Finding, downloading, installing and configuring software]"
,,,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@URBANISATION--U__TYPE_OF_SKILL--SKILL_ICTSSHT,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Location = Urban | Type of skill = Using basic arithmetic formula in a spreadsheet]"
,,,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@URBANISATION--U__TYPE_OF_SKILL--SKILL_ICTTRFF,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Location = Urban | Type of skill = Transferring files between a computer and other devices]"
,,,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@URBANISATION--U__TYPE_OF_SKILL--SKILL_ICTVRFY,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Location = Urban | Type of skill = Verifying the reliability of information found online ]"
,,,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y15T24,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 15 to 24 years old]"
,,,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y15T64,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 15 to 64 years old]"
,,,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y15T64__SEX--F,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 15 to 64 years old | Sex = Female]"
,,,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y15T64__SEX--M,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 15 to 64 years old | Sex = Male]"
,,,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y25T54,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 25 to 54 years old]"
,,,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y55T64,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 55 to 64 years old]"
,,,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y55T64__SEX--F,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 55 to 64 years old | Sex = Female]"
,,,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y55T64__SEX--M,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 55 to 64 years old | Sex = Male]"
,,,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",SE_ADT_FUNS@AGE--Y16T65__TYPE_OF_SKILL--SKILL_LTRCY,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) [Age = 16 to 65 years old | Type of skill = Literacy]"
,,,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",SE_ADT_FUNS@AGE--Y16T65__TYPE_OF_SKILL--SKILL_NMRCY,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) [Age = 16 to 65 years old | Type of skill = Numeracy]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Primary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Primary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Primary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Primary]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Primary | Quantile = Quantile 1 (poorest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Primary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Primary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Primary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Primary | Quantile = Quantile 5 (richest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Lower secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Lower secondary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Lower secondary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Lower secondary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Lower secondary | Quantile = Quantile 5 (richest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Upper secondary]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Upper secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Upper secondary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Upper secondary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Upper secondary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Upper secondary | Quantile = Quantile 5 (richest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Primary]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Primary | Quantile = Quantile 1 (poorest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Primary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Primary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Primary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Primary | Quantile = Quantile 5 (richest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Lower secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Lower secondary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Lower secondary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Lower secondary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Lower secondary | Quantile = Quantile 5 (richest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Upper secondary]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Upper secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Upper secondary | Quantile = Quantile 2]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Upper secondary | Quantile = Quantile 3]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Upper secondary | Quantile = Quantile 4]"
,,,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Upper secondary | Quantile = Quantile 5 (richest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Primary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Primary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Primary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Primary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Primary | Quantile = Quantile 5 (richest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 5 (richest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 5 (richest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Primary]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Primary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Primary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Primary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Primary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Primary | Quantile = Quantile 5 (richest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Lower secondary]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Lower secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Lower secondary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Lower secondary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Lower secondary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Lower secondary | Quantile = Quantile 5 (richest)]"
