GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE,SERIES,SERIES_Name
EMP_PIFL_RT.184,Share of employment outside the formal sector (15 years old and over) by Administrative and support service activities (ISIC4_N),Security and investigation activities (ISIC4_N80),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_N80,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.184,Share of employment outside the formal sector (15 years old and over) by Administrative and support service activities (ISIC4_N),Services to buildings and landscape activities (ISIC4_N81),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_N81,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.184,Share of employment outside the formal sector (15 years old and over) by Administrative and support service activities (ISIC4_N),"Office administrative, office support and other business support activities (ISIC4_N82)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_N82,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.185,Share of employment outside the formal sector (25 years old and over) by Administrative and support service activities (ISIC4_N),Rental and leasing activities (ISIC4_N77),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_N77,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.185,Share of employment outside the formal sector (25 years old and over) by Administrative and support service activities (ISIC4_N),Employment activities (ISIC4_N78),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_N78,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.185,Share of employment outside the formal sector (25 years old and over) by Administrative and support service activities (ISIC4_N),"Travel agency, tour operator, reservation service and related activities (ISIC4_N79)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_N79,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.185,Share of employment outside the formal sector (25 years old and over) by Administrative and support service activities (ISIC4_N),Security and investigation activities (ISIC4_N80),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_N80,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.185,Share of employment outside the formal sector (25 years old and over) by Administrative and support service activities (ISIC4_N),Services to buildings and landscape activities (ISIC4_N81),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_N81,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.185,Share of employment outside the formal sector (25 years old and over) by Administrative and support service activities (ISIC4_N),"Office administrative, office support and other business support activities (ISIC4_N82)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_N82,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.186,Share of employment outside the formal sector (15 to 24 years old) by Public administration and defence; compulsory social security (ISIC4_O84),Public administration and defence; compulsory social security (ISIC4_O84),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_O84,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.187,Share of employment outside the formal sector (15 years old and over) by Public administration and defence; compulsory social security (ISIC4_O84),Public administration and defence; compulsory social security (ISIC4_O84),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_O84,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.188,Share of employment outside the formal sector (25 years old and over) by Public administration and defence; compulsory social security (ISIC4_O84),Public administration and defence; compulsory social security (ISIC4_O84),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_O84,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.189,Share of employment outside the formal sector (15 to 24 years old) by Education (ISIC4_P85),Education (ISIC4_P85),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_P85,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.190,Share of employment outside the formal sector (15 years old and over) by Education (ISIC4_P85),Education (ISIC4_P85),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_P85,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.191,Share of employment outside the formal sector (25 years old and over) by Education (ISIC4_P85),Education (ISIC4_P85),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_P85,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.192,Share of employment outside the formal sector (15 to 24 years old) by Human health and social work activities (ISIC4_Q),Human health activities (ISIC4_Q86),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_Q86,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.192,Share of employment outside the formal sector (15 to 24 years old) by Human health and social work activities (ISIC4_Q),Residential care activities (ISIC4_Q87),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_Q87,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.192,Share of employment outside the formal sector (15 to 24 years old) by Human health and social work activities (ISIC4_Q),Social work activities without accommodation (ISIC4_Q88),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_Q88,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.193,Share of employment outside the formal sector (15 years old and over) by Human health and social work activities (ISIC4_Q),Human health activities (ISIC4_Q86),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_Q86,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.193,Share of employment outside the formal sector (15 years old and over) by Human health and social work activities (ISIC4_Q),Residential care activities (ISIC4_Q87),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_Q87,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.193,Share of employment outside the formal sector (15 years old and over) by Human health and social work activities (ISIC4_Q),Social work activities without accommodation (ISIC4_Q88),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_Q88,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.194,Share of employment outside the formal sector (25 years old and over) by Human health and social work activities (ISIC4_Q),Human health activities (ISIC4_Q86),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_Q86,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.194,Share of employment outside the formal sector (25 years old and over) by Human health and social work activities (ISIC4_Q),Residential care activities (ISIC4_Q87),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_Q87,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.194,Share of employment outside the formal sector (25 years old and over) by Human health and social work activities (ISIC4_Q),Social work activities without accommodation (ISIC4_Q88),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_Q88,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.195,"Share of employment outside the formal sector (15 to 24 years old) by Arts, entertainment and recreation (ISIC4_R)","Creative, arts and entertainment activities (ISIC4_R90)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_R90,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.195,"Share of employment outside the formal sector (15 to 24 years old) by Arts, entertainment and recreation (ISIC4_R)","Libraries, archives, museums and other cultural activities (ISIC4_R91)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_R91,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.195,"Share of employment outside the formal sector (15 to 24 years old) by Arts, entertainment and recreation (ISIC4_R)",Gambling and betting activities (ISIC4_R92),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_R92,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.195,"Share of employment outside the formal sector (15 to 24 years old) by Arts, entertainment and recreation (ISIC4_R)",Sports activities and amusement and recreation activities (ISIC4_R93),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_R93,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.196,"Share of employment outside the formal sector (15 years old and over) by Arts, entertainment and recreation (ISIC4_R)","Creative, arts and entertainment activities (ISIC4_R90)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_R90,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.196,"Share of employment outside the formal sector (15 years old and over) by Arts, entertainment and recreation (ISIC4_R)","Libraries, archives, museums and other cultural activities (ISIC4_R91)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_R91,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.196,"Share of employment outside the formal sector (15 years old and over) by Arts, entertainment and recreation (ISIC4_R)",Gambling and betting activities (ISIC4_R92),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_R92,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.196,"Share of employment outside the formal sector (15 years old and over) by Arts, entertainment and recreation (ISIC4_R)",Sports activities and amusement and recreation activities (ISIC4_R93),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_R93,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.197,"Share of employment outside the formal sector (25 years old and over) by Arts, entertainment and recreation (ISIC4_R)","Creative, arts and entertainment activities (ISIC4_R90)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_R90,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.197,"Share of employment outside the formal sector (25 years old and over) by Arts, entertainment and recreation (ISIC4_R)","Libraries, archives, museums and other cultural activities (ISIC4_R91)",,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_R91,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.197,"Share of employment outside the formal sector (25 years old and over) by Arts, entertainment and recreation (ISIC4_R)",Gambling and betting activities (ISIC4_R92),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_R92,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.197,"Share of employment outside the formal sector (25 years old and over) by Arts, entertainment and recreation (ISIC4_R)",Sports activities and amusement and recreation activities (ISIC4_R93),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_R93,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.198,Share of employment outside the formal sector (15 to 24 years old) by Other service activities (ISIC4_S),Activities of membership organizations (ISIC4_S94),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_S94,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.198,Share of employment outside the formal sector (15 to 24 years old) by Other service activities (ISIC4_S),Repair of computers and personal and household goods (ISIC4_S95),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_S95,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.198,Share of employment outside the formal sector (15 to 24 years old) by Other service activities (ISIC4_S),Other personal service activities (ISIC4_S96),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_S96,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.199,Share of employment outside the formal sector (15 years old and over) by Other service activities (ISIC4_S),Activities of membership organizations (ISIC4_S94),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_S94,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.199,Share of employment outside the formal sector (15 years old and over) by Other service activities (ISIC4_S),Repair of computers and personal and household goods (ISIC4_S95),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_S95,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.199,Share of employment outside the formal sector (15 years old and over) by Other service activities (ISIC4_S),Other personal service activities (ISIC4_S96),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_S96,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.200,Share of employment outside the formal sector (25 years old and over) by Other service activities (ISIC4_S),Activities of membership organizations (ISIC4_S94),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_S94,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.200,Share of employment outside the formal sector (25 years old and over) by Other service activities (ISIC4_S),Repair of computers and personal and household goods (ISIC4_S95),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_S95,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.200,Share of employment outside the formal sector (25 years old and over) by Other service activities (ISIC4_S),Other personal service activities (ISIC4_S96),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_S96,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.201,Share of employment outside the formal sector (15 to 24 years old) by Activities of households as employers of domestic personnel (ISIC4_T97),Activities of households as employers of domestic personnel (ISIC4_T97),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_T97,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.202,Share of employment outside the formal sector (15 years old and over) by Activities of households as employers of domestic personnel (ISIC4_T97),Activities of households as employers of domestic personnel (ISIC4_T97),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_T97,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.203,Share of employment outside the formal sector (25 years old and over) by Activities of households as employers of domestic personnel (ISIC4_T97),Activities of households as employers of domestic personnel (ISIC4_T97),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_T97,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.204,Share of employment outside the formal sector (15 to 24 years old) by Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_T98,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.205,Share of employment outside the formal sector (15 years old and over) by Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_T98,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.206,Share of employment outside the formal sector (25 years old and over) by Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_T98,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.207,Share of employment outside the formal sector (15 to 24 years old) by Activities of extraterritorial organizations and bodies (ISIC4_U99),Activities of extraterritorial organizations and bodies (ISIC4_U99),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_U99,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.208,Share of employment outside the formal sector (15 years old and over) by Activities of extraterritorial organizations and bodies (ISIC4_U99),Activities of extraterritorial organizations and bodies (ISIC4_U99),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_U99,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.209,Share of employment outside the formal sector (25 years old and over) by Activities of extraterritorial organizations and bodies (ISIC4_U99),Activities of extraterritorial organizations and bodies (ISIC4_U99),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_U99,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.210,Share of employment outside the formal sector (15 to 24 years old),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.211,Share of employment outside the formal sector (15 years old and over),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.212,Share of employment outside the formal sector (25 to 34 years old),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.213,Share of employment outside the formal sector (25 to 54 years old),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.214,Share of employment outside the formal sector (25 years old and over),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.215,Share of employment outside the formal sector (35 to 44 years old),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.216,Share of employment outside the formal sector (45 to 54 years old),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.217,Share of employment outside the formal sector (55 to 64 years old),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.218,Share of employment outside the formal sector (65 years old and over),No schooling,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.219,Share of employment outside the formal sector (15 to 24 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.219,Share of employment outside the formal sector (15 to 24 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.219,Share of employment outside the formal sector (15 to 24 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.219,Share of employment outside the formal sector (15 to 24 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.219,Share of employment outside the formal sector (15 to 24 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.220,Share of employment outside the formal sector (15 years old and over) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.220,Share of employment outside the formal sector (15 years old and over) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.220,Share of employment outside the formal sector (15 years old and over) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.220,Share of employment outside the formal sector (15 years old and over) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.220,Share of employment outside the formal sector (15 years old and over) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.221,Share of employment outside the formal sector (25 to 34 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.221,Share of employment outside the formal sector (25 to 34 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.221,Share of employment outside the formal sector (25 to 34 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.221,Share of employment outside the formal sector (25 to 34 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.221,Share of employment outside the formal sector (25 to 34 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.222,Share of employment outside the formal sector (25 to 54 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.222,Share of employment outside the formal sector (25 to 54 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.222,Share of employment outside the formal sector (25 to 54 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.222,Share of employment outside the formal sector (25 to 54 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.222,Share of employment outside the formal sector (25 to 54 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.223,Share of employment outside the formal sector (25 years old and over) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.223,Share of employment outside the formal sector (25 years old and over) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
