,GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION,Node
,SE_TOT_GPI.,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ,"Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics [Primary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_GPI.EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_GPI.,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH,"Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics [Lower secondary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_GPI.EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_GPI.,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ,"Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics [Lower secondary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_GPI.EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_GPI_FS.,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",Age = 16 to 65 years old | Type of skill = Literacy,1,SE_TOT_GPI_FS,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",SE_TOT_GPI_FS@AGE--Y16T65__TYPE_OF_SKILL--SKILL_LTRCY,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills [16 to 65 years old, Literacy]",dcid:sdg/SE_TOT_GPI_FS.AGE--Y16T65__TYPE_OF_SKILL--SKILL_LTRCY
,SE_TOT_GPI_FS.,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",Age = 16 to 65 years old | Type of skill = Numeracy,1,SE_TOT_GPI_FS,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",SE_TOT_GPI_FS@AGE--Y16T65__TYPE_OF_SKILL--SKILL_NMRCY,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills [16 to 65 years old, Numeracy]",dcid:sdg/SE_TOT_GPI_FS.AGE--Y16T65__TYPE_OF_SKILL--SKILL_NMRCY
,SE_TOT_PRFL.1,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Grades 2/3 (%),Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Grades 2/3 education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.1,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Grades 2/3 (%),Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Grades 2/3 education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_PRFL.1,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Grades 2/3 (%),Sex = Female | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--F__EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Female, Grades 2/3 education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.SEX--F__EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.1,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Grades 2/3 (%),Sex = Female | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--F__EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Female, Grades 2/3 education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.SEX--F__EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_PRFL.1,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Grades 2/3 (%),Sex = Male | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--M__EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Male, Grades 2/3 education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.SEX--M__EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.1,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Grades 2/3 (%),Sex = Male | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--M__EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Male, Grades 2/3 education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.SEX--M__EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_PRFL.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Lower secondary education (%),Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Lower secondary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Lower secondary education (%),Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Lower secondary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_PRFL.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Lower secondary education (%),Sex = Female | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--F__EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Female, Lower secondary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.SEX--F__EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Lower secondary education (%),Sex = Female | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--F__EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Female, Lower secondary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.SEX--F__EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_PRFL.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Lower secondary education (%),Sex = Male | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--M__EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Male, Lower secondary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.SEX--M__EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Lower secondary education (%),Sex = Male | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--M__EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Male, Lower secondary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.SEX--M__EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_PRFL.3,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Primary education (%),Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Primary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.3,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Primary education (%),Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Primary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_PRFL.3,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Primary education (%),Sex = Female | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--F__EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Female, Primary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.SEX--F__EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.3,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Primary education (%),Sex = Female | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--F__EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Female, Primary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.SEX--F__EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_PRFL.3,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Primary education (%),Sex = Male | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--M__EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Male, Primary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_PRFL.SEX--M__EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_PRFL.3,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics: Primary education (%),Sex = Male | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),SE_TOT_PRFL@SEX--M__EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ,"Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [Male, Primary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_PRFL.SEX--M__EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_RUPI.,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_RUPI,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_RUPI@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH,"Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics [Grades 2/3 education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_RUPI.EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_RUPI.,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_RUPI,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_RUPI@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ,"Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics [Grades 2/3 education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_RUPI.EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_RUPI.,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_RUPI,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_RUPI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH,"Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics [Primary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_RUPI.EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_RUPI.,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_RUPI,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_RUPI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ,"Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics [Primary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_RUPI.EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_RUPI.,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_RUPI,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_RUPI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH,"Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics [Lower secondary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_RUPI.EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_RUPI.,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_RUPI,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_RUPI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ,"Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics [Lower secondary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_RUPI.EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_SESPI.,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_SESPI@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH,"Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics [Grades 2/3 education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_SESPI.EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_SESPI.,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_SESPI@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ,"Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics [Grades 2/3 education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_SESPI.EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_SESPI.,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_SESPI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH,"Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics [Primary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_SESPI.EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_SESPI.,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_SESPI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ,"Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics [Primary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_SESPI.EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_SESPI.,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in mathematics,1,SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_SESPI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH,"Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics [Lower secondary education, Minimum proficiency in mathematics]",dcid:sdg/SE_TOT_SESPI.EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH
,SE_TOT_SESPI.,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in reading,1,SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_SESPI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ,"Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics [Lower secondary education, Minimum proficiency in reading]",dcid:sdg/SE_TOT_SESPI.EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ
,SE_TOT_SESPI_FS.,"Adjusted low to high socio-economic parity status index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",Age = 16 to 65 years old | Type of skill = Literacy,1,SE_TOT_SESPI_FS,"Adjusted low to high socio-economic parity status index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",SE_TOT_SESPI_FS@AGE--Y16T65__TYPE_OF_SKILL--SKILL_LTRCY,"Adjusted low to high socio-economic parity status index for achieving at least a fixed level of proficiency in functional skills [16 to 65 years old, Literacy]",dcid:sdg/SE_TOT_SESPI_FS.AGE--Y16T65__TYPE_OF_SKILL--SKILL_LTRCY
,SE_TOT_SESPI_FS.,"Adjusted low to high socio-economic parity status index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",Age = 16 to 65 years old | Type of skill = Numeracy,1,SE_TOT_SESPI_FS,"Adjusted low to high socio-economic parity status index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",SE_TOT_SESPI_FS@AGE--Y16T65__TYPE_OF_SKILL--SKILL_NMRCY,"Adjusted low to high socio-economic parity status index for achieving at least a fixed level of proficiency in functional skills [16 to 65 years old, Numeracy]",dcid:sdg/SE_TOT_SESPI_FS.AGE--Y16T65__TYPE_OF_SKILL--SKILL_NMRCY
,SE_TRA_GRDL.1,"Proportion of teachers with the minimum required qualifications, by education level (%)",Education level = Secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--AGG_2_3,Proportion of teachers with the minimum required qualifications [Secondary education],dcid:sdg/SE_TRA_GRDL.EDUCATION_LEV--AGG_2_3
,SE_TRA_GRDL.1,"Proportion of teachers with the minimum required qualifications, by education level (%)",Education level = Pre-primary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--ISCED11_02,Proportion of teachers with the minimum required qualifications [Pre-primary education],dcid:sdg/SE_TRA_GRDL.EDUCATION_LEV--ISCED11_02
,SE_TRA_GRDL.1,"Proportion of teachers with the minimum required qualifications, by education level (%)",Education level = Primary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--ISCED11_1,Proportion of teachers with the minimum required qualifications [Primary education],dcid:sdg/SE_TRA_GRDL.EDUCATION_LEV--ISCED11_1
,SE_TRA_GRDL.1,"Proportion of teachers with the minimum required qualifications, by education level (%)",Education level = Lower secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--ISCED11_2,Proportion of teachers with the minimum required qualifications [Lower secondary education],dcid:sdg/SE_TRA_GRDL.EDUCATION_LEV--ISCED11_2
,SE_TRA_GRDL.1,"Proportion of teachers with the minimum required qualifications, by education level (%)",Education level = Upper secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--ISCED11_3,Proportion of teachers with the minimum required qualifications [Upper secondary education],dcid:sdg/SE_TRA_GRDL.EDUCATION_LEV--ISCED11_3
,SE_TRA_GRDL.2,"Proportion of female teachers with the minimum required qualifications, by education level (%)",Sex = Female | Education level = Secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--F__EDUCATION_LEV--AGG_2_3,"Proportion of teachers with the minimum required qualifications [Female, Secondary education]",dcid:sdg/SE_TRA_GRDL.SEX--F__EDUCATION_LEV--AGG_2_3
,SE_TRA_GRDL.2,"Proportion of female teachers with the minimum required qualifications, by education level (%)",Sex = Female | Education level = Pre-primary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--F__EDUCATION_LEV--ISCED11_02,"Proportion of teachers with the minimum required qualifications [Female, Pre-primary education]",dcid:sdg/SE_TRA_GRDL.SEX--F__EDUCATION_LEV--ISCED11_02
,SE_TRA_GRDL.2,"Proportion of female teachers with the minimum required qualifications, by education level (%)",Sex = Female | Education level = Primary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--F__EDUCATION_LEV--ISCED11_1,"Proportion of teachers with the minimum required qualifications [Female, Primary education]",dcid:sdg/SE_TRA_GRDL.SEX--F__EDUCATION_LEV--ISCED11_1
,SE_TRA_GRDL.2,"Proportion of female teachers with the minimum required qualifications, by education level (%)",Sex = Female | Education level = Lower secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--F__EDUCATION_LEV--ISCED11_2,"Proportion of teachers with the minimum required qualifications [Female, Lower secondary education]",dcid:sdg/SE_TRA_GRDL.SEX--F__EDUCATION_LEV--ISCED11_2
,SE_TRA_GRDL.2,"Proportion of female teachers with the minimum required qualifications, by education level (%)",Sex = Female | Education level = Upper secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--F__EDUCATION_LEV--ISCED11_3,"Proportion of teachers with the minimum required qualifications [Female, Upper secondary education]",dcid:sdg/SE_TRA_GRDL.SEX--F__EDUCATION_LEV--ISCED11_3
,SE_TRA_GRDL.3,"Proportion of male teachers with the minimum required qualifications, by education level (%)",Sex = Male | Education level = Secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--M__EDUCATION_LEV--AGG_2_3,"Proportion of teachers with the minimum required qualifications [Male, Secondary education]",dcid:sdg/SE_TRA_GRDL.SEX--M__EDUCATION_LEV--AGG_2_3
