Query,SV,Place,Exception,EmptyResult,WrongPlace,ChartSVRank,EmbeddingsSVRank
lyme disease infections in vermont,Count_MedicalConditionIncident_ConditionLymeDisease,geoId/50,,,,2,1
cases of lyme disease in michigan,Count_MedicalConditionIncident_ConditionLymeDisease_ConfirmedCase,geoId/26,,,,0,0
number of lyme disease cases in michigan,Count_MedicalConditionIncident_ConditionLymeDisease_ConfirmedCase,geoId/26,,,,2,1
lyme disease statistics in michigan,Count_MedicalConditionIncident_ConditionLymeDisease_ConfirmedCase,geoId/26,,,,2,1
likely lyme disease cases in north carolina,Count_MedicalConditionIncident_ConditionLymeDisease_ProbableCase,geoId/37,,,,4,2
probable lyme disease cases in north carolina,Count_MedicalConditionIncident_ConditionLymeDisease_ProbableCase,geoId/37,,,,4,2
suspected lyme disease cases in north carolina,Count_MedicalConditionIncident_ConditionLymeDisease_ProbableCase,geoId/37,,,,4,2
malaria cases in ohio,Count_MedicalConditionIncident_ConditionMalaria,geoId/39,,,,0,0
malaria outbreaks in ohio,Count_MedicalConditionIncident_ConditionMalaria,geoId/39,,,,0,0
malaria infections in ohio,Count_MedicalConditionIncident_ConditionMalaria,geoId/39,,,,0,0
measles outbreaks in texas,Count_MedicalConditionIncident_ConditionMeasles,geoId/48,,,,0,0
measles cases in texas,Count_MedicalConditionIncident_ConditionMeasles,geoId/48,,,,0,0
measles cases reported in texas,Count_MedicalConditionIncident_ConditionMeasles,geoId/48,,,,0,0
meningococcal meningitis outbreaks in missouri,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis,geoId/29,,,,0,0
meningococcal meningitis cases in missouri,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis,geoId/29,,,,0,0
meningococcal meningitis infections in missouri,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis,geoId/29,,,,0,0
meningococcal meningitis cases in california,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_InvasiveDisease,geoId/06,,,,2,1
meningococcal meningitis outbreaks in california,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_InvasiveDisease,geoId/06,,,,2,1
meningococcal meningitis infections in california,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_InvasiveDisease,geoId/06,,,,2,1
cases of meningitis caused by an unknown strain of bacteria in washington,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_InvasiveDisease_UnknownSerogroups,geoId/53,,,,0,0
meningitis outbreaks with an unknown cause in washington,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_InvasiveDisease_UnknownSerogroups,geoId/53,,,,0,0
meningitis cases with an unknown origin in washington,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_InvasiveDisease_UnknownSerogroups,geoId/53,,,,2,1
cases of meningitis of unknown serogroup in ohio,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_UnknownSerogroups,geoId/39,,,,0,0
meningitis cases of unknown type in ohio,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_UnknownSerogroups,geoId/39,,,,0,0
meningitis cases of unknown cause in ohio,Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_UnknownSerogroups,geoId/39,,,,0,0
mumps outbreaks in iowa,Count_MedicalConditionIncident_ConditionMumps,geoId/19,,,,0,0
mumps cases in iowa,Count_MedicalConditionIncident_ConditionMumps,geoId/19,,,,0,0
mumps infections in iowa,Count_MedicalConditionIncident_ConditionMumps,geoId/19,,,,0,0
pertussis cases in ohio,Count_MedicalConditionIncident_ConditionPertussis,geoId/39,,,,0,0
pertussis outbreaks in ohio,Count_MedicalConditionIncident_ConditionPertussis,geoId/39,,,,0,0
pertussis cases reported in ohio,Count_MedicalConditionIncident_ConditionPertussis,geoId/39,,,,0,0
q fever outbreaks in illinois,Count_MedicalConditionIncident_ConditionQFever,geoId/17,,,,0,0
cases of q fever in illinois,Count_MedicalConditionIncident_ConditionQFever,geoId/17,,,,2,1
q fever infections in illinois,Count_MedicalConditionIncident_ConditionQFever,geoId/17,*,,,,
q fever outbreaks in kansas,Count_MedicalConditionIncident_ConditionQFever_AcuteCondition,geoId/20,,,,2,1
q fever cases in kansas,Count_MedicalConditionIncident_ConditionQFever_AcuteCondition,geoId/20,,,,2,1
q fever incidents in kansas,Count_MedicalConditionIncident_ConditionQFever_AcuteCondition,geoId/20,,,,2,1
cases of rabies in illinois,Count_MedicalConditionIncident_ConditionRabiesinhuman,geoId/17,,,,0,0
instances of rabies in illinois,Count_MedicalConditionIncident_ConditionRabiesinhuman,geoId/17,,,,0,0
outbreaks of rabies in illinois,Count_MedicalConditionIncident_ConditionRabiesinhuman,geoId/17,,,,0,0
outbreaks of salmonella in utah,Count_MedicalConditionIncident_ConditionSalmonellosisExceptTyphiAndParatyphi,geoId/49,,,,0,0
cases of salmonella poisoning in utah,Count_MedicalConditionIncident_ConditionSalmonellosisExceptTyphiAndParatyphi,geoId/49,,,,0,0
instances of salmonella infection in utah,Count_MedicalConditionIncident_ConditionSalmonellosisExceptTyphiAndParatyphi,geoId/49,,,,0,0
shiga toxin-producing e coli infections in maine,Count_MedicalConditionIncident_ConditionShigaToxinEColi,geoId/23,,,*,0,0
e coli poisoning in maine,Count_MedicalConditionIncident_ConditionShigaToxinEColi,geoId/23,,,,0,0
e coli food poisoning in maine,Count_MedicalConditionIncident_ConditionShigaToxinEColi,geoId/23,,,,2,1
shigellosis outbreaks in missouri,Count_MedicalConditionIncident_ConditionShigellosis,geoId/29,,,,0,0
shigellosis cases in missouri,Count_MedicalConditionIncident_ConditionShigellosis,geoId/29,,,,0,0
shigellosis events in missouri,Count_MedicalConditionIncident_ConditionShigellosis,geoId/29,,,,0,0
spotted fever rickettsiosis cases in district of columbia,Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosis,geoId/11,,,*,2,1
spotted fever rickettsiosis outbreaks in district of columbia,Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosis,geoId/11,,,*,2,1
spotted fever rickettsiosis infections in district of columbia,Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosis,geoId/11,,,*,2,1
"cases of spotted fever rickettsiosis, including rocky mountain spotted fever in south carolina",Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosisIncludingRockyMountainSpottedFever,geoId/45,,,,4,2
"reported cases of spotted fever rickettsiosis, including rocky mountain spotted fever in south carolina",Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosisIncludingRockyMountainSpottedFever,geoId/45,,,,4,2
"incidents of spotted fever rickettsiosis, including rocky mountain spotted fever in south carolina",Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosisIncludingRockyMountainSpottedFever,geoId/45,,,,4,2
spotted fever rickettsiosis cases in delaware,Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosis_ProbableCase,geoId/10,,,,0,0
spotted fever rickettsiosis outbreaks in delaware,Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosis_ProbableCase,geoId/10,,,,0,0
spotted fever rickettsiosis cases reported in delaware,Count_MedicalConditionIncident_ConditionSpottedFeverRickettsiosis_ProbableCase,geoId/10,,,,0,0
pneumococcal cases in all age groups in michigan,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_ConfirmedCase,geoId/26,,,,0,0
pneumococcal infections in all age groups in michigan,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_ConfirmedCase,geoId/26,,,,0,0
pneumococcal illnesses in all age groups in michigan,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_ConfirmedCase,geoId/26,,,,0,0
invasive pneumococcal disease cases in texas,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease,geoId/48,,,,2,1
cases of invasive pneumococcal disease in texas,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease,geoId/48,,,,0,0
number of invasive pneumococcal disease cases in texas,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease,geoId/48,,,,0,0
invasive pneumococcal diseases in michigan,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ConfirmedCase,geoId/26,,,,0,0
pneumococcal invasive diseases in michigan,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ConfirmedCase,geoId/26,,,,0,0
diseases caused by streptococcus pneumoniae in michigan,Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ConfirmedCase,geoId/26,,,,0,0
syphilis outbreaks in maine,Count_MedicalConditionIncident_ConditionSyphilis,geoId/23,,,,0,0
syphilis cases in maine,Count_MedicalConditionIncident_ConditionSyphilis,geoId/23,,,,0,0
syphilis infections in maine,Count_MedicalConditionIncident_ConditionSyphilis,geoId/23,,,,0,0
syphilis cases in the primary and secondary stages in kansas,Count_MedicalConditionIncident_ConditionSyphilisPrimaryAndSecondary,geoId/20,,,,0,0
syphilis cases in the early stages in kansas,Count_MedicalConditionIncident_ConditionSyphilisPrimaryAndSecondary,geoId/20,,,,2,1
syphilis cases in the first two stages in kansas,Count_MedicalConditionIncident_ConditionSyphilisPrimaryAndSecondary,geoId/20,,,,0,0
tetanus cases in florida,Count_MedicalConditionIncident_ConditionTetanus,geoId/12,,,,0,0
tetanus outbreaks in florida,Count_MedicalConditionIncident_ConditionTetanus,geoId/12,,,,0,0
tetanus infections in florida,Count_MedicalConditionIncident_ConditionTetanus,geoId/12,,,,0,0
tuberculosis cases in new hampshire,Count_MedicalConditionIncident_ConditionTuberculosis,geoId/33,,,,0,0
tuberculosis outbreaks in new hampshire,Count_MedicalConditionIncident_ConditionTuberculosis,geoId/33,,,,0,0
tuberculosis incidents in new hampshire,Count_MedicalConditionIncident_ConditionTuberculosis,geoId/33,,,,0,0
cases of tularemia in iowa,Count_MedicalConditionIncident_ConditionTularemia,geoId/19,,,*,0,0
outbreaks of tularemia in iowa,Count_MedicalConditionIncident_ConditionTularemia,geoId/19,,,*,0,0
tularemia infections in iowa,Count_MedicalConditionIncident_ConditionTularemia,geoId/19,,,,0,0
typhoid fever outbreaks in connecticut,Count_MedicalConditionIncident_ConditionTyphoidFever,geoId/09,,,,0,0
typhoid fever cases in connecticut,Count_MedicalConditionIncident_ConditionTyphoidFever,geoId/09,,,,0,0
typhoid fever events in connecticut,Count_MedicalConditionIncident_ConditionTyphoidFever,geoId/09,,,,0,0
cases of vibriosis in connecticut,Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera,geoId/09,,,,0,0
outbreaks of vibriosis in connecticut,Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera,geoId/09,,,,0,0
infections with vibrio bacteria in connecticut,Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera,geoId/09,,,,0,0
"vibriosis cases, excluding cholera in maryland",Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera_ConfirmedCase,geoId/24,,,,2,1
"vibriosis cases, not including cholera in maryland",Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera_ConfirmedCase,geoId/24,,,,0,0
"vibriosis cases, other than cholera in maryland",Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera_ConfirmedCase,geoId/24,,,,0,0
"cases of vibriosis, excluding cholera in texas",Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera_ProbableCase,geoId/48,,,,0,0
"vibrio infections, not including cholera in texas",Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera_ProbableCase,geoId/48,,,,0,0
"vibrio illnesses, not including cholera in texas",Count_MedicalConditionIncident_ConditionVibriosisExcludingCholera_ProbableCase,geoId/48,,,,0,0
west nile virus disease incidents in the nervous system in texas,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,geoId/48,,,,0,0
west nile virus disease incidents that affect the nervous system in texas,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,geoId/48,,,,0,0
west nile virus disease incidents that affect the brain and spinal cord in texas,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,geoId/48,,,,0,0
west nile virus cases that do not involve the central nervous system in nevada,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NonNeuroinvasiveDisease,geoId/32,,,*,-1,0
west nile virus infections that do not cause encephalitis or meningitis in nevada,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NonNeuroinvasiveDisease,geoId/32,,,*,2,1
west nile virus infections that do not cause neurological symptoms in nevada,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NonNeuroinvasiveDisease,geoId/32,,,*,-1,1
non-congenital zika fever cases in texas,Count_MedicalConditionIncident_ConditionZikaVirusDisease_NonCongenitalDisease,geoId/48,,,,0,0
zika fever cases that are not congenital in texas,Count_MedicalConditionIncident_ConditionZikaVirusDisease_NonCongenitalDisease,geoId/48,,,,0,0
zika fever cases that are not passed down from a mother to her child in texas,Count_MedicalConditionIncident_ConditionZikaVirusDisease_NonCongenitalDisease,geoId/48,,,,2,1
non-congenital zika virus infections in utah,Count_MedicalConditionIncident_ConditionZikaVirusInfection_NonCongenitalDisease,geoId/49,,,,0,0
zika virus infections that are not congenital in utah,Count_MedicalConditionIncident_ConditionZikaVirusInfection_NonCongenitalDisease,geoId/49,,,,0,0
zika virus infections that do not affect the fetus in utah,Count_MedicalConditionIncident_ConditionZikaVirusInfection_NonCongenitalDisease,geoId/49,,,,0,0
animals can pass on diseases to people who come into contact with their bodies after they have died in michigan,Count_MedicalConditionIncident_PatientDeceased_AnimalContactTransmission,geoId/26,,,,0,0
diseases can be transmitted from animals to humans through contact with their bodies after death in michigan,Count_MedicalConditionIncident_PatientDeceased_AnimalContactTransmission,geoId/26,,,,0,0
transmission of diseases from animals to deceased patients in michigan,Count_MedicalConditionIncident_PatientDeceased_AnimalContactTransmission,geoId/26,,,,0,0
foodborne illness in deceased patients in illinois,Count_MedicalConditionIncident_PatientDeceased_FoodborneTransmission,geoId/17,,,,0,0
food poisoning in dead patients in illinois,Count_MedicalConditionIncident_PatientDeceased_FoodborneTransmission,geoId/17,,,,0,0
foodborne disease in deceased patients in illinois,Count_MedicalConditionIncident_PatientDeceased_FoodborneTransmission,geoId/17,,,,0,0
deaths from medical conditions with unknown transmission in kansas,Count_MedicalConditionIncident_PatientDeceased_Indeterminate_Other_UnknownTramissionMode,geoId/20,,,,0,0
deceased patients with medical conditions of unknown origin in kansas,Count_MedicalConditionIncident_PatientDeceased_Indeterminate_Other_UnknownTramissionMode,geoId/20,,,,0,0
patients who died from medical conditions with unknown ways of being transmitted in kansas,Count_MedicalConditionIncident_PatientDeceased_Indeterminate_Other_UnknownTramissionMode,geoId/20,,,,0,0
medical conditions that can be transmitted from deceased patients to others in north carolina,Count_MedicalConditionIncident_PatientDeceased_PersonToPersonTransmission,geoId/37,,,,0,0
medical conditions that can be contracted from dead patients in north carolina,Count_MedicalConditionIncident_PatientDeceased_PersonToPersonTransmission,geoId/37,,,,0,0
medical conditions that can be caught from dead patients in north carolina,Count_MedicalConditionIncident_PatientDeceased_PersonToPersonTransmission,geoId/37,,,,2,1
waterborne diseases in dead patients in alabama,Count_MedicalConditionIncident_PatientDeceased_WaterborneTransmission,geoId/01,,,,0,0
waterborne illnesses in deceased patients in alabama,Count_MedicalConditionIncident_PatientDeceased_WaterborneTransmission,geoId/01,,,,0,0
waterborne infections in dead patients in alabama,Count_MedicalConditionIncident_PatientDeceased_WaterborneTransmission,geoId/01,,,,0,0
people who are enrolled in medicare in churchill county,Count_MedicareEnrollee,geoId/32001,,,,0,0
people who have medicare in churchill county,Count_MedicareEnrollee,geoId/32001,,,,6,3
medicare beneficiaries in churchill county,Count_MedicareEnrollee,geoId/32001,,,,6,3
black medicare enrollees with diabetes in st. landry parish,Count_MedicareEnrollee_ConditionDiabetic_Black,geoId/22097,,,,0,0
black medicare beneficiaries with diabetes in st. landry parish,Count_MedicareEnrollee_ConditionDiabetic_Black,geoId/22097,,,,0,0
black medicare recipients with diabetes in st. landry parish,Count_MedicareEnrollee_ConditionDiabetic_Black,geoId/22097,,,,0,0
medicare enrollees who are not black and have diabetes in multnomah county,Count_MedicareEnrollee_ConditionDiabetic_NonBlack,geoId/41051,,,,2,1
medicare enrollees who are not of black descent and have diabetes in multnomah county,Count_MedicareEnrollee_ConditionDiabetic_NonBlack,geoId/41051,,,,2,1
medicare enrollees who are not african american and have diabetes in multnomah county,Count_MedicareEnrollee_ConditionDiabetic_NonBlack,geoId/41051,,,,0,0
people who have medicare part a in penobscot county,Count_MedicareEnrollee_MedicareA,geoId/23019,,,,0,0
people who are enrolled in medicare a in penobscot county,Count_MedicareEnrollee_MedicareA,geoId/23019,,,,2,1
medicare a beneficiaries in penobscot county,Count_MedicareEnrollee_MedicareA,geoId/23019,,,,0,0
african american person who is enrolled in medicare a in sumter county,Count_MedicareEnrollee_MedicareA_Black,geoId/45085,,,*,0,0
african american medicare a beneficiary in sumter county,Count_MedicareEnrollee_MedicareA_Black,geoId/45085,,,*,0,0
african american medicare a recipient in sumter county,Count_MedicareEnrollee_MedicareA_Black,geoId/45085,,,*,0,0
medicare a enrollee who is not black in washington county,Count_MedicareEnrollee_MedicareA_NonBlack,geoId/44009,,,*,0,1
medicare a enrollee who is not of african descent in washington county,Count_MedicareEnrollee_MedicareA_NonBlack,geoId/44009,,,*,2,3
medicare a enrollee who is not of black or african american ethnicity in washington county,Count_MedicareEnrollee_MedicareA_NonBlack,geoId/44009,,,*,-1,4
people who are enrolled in medicare part b in keweenaw county,Count_MedicareEnrollee_MedicareB,geoId/26083,,,,0,0
people who have medicare part b in keweenaw county,Count_MedicareEnrollee_MedicareB,geoId/26083,,,,0,0
medicare part b beneficiaries in keweenaw county,Count_MedicareEnrollee_MedicareB,geoId/26083,,,,0,0
medicare beneficiary who is black in harrison county,Count_MedicareEnrollee_MedicareB_Black,geoId/48203,,,,0,0
black person who is enrolled in medicare in harrison county,Count_MedicareEnrollee_MedicareB_Black,geoId/48203,,,,0,0
black medicare enrollee in harrison county,Count_MedicareEnrollee_MedicareB_Black,geoId/48203,,,,0,0
people who are not black and are enrolled in medicare in madison county,Count_MedicareEnrollee_MedicareB_NonBlack,geoId/17119,,,,2,1
people who are enrolled in medicare and are not black in madison county,Count_MedicareEnrollee_MedicareB_NonBlack,geoId/17119,,,,0,0
people who are not black and are covered by medicare in madison county,Count_MedicareEnrollee_MedicareB_NonBlack,geoId/17119,,,,0,0
population size in hawaii,Count_Person,geoId/15,,,,0,0
number of people in a population in hawaii,Count_Person,geoId/15,,,,0,0
total population in hawaii,Count_Person,geoId/15,,,,0,0
what percentage of people in the united states are literate? in mato grosso,Count_Person_10OrMoreYears_Literate_AsAFractionOf_Count_Person_10OrMoreYears,wikidataId/Q42824,,,*,-1,-1
what percentage of the us population is literate? in mato grosso,Count_Person_10OrMoreYears_Literate_AsAFractionOf_Count_Person_10OrMoreYears,wikidataId/Q42824,,,*,-1,-1
what percentage of people aged 10 or older in the united states are literate? in mato grosso,Count_Person_10OrMoreYears_Literate_AsAFractionOf_Count_Person_10OrMoreYears,wikidataId/Q42824,,,*,-1,8
fraction of people aged 10-14 who are literate in the united states in santa catarina,Count_Person_10To14Years_Literate_AsAFractionOf_Count_Person_10To14Years,wikidataId/Q41115,,,*,0,0
percentage of people aged 10-14 who are literate in the united states in santa catarina,Count_Person_10To14Years_Literate_AsAFractionOf_Count_Person_10To14Years,wikidataId/Q41115,,,*,0,0
number of people aged 10-14 who are literate in the united states divided by the total number of people aged 10-14 in the united states in santa catarina,Count_Person_10To14Years_Literate_AsAFractionOf_Count_Person_10To14Years,wikidataId/Q41115,,,*,0,0
the number of american indian or alaska native people who are divorced and aged 15 years or more in florida,Count_Person_15OrMoreYears_Divorced_AmericanIndianAndAlaskaNativeAlone,geoId/12,,,*,2,1
the percentage of american indian or alaska native people who are divorced and aged 15 years or more in florida,Count_Person_15OrMoreYears_Divorced_AmericanIndianAndAlaskaNativeAlone,geoId/12,,,*,2,1
the proportion of american indian or alaska native people who are divorced and aged 15 years or more in florida,Count_Person_15OrMoreYears_Divorced_AmericanIndianAndAlaskaNativeAlone,geoId/12,,,*,0,0
the divorce rate among asians who have been married for 15 years or more is high in maine,Count_Person_15OrMoreYears_Divorced_AsianAlone,geoId/23,,,,0,0
a large number of asians get divorced after 15 years of marriage in maine,Count_Person_15OrMoreYears_Divorced_AsianAlone,geoId/23,,,,0,0
a significant percentage of asian marriages end in divorce after 15 years in maine,Count_Person_15OrMoreYears_Divorced_AsianAlone,geoId/23,*,,,,
the number of african americans aged 15 or older who are divorced in arkansas,Count_Person_15OrMoreYears_Divorced_BlackOrAfricanAmericanAlone,geoId/05,,,,0,0
the percentage of african americans aged 15 or older who are divorced in arkansas,Count_Person_15OrMoreYears_Divorced_BlackOrAfricanAmericanAlone,geoId/05,,,,0,0
the proportion of african americans aged 15 or older who are divorced in arkansas,Count_Person_15OrMoreYears_Divorced_BlackOrAfricanAmericanAlone,geoId/05,,,,2,1
population of divorced foreign-born people aged 15 years or older in new jersey,Count_Person_15OrMoreYears_Divorced_ForeignBorn,geoId/34,,,,0,0
divorced foreign-born people aged 15 years or older in new jersey,Count_Person_15OrMoreYears_Divorced_ForeignBorn,geoId/34,,,,0,0
foreign-born people aged 15 years or older who are divorced in new jersey,Count_Person_15OrMoreYears_Divorced_ForeignBorn,geoId/34,,,,0,0
the number of hispanic people in the united states who are divorced and 15 years of age or older in michigan,Count_Person_15OrMoreYears_Divorced_HispanicOrLatino,geoId/26,,,*,0,0
the percentage of hispanic people in the united states who are divorced and 15 years of age or older in michigan,Count_Person_15OrMoreYears_Divorced_HispanicOrLatino,geoId/26,,,*,0,0
the proportion of hispanic people in the united states who are divorced and 15 years of age or older in michigan,Count_Person_15OrMoreYears_Divorced_HispanicOrLatino,geoId/26,,,*,0,0
the number of native americans who have been divorced and are at least 15 years old in rhode island,Count_Person_15OrMoreYears_Divorced_Native,geoId/44,,,,0,0
the percentage of native americans who have been divorced and are at least 15 years old in rhode island,Count_Person_15OrMoreYears_Divorced_Native,geoId/44,,,,0,0
the proportion of native americans who have been divorced and are at least 15 years old in rhode island,Count_Person_15OrMoreYears_Divorced_Native,geoId/44,,,,0,0
the number of native hawaiian or other pacific islander people aged 15 years or more who are divorced in hawaii,Count_Person_15OrMoreYears_Divorced_NativeHawaiianAndOtherPacificIslanderAlone,geoId/15,,,,0,0
the percentage of native hawaiian or other pacific islander people aged 15 years or more who are divorced in hawaii,Count_Person_15OrMoreYears_Divorced_NativeHawaiianAndOtherPacificIslanderAlone,geoId/15,,,,0,0
the proportion of native hawaiian or other pacific islander people aged 15 years or more who are divorced in hawaii,Count_Person_15OrMoreYears_Divorced_NativeHawaiianAndOtherPacificIslanderAlone,geoId/15,,,,0,0
"population of people who are divorced and of one race, aged 15 years or more in new york",Count_Person_15OrMoreYears_Divorced_OneRace,geoId/36,,,*,0,0
"number of people who are divorced and of one race, aged 15 years or more in new york",Count_Person_15OrMoreYears_Divorced_OneRace,geoId/36,,,*,2,1
"people who are divorced and of one race, aged 15 years or more in new york",Count_Person_15OrMoreYears_Divorced_OneRace,geoId/36,,,*,0,0
the number of people of other races who are divorced and aged 15 years or older in alabama,Count_Person_15OrMoreYears_Divorced_SomeOtherRaceAlone,geoId/01,,,,0,0
the number of divorced people of other races who are 15 years old or older in alabama,Count_Person_15OrMoreYears_Divorced_SomeOtherRaceAlone,geoId/01,,,,2,1
the number of people of other races who are divorced and at least 15 years old in alabama,Count_Person_15OrMoreYears_Divorced_SomeOtherRaceAlone,geoId/01,,,,0,0
the number of people who are divorced and multiracial and are 15 years old or older in wyoming,Count_Person_15OrMoreYears_Divorced_TwoOrMoreRaces,geoId/56,,,,0,0
the number of people who are multiracial and have been divorced and are 15 years old or older in wyoming,Count_Person_15OrMoreYears_Divorced_TwoOrMoreRaces,geoId/56,,,,0,0
the number of people who are 15 years old or older and are multiracial and have been divorced in wyoming,Count_Person_15OrMoreYears_Divorced_TwoOrMoreRaces,geoId/56,,,,0,0
the divorce rate among white people over 15 is high in delaware,Count_Person_15OrMoreYears_Divorced_WhiteAlone,geoId/10,,,*,-1,0
a lot of white people over 15 are divorced in delaware,Count_Person_15OrMoreYears_Divorced_WhiteAlone,geoId/10,,,*,0,0
a large percentage of white people over 15 are divorced in delaware,Count_Person_15OrMoreYears_Divorced_WhiteAlone,geoId/10,,,*,0,0
the number of divorced white and non-hispanic people aged 15 years or more in new york,Count_Person_15OrMoreYears_Divorced_WhiteAloneNotHispanicOrLatino,geoId/36,,,*,0,0
the percentage of divorced white and non-hispanic people aged 15 years or more in new york,Count_Person_15OrMoreYears_Divorced_WhiteAloneNotHispanicOrLatino,geoId/36,,,*,0,0
the proportion of divorced white and non-hispanic people aged 15 years or more in new york,Count_Person_15OrMoreYears_Divorced_WhiteAloneNotHispanicOrLatino,geoId/36,,,*,0,0
the percentage of women aged 15 years or older who smoke in gambia,Count_Person_15OrMoreYears_Female_Smoking_AsFractionOf_Count_Person_15OrMoreYears_Female,country/GMB,,,,0,0
the number of women aged 15 years or older who smoke in gambia,Count_Person_15OrMoreYears_Female_Smoking_AsFractionOf_Count_Person_15OrMoreYears_Female,country/GMB,,,,0,0
the proportion of women aged 15 years or older who smoke in gambia,Count_Person_15OrMoreYears_Female_Smoking_AsFractionOf_Count_Person_15OrMoreYears_Female,country/GMB,,,,0,0
the percentage of women aged 15 and older who are in the labor force in haiti,Count_Person_15OrMoreYears_InLaborForce_Female_AsFractionOf_Count_Person_InLaborForce,country/HTI,,,,1,1
the number of women aged 15 and older who are employed or looking for work in haiti,Count_Person_15OrMoreYears_InLaborForce_Female_AsFractionOf_Count_Person_InLaborForce,country/HTI,,,,3,11
the proportion of women aged 15 and older who are working or actively looking for work in haiti,Count_Person_15OrMoreYears_InLaborForce_Female_AsFractionOf_Count_Person_InLaborForce,country/HTI,,,,3,7
what percentage of men in the united states smoke? in canada,Count_Person_15OrMoreYears_Male_Smoking_AsFractionOf_Count_Person_15OrMoreYears_Male,country/CAN,,,*,1,1
what is the percentage of male smokers in the us? in canada,Count_Person_15OrMoreYears_Male_Smoking_AsFractionOf_Count_Person_15OrMoreYears_Male,country/CAN,,,*,0,0
what is the rate of smoking among men in the us? in canada,Count_Person_15OrMoreYears_Male_Smoking_AsFractionOf_Count_Person_15OrMoreYears_Male,country/CAN,,,*,0,0
the percentage of american indians or alaska natives aged 15 years and above who are married in ohio,Count_Person_15OrMoreYears_MarriedAndNotSeparated_AmericanIndianAndAlaskaNativeAlone,geoId/39,,,*,2,1
the proportion of american indians or alaska natives aged 15 years and above who are married in ohio,Count_Person_15OrMoreYears_MarriedAndNotSeparated_AmericanIndianAndAlaskaNativeAlone,geoId/39,,,*,4,2
the number of american indians or alaska natives aged 15 years and above who are married out of every 100 in ohio,Count_Person_15OrMoreYears_MarriedAndNotSeparated_AmericanIndianAndAlaskaNativeAlone,geoId/39,,,*,2,1
"the number of asian people in the united states who are married and not separated, aged 15 years or older in michigan",Count_Person_15OrMoreYears_MarriedAndNotSeparated_AsianAlone,geoId/26,,,*,0,0
"the number of asian people in the us who are married and not separated, aged 15 and over in michigan",Count_Person_15OrMoreYears_MarriedAndNotSeparated_AsianAlone,geoId/26,,,*,0,0
"the number of asian people in the us who are married and not separated, aged 15+ in michigan",Count_Person_15OrMoreYears_MarriedAndNotSeparated_AsianAlone,geoId/26,,,*,0,0
african americans who are 15 years old or older and are married and not separated in california,Count_Person_15OrMoreYears_MarriedAndNotSeparated_BlackOrAfricanAmericanAlone,geoId/06,,,,0,0
african americans who are 15 years old or older and are in a marital union in california,Count_Person_15OrMoreYears_MarriedAndNotSeparated_BlackOrAfricanAmericanAlone,geoId/06,,,,0,0
african americans who are 15 years old or older and are married in california,Count_Person_15OrMoreYears_MarriedAndNotSeparated_BlackOrAfricanAmericanAlone,geoId/06,,,,0,0
