dcid,Name,Description,Override_Alternatives,Curated_Alternatives
Count_Person_25To64Years_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_AsAFractionOfCount_Person_25To64Years_Male,"Population: 25 - 64 Years, Upper Secondary Education & Post Secondary Non Tertiary Education, Male (As Fraction of Count Person 25 To 64 Years Male)",Male Population Aged 25 to 64 Years in Upper Secondary Education And Post Secondary Non-Tertiary Education,,
Count_Person_35To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_35To50Years_Female,"Population: 35 - 50 Years, Birth in The Past 12 Months, Female (As Fraction of Count Person 35 To 50 Years Female)",Female Population Aged 35 to 50 Years Births in The Past 12 Months,,
Count_Person_3OrMoreYears_Female_EnrolledInSchool,"Population: Female, Enrolled in School",Female Population Enrolled in School,,
Count_Person_3OrMoreYears_Male_EnrolledInSchool,"Population: Male, Enrolled in School",Males Enrolled in School,,
Count_Person_5OrMoreYears_AfricanLanguagesSpokenAtHome,Population: African Languages,Population Age 5 or More Speaking African Languages At Home,,
Count_Person_5OrMoreYears_AmharicSomaliOrOtherAfroAsiaticLanguagesSpokenAtHome,Population: Amharic Somali or Other Afro Asiatic Languages,Population Age 5 or More Speaking Amharic Somali or Other Afro-Asiatic Languages At Home,,
Count_Person_5OrMoreYears_ArabicSpokenAtHome,Population: Arabic,Population Age 5 or More Speaking Arabic At Home,,
Count_Person_5OrMoreYears_ArmenianSpokenAtHome,Population: Armenian,Population Age 5 or More Speaking Armenian At Home,,
Count_Person_5OrMoreYears_BengaliSpokenAtHome,Population: Bengali,Population Age 5 or More Speaking Bengali At Home,,
Count_Person_5OrMoreYears_ChineseInclMandarinCantoneseSpokenAtHome,Population: Chinese Incl Mandarin Cantonese,Population Age 5 or More Speaking Chinese Including Mandarin Cantonese At Home,,
Count_Person_5OrMoreYears_ChineseSpokenAtHome,Population: Chinese,Population Age 5 or More Speaking Chinese At Home,,
Count_Person_5OrMoreYears_FrenchCreoleSpokenAtHome,Population: French Creole,Population Age 5 or More Speaking French Creole At Home,,
Count_Person_5OrMoreYears_FrenchInclCajunSpokenAtHome,Population: French Incl Cajun,French Incl Cajuns,,
Count_Person_5OrMoreYears_FrenchInclPatoisCajunSpokenAtHome,Population: French Incl Patois Cajun,Population Age 5 or More Speaking French Including Patois Cajun At Home,,
Count_Person_5OrMoreYears_GermanSpokenAtHome,Population: German,Population Age 5 or More Speaking German At Home,,
Count_Person_5OrMoreYears_GreekSpokenAtHome,Population: Greek,Greek Population,,
Count_Person_5OrMoreYears_GujaratiSpokenAtHome,Population: Gujarati,Population Age 5 or More Speaking Gujarati At Home,,
Count_Person_5OrMoreYears_HaitianSpokenAtHome,Population: Haitian,Population Age 5 or More Speaking Haitian At Home,,
Count_Person_5OrMoreYears_HebrewSpokenAtHome,Population: Hebrew,Population Age 5 or More Speaking Hebrew At Home,,
Count_Person_5OrMoreYears_HindiSpokenAtHome,Population: Hindi,Population Age 5 or More Speaking Hindu At Home,,
Count_Person_5OrMoreYears_HmongSpokenAtHome,Population: Hmong,Population Age 5 or More Speaking Hmong  At Home,,
Count_Person_5OrMoreYears_HungarianSpokenAtHome,Population: Hungarian,Population Age 5 or More Speaking Hungarian At Home,,
Count_Person_5OrMoreYears_IlocanoSamoanHawaiianOrOtherAustronesianLanguagesSpokenAtHome,Population: Ilocano Samoan Hawaiian or Other Austronesian Languages,Population Age 5 or More Speaking Ilocano Samoan Hawaiian or Other Austronesian Languages At Home,,
Count_Person_5OrMoreYears_ItalianSpokenAtHome,Population: Italian,Population Age 5 or More Speaking Italian At Home,,
Count_Person_5OrMoreYears_JapaneseSpokenAtHome,Population: Japanese,Japanese Population,,
Count_Person_5OrMoreYears_KhmerSpokenAtHome,Population: Khmer,Population Age 5 or More Speaking Khmer At Home,,
Count_Person_5OrMoreYears_KoreanSpokenAtHome,Population: Korean,Population Age 5 or More Speaking Korean At Home,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months,"Population: 5 Years or More, Language Other Than English, Above Poverty Level in The Past 12 Months",Population Aged 5 Years Or More Above the Poverty Level In The Past 12 Months Who Speak Other Languages,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months,"Population: 5 Years or More, Language Other Than English, Below Poverty Level in The Past 12 Months",English Population Aged 5 Years Or More Below Poverty Level In The Past 12 Months,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn,"Population: Language Other Than English, Foreign Born",Foreign-Born Population Fluent in Other Languages Other Than English,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_Native,"Population: Language Other Than English, Native",Natives Who Speak Other Languages Other Than English,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_PovertyStatusDetermined,"Population: 5 Years or More, Language Other Than English, Poverty Status Determined",English Speaking Multilingual Households Aged 5 Years Or More With Determined Poverty Status,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ResidesInAdultCorrectionalFacilities,"Population: Language Other Than English, Adult Correctional Facilities",Population Fluent in Other Languages Other Than English in Adult Correctional Facilities,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ResidesInCollegeOrUniversityStudentHousing,"Population: Language Other Than English, College or University Student Housing",College or University Students Speaking Languages Other Than English,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ResidesInGroupQuarters,"Population: Language Other Than English, Group Quarters",Natives Who Speak Other Language Other Than English in Group Quarters,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ResidesInInstitutionalizedGroupQuarters,"Population: Language Other Than English, Institutionalized Group Quarters",Population Speaking Languages Other Than English in Institutionalized Group Quarters,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ResidesInNoninstitutionalizedGroupQuarters,"Population: Language Other Than English, Noninstitutionalized Group Quarters",Population Speaking Other languages Other Than English In Non-Institutionalized Group Quarters,,
Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ResidesInNursingFacilities,"Population: Language Other Than English, Nursing Facilities",Population In Nursing Facilities Fluent in Other Languages Other Than English,,
Count_Person_5OrMoreYears_LaotianSpokenAtHome,Population: Laotian,Population Age 5 or More Speaking Laotian At Home,,
Count_Person_5OrMoreYears_MalayalamKannadaOrOtherDravidianLanguagesSpokenAtHome,Population: Malayalam Kannada or Other Dravidian Languages,Population Age 5 or More Speaking Malayalam Kannada or Other Dravidian Languages At Home,,
Count_Person_5OrMoreYears_MonKhmerCambodianSpokenAtHome,Population: Mon Khmer Cambodian,Population Age 5 or More Speaking Mon Khmer Cambodian At Home,,
Count_Person_5OrMoreYears_NavajoSpokenAtHome,Population: Navajo,Population Age 5 or More Speaking Navajo At Home,,
Count_Person_5OrMoreYears_NepaliMarathiOrOtherIndicLanguagesSpokenAtHome,Population: Nepali Marathi or Other Indic Languages,Population Age 5 or More Speaking Nepali Marathi or Other Indic Languages At Home,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months,"Population: 5 Years or More, Only English, Above Poverty Level in The Past 12 Months",Population Aged 5 Years or More Speaking English Only Above Poverty Level in The Past 12 Months,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months,"Population: 5 Years or More, Only English, Below Poverty Level in The Past 12 Months",Population Aged 5 Years or More Speaking Only English and Living Below Poverty Level in The Past 12 Months,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,"Population: Only English, Foreign Born",Foreign-Born Population Fluent in English,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,"Population: Only English, Native",Native Population That Speaks Only English,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_PovertyStatusDetermined,"Population: 5 Years or More, Only English, Poverty Status Determined",Population Aged 5 Years or More Speaking Only English With Poverty Status Determined,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ResidesInAdultCorrectionalFacilities,"Population: Only English, Adult Correctional Facilities",Population Speaking English in Adult Correctional Facilities,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ResidesInCollegeOrUniversityStudentHousing,"Population: Only English, College or University Student Housing",Only English Speaking Population In University Student Housing,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ResidesInGroupQuarters,"Population: Only English, Group Quarters",Population That Speaks Only English in Group Quarters,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ResidesInInstitutionalizedGroupQuarters,"Population: Only English, Institutionalized Group Quarters",Institutionalized Group Quarters Speaking Only English,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ResidesInNoninstitutionalizedGroupQuarters,"Population: Only English, Noninstitutionalized Group Quarters",Monolingual English Speaking People Aged 5 Or More Living In Non-institutionalized Group Quarters,,
Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ResidesInNursingFacilities,"Population: Only English, Nursing Facilities",Workers in Nursing Facilities Who Only Speak English,,
Count_Person_5OrMoreYears_OtherAndUnspecifiedLanguagesSpokenAtHome,Population: Other And Unspecified Languages,Other And Unspecified Languages Population,,
Count_Person_5OrMoreYears_OtherAsianLanguagesSpokenAtHome,Population: Other Asian Languages,Population Age 5 or More Speaking Other Asian Languages At Home,,
Count_Person_5OrMoreYears_OtherIndicLanguagesSpokenAtHome,Population: Other Indic Languages,Population Age 5 or More Speaking Other Indic Language At Home,,
Count_Person_5OrMoreYears_OtherLanguagesOfAsiaSpokenAtHome,Population: Other Languages of Asia,Population Age 5 or More Speaking Other Languages of Asia At Home,,
Count_Person_5OrMoreYears_OtherNativeLanguagesOfNorthAmericaSpokenAtHome,Population: Other Native Languages of North America,Population Age 5 or More Speaking Other Native Languages of North America At Home,,
Count_Person_5OrMoreYears_OtherNativeNorthAmericanLanguagesSpokenAtHome,Population: Other Native North American Languages,Population Age 5 or More Speaking Other Native North American Languages At Home,,
Count_Person_5OrMoreYears_OtherPacificIslandLanguagesSpokenAtHome,Population: Other Pacific Island Languages,Population Age 5 or More Speaking Other Pacific Island Languages At Home,,
Count_Person_5OrMoreYears_OtherSlavicLanguagesSpokenAtHome,Population: Other Slavic Languages,Other Slavic Language Speakers Aged 50 Years Or More,,
Count_Person_5OrMoreYears_OtherWestGermanicLanguagesSpokenAtHome,Population: Other West Germanic Languages,Number Of People Speaking Other West Germanic Languages,,
Count_Person_5OrMoreYears_PersianInclFarsiDariSpokenAtHome,Population: Persian Incl Farsi Dari,Population Age 5 or More Speaking Persian Including Farsi Dari At Home,,
Count_Person_5OrMoreYears_PersianSpokenAtHome,Population: Persian,Population Age 5 or More Speaking Persian At Home,,
Count_Person_5OrMoreYears_PolishSpokenAtHome,Population: Polish,Population Age 5 or More Speaking Polish At Home,,
Count_Person_5OrMoreYears_PortugueseOrPortugueseCreoleSpokenAtHome,Population: Portuguese or Portuguese Creole,Population Age 5 or More Speaking Portuguese or Portuguese Creole At Home,,
Count_Person_5OrMoreYears_PortugueseSpokenAtHome,Population: Portuguese,Population Age 5 or More Speaking Portuguese At Home,,
Count_Person_5OrMoreYears_PunjabiSpokenAtHome,Population: Punjabi,Population Age 5 or More Speaking Punjabi At Home,,
Count_Person_5OrMoreYears_ResidesInHousehold,"Population: 5 Years or More, Household",Population Aged 5 Years or More Households,,
Count_Person_5OrMoreYears_RussianSpokenAtHome,Population: Russian,Population Age 5 or More Speaking Russian At Home,,
Count_Person_5OrMoreYears_ScandinavianLanguagesSpokenAtHome,Population: Scandinavian Languages,Population Age 5 or More Speaking Scandinavian Languages At Home,,
Count_Person_5OrMoreYears_SerboCroatianSpokenAtHome,Population: Serbo Croatian,Population Age 5 or More Speaking Serbo Croatian At Home,,
Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_AbovePovertyLevelInThePast12Months,"Population: 5 Years or More, Spanish or Spanish Creole, Above Poverty Level in The Past 12 Months",Spanish Creole Speakers Aged 5 Years Or more Above Poverty Level in The Past 12 Months,,
Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_BelowPovertyLevelInThePast12Months,"Population: 5 Years or More, Spanish or Spanish Creole, Below Poverty Level in The Past 12 Months",Spanish or Spanish Creole Speaking Population Aged 5 Years or More Below Poverty Level in The Past 12 Months,,
Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn,"Population: Spanish or Spanish Creole, Foreign Born",Foreign Born Population Age 5 or More Speaking Spanish or Spanish Creole At Home,,
Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_Native,"Population: Spanish or Spanish Creole, Native",Native Population Age 5 or More Speaking Spanish or Spanish Creole At Home,,
Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_PovertyStatusDetermined,"Population: 5 Years or More, Spanish or Spanish Creole, Poverty Status Determined",Population Age 5 Years Or More With Determined Poverty Status Speaking Spanish At Home,,
Count_Person_5OrMoreYears_SpanishSpokenAtHome_AbovePovertyLevelInThePast12Months,"Population: 5 Years or More, Spanish, Above Poverty Level in The Past 12 Months",Spanish Speaking Population Aged 5 Years And Above Living Above Poverty Level in The Past 12 Months,,
Count_Person_5OrMoreYears_SpanishSpokenAtHome_BelowPovertyLevelInThePast12Months,"Population: 5 Years or More, Spanish, Below Poverty Level in The Past 12 Months",Spanish Speaking Population Aged 5 Years or More Below Poverty Level in The Past 12 Months,,
Count_Person_5OrMoreYears_SpanishSpokenAtHome_ForeignBorn,"Population: Spanish, Foreign Born",Foreign Born Population Age 5 or More Speaking Spanish At Home,,
Count_Person_5OrMoreYears_SpanishSpokenAtHome_Native,"Population: Spanish, Native",Native Spanish Speakers,,
Count_Person_5OrMoreYears_SpanishSpokenAtHome_PovertyStatusDetermined,"Population: 5 Years or More, Spanish, Poverty Status Determined",Spanish Speaking Population Aged 5 Years And Above with Determined Poverty Status,,
Count_Person_5OrMoreYears_SwahiliOrOtherLanguagesOfCentralEasternAndSouthernAfricaSpokenAtHome,Population: Swahili or Other Languages of Central Eastern And Southern Africa,Population Age 5 or More Speaking Swahili or Other Languages of Central Eastern And Southern Africa At Home,,
Count_Person_5OrMoreYears_TagalogInclFilipinoSpokenAtHome,Population: Tagalog Incl Filipino,Population Age 5 or More Speaking Tagalog And Filipino At Home,,
Count_Person_5OrMoreYears_TagalogSpokenAtHome,Population: Tagalog,Population Age 5 or More Speaking Tagalog Speaking At Home,,
Count_Person_5OrMoreYears_TamilSpokenAtHome,Population: Tamil,Population Age 5 or More Speaking Tamil At Home,,
Count_Person_5OrMoreYears_TeluguSpokenAtHome,Population: Telugu,Population Age 5 or More Speaking Telugu At Home,,
Count_Person_5OrMoreYears_ThaiLaoOrOtherTaiKadaiLanguagesSpokenAtHome,Population: Thai Lao or Other Tai Kadai Languages,Population Age 5 or More Speaking Other Tai Kadai Languages At Home,,
Count_Person_5OrMoreYears_ThaiSpokenAtHome,Population: Thai,Population Age 5 or More Speaking Thai At Home,,
Count_Person_5OrMoreYears_UkrainianOrOtherSlavicLanguagesSpokenAtHome,Population: Ukrainian or Other Slavic Languages,Population Age 5 or More Speaking Ukrainian or Other Slavic Languages At Home,,
Count_Person_5OrMoreYears_UrduSpokenAtHome,Population: Urdu,Population Age 5 or More Speaking Urdu At Home,,
Count_Person_5OrMoreYears_VietnameseSpokenAtHome,Population: Vietnamese,Population Age 5 or More Speaking Vietnamese At Home,,
Count_Person_5OrMoreYears_YiddishPennsylvaniaDutchOrOtherWestGermanicLanguagesSpokenAtHome,Population: Yiddish Pennsylvania Dutch or Other West Germanic Languages,Population Age 5 or More Speaking ther West Germanic Languages At Home,,
Count_Person_5OrMoreYears_YiddishSpokenAtHome,Population: Yiddish,Population Age 5 or More Speaking Yiddish At Home,,
Count_Person_5OrMoreYears_YorubaTwiIgboOrOtherLanguagesOfWesternAfricaSpokenAtHome,Population: Yoruba Twi Igbo or Other Languages of Western Africa,Yoruba Twi Igbo or Other Languages of Western Africa At Home,,
Count_Person_60OrMoreYears_Illiterate_AsAFractionOf_Count_Person_60OrMoreYears,"Population: 60 Years or More, Illiterate (As Fraction of Count Person 60 or More Years)",,,
Count_Person_65OrMoreYears_Female_ResidesInNursingFacilities,"Population: 65 Years or More, Female, Nursing Facilities",Female Population Aged 65 Years Or More In Nursing Facilities,,
Count_Person_65OrMoreYears_Male_ResidesInNursingFacilities,"Population: 65 Years or More, Male, Nursing Facilities",Males Aged 65 Years or More in Nursing Facilities,,
Count_Person_7To14Years_Employed_AsFractionOf_Count_Person_7To14Years,"Population: 7 - 14 Years, Employed (As Fraction of Count Person 7 To 14 Years)",Employed Population Aged 7 to 14 Years,,
Count_Person_7To14Years_Female_Employed_AsFractionOf_Count_Person_7To14Years_Female,"Population: 7 - 14 Years, Employed, Female (As Fraction of Count Person 7 To 14 Years Female)",Employed Female Population Aged 7 to 14 Years,,
Count_Person_7To14Years_Male_Employed_AsFractionOf_Count_Person_7To14Years_Male,"Population: 7 - 14 Years, Employed, Male (As Fraction of Count Person 7 To 14 Years Male)",Male Population Aged 7 to 14 Years Who are Employed,,
Count_Person_85OrMoreYears_Female,"Population: 85 Years or More, Female",Female Population Above 85 Years,,
Count_Person_85OrMoreYears_Male,"Population: 85 Years or More, Male",Males Aged 85 Years Or More,,
Count_Person_BachelorOfArtsHumanitiesAndOtherMajor,Population: Arts Humanities And Other Major,Population in Arts Humanities And Other Major,,
Count_Person_BachelorOfBusinessMajor,Population: Business Major,Population With a Bachelor's Degree in Business Major,,
Count_Person_BachelorOfEducationMajor,Population: Education Major,Population With Education Majors,,
Count_Person_BachelorOfScienceAndEngineeringMajor,Population: Science And Engineering Major,Population in Science And Engineering Major,,
Count_Person_BachelorOfScienceAndEngineeringRelatedMajor,Population: Science And Engineering Related Major,Population With Bachelor Degrees In Science And Engineering Related,,
Count_Person_BornInOtherStateInTheUnitedStates,Population: Born in Other State in The United States,Population That is Born in Other States in The United States,,
Count_Person_BornInStateOfResidence,Population: Born in State of Residence,Population Born in State Residence,,
Count_Person_Civilian_Employed,"Population: 16 Years or More, Civilian, Employed",Civilians Aged 16 Years or More Employed,,
Count_Person_Civilian_FamilyHousehold_NonInstitutionalized,"Population: Civilian, Family Household, Non Institutionalized",Non-Institutionalized Civilian Family Households,,
Count_Person_Civilian_InLaborForce,"Population: 16 Years or More, Civilian, in Labor Force",Civilians Aged 16 Years or More in The Labor Force,,
Count_Person_Civilian_MarriedCoupleFamilyHousehold_NonInstitutionalized,"Population: Civilian, Married Couple Family Household, Non Institutionalized",Civilian Married Couple Family Households Non-Institutionalized,,
Count_Person_Civilian_NonfamilyHouseholdAndOtherLivingArrangements_NonInstitutionalized,"Population: Civilian, Nonfamily Household And Other Living Arrangements, Non Institutionalized",Non-Institutionalized Nonfamily Civilian Households and Other Arrangements,,
Count_Person_Civilian_NonInstitutionalized,"Population: Civilian, Non Institutionalized",Non-Institutionalized Civilians,,
Count_Person_Civilian_NonInstitutionalized_1.00OrLessRatioToPovertyLine,"Population: Civilian, Non Institutionalized, 1 Ratio To Poverty Line or Less",Non-Institutionalized Civilians With a 1 or Less Ratio To Poverty Line,,
Count_Person_Civilian_NonInstitutionalized_1.38OrLessRatioToPovertyLine,"Population: Civilian, Non Institutionalized, 1.4 Ratio To Poverty Line or Less",Non Institutionalized Civilians With A 1.4 Ratio To The Poverty Line or Less,,
Count_Person_Civilian_NonInstitutionalized_1.38OrMoreRatioToPovertyLine,"Population: Civilian, Non Institutionalized, 1.4 Ratio To Poverty Line or More",Non-Institutionalized Civilian Population With a 1.4 Ratio To Poverty Line or More,,
Count_Person_Civilian_NonInstitutionalized_1.38To1.99RatioToPovertyLine,"Population: Civilian, Non Institutionalized, 1.4 - 2.0 Ratio To Poverty Line",Non-Institutionalized Civilian Population With A 1.4 to 2.0 Ratio To Poverty Line,,
Count_Person_Civilian_NonInstitutionalized_1.38To3.99RatioToPovertyLine,"Population: Civilian, Non Institutionalized, 1.4 - 4.0 Ratio To Poverty Line",Civilian Population in Non Institutionalized With a 1.4 to 4.0 Ratio To Poverty Line,,
Count_Person_Civilian_NonInstitutionalized_2.00OrMoreRatioToPovertyLine,"Population: Civilian, Non Institutionalized, 2 Ratio To Poverty Line or More",Non-Institutionalized Civilians With 2 Ratio To Poverty Line,,
Count_Person_Civilian_NonInstitutionalized_2.00To3.99RatioToPovertyLine,"Population: Civilian, Non Institutionalized, 2 - 4.0 Ratio To Poverty Line",Non-Institutionalized Civilians With A Ratio 2 to 4.0 To Poverty Line,,
Count_Person_Civilian_NonInstitutionalized_4.00OrMoreRatioToPovertyLine,"Population: Civilian, Non Institutionalized, 4 Ratio To Poverty Line or More",Non-Institutionalized Civilians with a 4 Ratio to Poverty Line or More,,
Count_Person_Civilian_NonInstitutionalized_AmericanIndianOrAlaskaNativeAlone,"Population: Civilian, Non Institutionalized, American Indian or Alaska Native Alone",Non-Institutionalized American Indian or Alaska Native Civilian Population,,
Count_Person_Civilian_NonInstitutionalized_AsianAlone,"Population: Civilian, Non Institutionalized, Asian Alone",Asian Non Institutionalized Civilians,,
Count_Person_Civilian_NonInstitutionalized_BlackOrAfricanAmericanAlone,"Population: Civilian, Non Institutionalized, Black or African American Alone",Non Institutionalized African American Civilians,,
Count_Person_Civilian_NonInstitutionalized_ForeignBorn,"Population: Civilian, Non Institutionalized, Foreign Born",Non Institutionalized Foreign Born Civilians,,
Count_Person_Civilian_NonInstitutionalized_HispanicOrLatino,"Population: Civilian, Non Institutionalized, Hispanic or Latino",Hispanic Civilians Non-Institutionalized,,
Count_Person_Civilian_NonInstitutionalized_Native,"Population: Civilian, Non Institutionalized, Native",Non-Institutionalized Native Civilians,,
Count_Person_Civilian_NonInstitutionalized_NativeHawaiianOrOtherPacificIslanderAlone,"Population: Civilian, Non Institutionalized, Native Hawaiian or Other Pacific Islander Alone",Non-Institutionalized Native Hawaiian or Other Pacific Islander Population,,
Count_Person_Civilian_NonInstitutionalized_OneRace,"Population: Civilian, Non Institutionalized, One Race",Non-Institutionalized Uniracial Civilians,,
Count_Person_Civilian_NonInstitutionalized_PovertyStatusDetermined,"Population: Civilian, Non Institutionalized, Poverty Status Determined",Civilians in Non-Institutionalized with Poverty Status Determined,,
Count_Person_Civilian_NonInstitutionalized_ResidesInHousehold,"Population: Civilian, Non Institutionalized, Household",Households of Non-Institutionalized Civilians,,
Count_Person_Civilian_NonInstitutionalized_SomeOtherRaceAlone,"Population: Civilian, Non Institutionalized, Some Other Race Alone",Non-Institutionalized Other Race Population,,
Count_Person_Civilian_NonInstitutionalized_TwoOrMoreRaces,"Population: Civilian, Non Institutionalized, Two or More Races",Non-Institutionalized Civilian Multiracial Population,,
Count_Person_Civilian_NonInstitutionalized_WhiteAlone,"Population: Civilian, Non Institutionalized, White Alone",Whites Non Institutionalized Civilians,,
Count_Person_Civilian_NonInstitutionalized_WhiteAloneNotHispanicOrLatino,"Population: Civilian, Non Institutionalized, White Alone Not Hispanic or Latino",Non-Institutionalized White And Non-Hispanic Civilians,,
Count_Person_Civilian_OtherFamilyHousehold_NonInstitutionalized,"Population: Civilian, Other Family Household, Non Institutionalized",Non-Institutionalized Civilians In Other Family Households,,
Count_Person_Civilian_ResidesInHousehold,"Population: Civilian, Household",Household Civilians,,
Count_Person_Civilian_SingleFatherFamilyHousehold_NonInstitutionalized,"Population: Civilian, Single Father Family Household, Non Institutionalized",Non Institutionalized Civilian Single Father Family Households,,
Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,"Population: Civilian, Single Mother Family Household, Non Institutionalized",Non-Institutionalized Civilian Single Mother Family Household,,
Count_Person_CorrectionalFacilityLocation_OutOfState,"Population (Measured Based on Jurisdiction): Out-of-State, Incarcerated",Out-of-State Incarcerated Population,,
Count_Person_DateOfEntry1990OrEarlier,"Population: Before 1990, Foreign Born",Foreign-Born Population Who Immigrated Before 1990,,
Count_Person_DateOfEntry1990To1999,"Population: Between 1990 And 1999, Foreign Born",Foreign-Born Population Immigration Between 1990 And 1999,,
Count_Person_DateOfEntry2000To2009,"Population: Between 2000 And 2009, Foreign Born",Foreign-Born Population Between 2000 and 2009,,
Count_Person_DateOfEntry2010OrLater,"Population: After 2010, Foreign Born",Population Foreign Born After 2010,,
Count_Person_DetailedEnrolledInCollegeUndergraduateYears,Population: Enrolled in College Undergraduate Years,Population Enrolled in College Undergraduate Years,,
Count_Person_DetailedEnrolledInGrade1,Population: Enrolled in Grade 1,Enrolled First Graders,,
Count_Person_DetailedEnrolledInGrade10,Population: Enrolled in Grade 10,Population Enrolled in Grade 10,,
Count_Person_DetailedEnrolledInGrade11,Population: Enrolled in Grade 11,Population Enrolled in Grade 11,,
Count_Person_DetailedEnrolledInGrade12,Population: Enrolled in Grade 12,Population Enrolled in Grade 12,,
Count_Person_DetailedEnrolledInGrade2,Population: Enrolled in Grade 2,2nd Graders,,
Count_Person_DetailedEnrolledInGrade3,Population: Enrolled in Grade 3,Population Enrolled in Grade 3,,
Count_Person_DetailedEnrolledInGrade4,Population: Enrolled in Grade 4,Population Enrolled in Grade 4,,
Count_Person_DetailedEnrolledInGrade5,Population: Enrolled in Grade 5,Population Enrolled in Grade 5,,
Count_Person_DetailedEnrolledInGrade6,Population: Enrolled in Grade 6,Population Enrolled in Grade 6,,
Count_Person_DetailedEnrolledInGrade7,Population: Enrolled in Grade 7,Population Enrolled in Grade 7,,
Count_Person_DetailedEnrolledInGrade8,Population: Enrolled in Grade 8,8th Graders,,
Count_Person_DetailedEnrolledInGrade9,Population: Enrolled in Grade 9,Population Enrolled In Grade 9,,
Count_Person_DetailedEnrolledInKindergarten,Population: Enrolled in Kindergarten,Population Enrolled in Kindergarten,,
Count_Person_DetailedEnrolledInNurserySchoolPreschool,Population: Enrolled in Nursery School Preschool,Population Enrolled in Nursery School,,
Count_Person_DetailedGraduateOrProfessionalSchool,Population: Graduate or Professional School,Population in Graduate or Professional Schools,,
Count_Person_DidNotWork,"Population: 16 - 64 Years, Did Not Work",Population Aged 16 to 64 Years Who Did Not Work,,
Count_Person_Divorced_ResidesInAdultCorrectionalFacilities,"Population: 15 Years or More, Divorced, Adult Correctional Facilities",Divorced Population Aged 15 Years or More in Adult Correctional Facilities,,
Count_Person_Divorced_ResidesInCollegeOrUniversityStudentHousing,"Population: 15 Years or More, Divorced, College or University Student Housing",Divorced Population Aged 15 Years or More in College or University Student Housing,,
Count_Person_Divorced_ResidesInGroupQuarters,"Population: 15 Years or More, Divorced, Group Quarters",Divorced Population Aged 15 Years or More in Group Quarters,,
Count_Person_Divorced_ResidesInInstitutionalizedGroupQuarters,"Population: 15 Years or More, Divorced, Institutionalized Group Quarters",Divorced Population Aged 15 Years or More in Institutionalized Group Quarters,,
Count_Person_Divorced_ResidesInNoninstitutionalizedGroupQuarters,"Population: 15 Years or More, Divorced, Noninstitutionalized Group Quarters",Divorced Population Aged 15 Years Or More In Non-Institutionalized Group Quarters,,
Count_Person_Divorced_ResidesInNursingFacilities,"Population: 15 Years or More, Divorced, Nursing Facilities",Divorced Population Aged 15 Years or More in Nursing Facilities,,
Count_Person_DivorcedOrSeparated,Population: Divorced or Separated,Divorced Or Separated Population,,
Count_Person_DivorcedOrSeparated_DifferentHouseAbroad,"Population: 15 Years or More, Divorced or Separated, Different House Abroad",Population Aged 15 Years or More Who Were Separated in Different Houses Abroad,,
Count_Person_DivorcedOrSeparated_DifferentHouseInDifferentCountyDifferentState,"Population: 15 Years or More, Divorced or Separated, Different House in Different County Different State",Divorced Or Separated Population Aged 15 Years Or More Living In Different Houses In Different States And Counties,,
