sentence,dcid
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person",Count_Person_IncomeOfUSDollarMedian_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollarMedian_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_IncomeOfUSDollarMedian_ModRehab_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollarMedian_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollarMedian_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollarMedian_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_IncomeOfUSDollarMedian_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollarMedian_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Median, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollarMedian_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers, Race Non White",Count_Person_HousingChoiceVouchers_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers, Race Two Or More Races",Count_Person_HousingChoiceVouchers_TwoOrMoreRaces_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Mod Rehab, Race Non White",Count_Person_ModRehab_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Mod Rehab, Race Two Or More Races",Count_Person_ModRehab_TwoOrMoreRaces_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Project Based Section 8, Race Non White",Count_Person_ProjectBasedSection8_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Project Based Section 8, Race Two Or More Races",Count_Person_ProjectBasedSection8_TwoOrMoreRaces_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2, Race Non White",Count_Person_ProjectRentalAssistanceContractSection202_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2, Race Two Or More Races",Count_Person_ProjectRentalAssistanceContractSection202_TwoOrMoreRaces_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1, Race Non White",Count_Person_ProjectRentalAssistanceContractSection811_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1, Race Two Or More Races",Count_Person_ProjectRentalAssistanceContractSection811_TwoOrMoreRaces_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Public Housing, Race Non White",Count_Person_PublicHousing_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Public Housing, Race Two Or More Races",Count_Person_PublicHousing_TwoOrMoreRaces_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Rent Sup Rap, Race Non White",Count_Person_RentSupRAP_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type Rent Sup Rap, Race Two Or More Races",Count_Person_RentSupRAP_TwoOrMoreRaces_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type S2 36 Bmir, Race Non White",Count_Person_S236BMIR_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Program Type S2 36 Bmir, Race Two Or More Races",Count_Person_S236BMIR_TwoOrMoreRaces_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Race Non White",Count_Person_NonWhite_AsAFractionOf_Count_Person
"Count Person: Measurement Denominator Count_ Person, Race Two Or More Races",Count_Person_TwoOrMoreRaces_AsAFractionOf_Count_Person
Count Person: Measurement Denominator Count_ Subsidized Housing Unit,Count_Person_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Person: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Housing Choice Vouchers",Count_Person_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Person: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Mod Rehab",Count_Person_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Person: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Based Section 8",Count_Person_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Person: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Person: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Person: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Public Housing",Count_Person_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Person: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Rent Sup Rap",Count_Person_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Person: Measurement Denominator Count_ Subsidized Housing Unit, Program Type S2 36 Bmir",Count_Person_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit
Count Person: Program Type Housing Choice Vouchers,Count_Person_HousingChoiceVouchers
"Count Person: Program Type Housing Choice Vouchers, Race Non White",Count_Person_HousingChoiceVouchers_NonWhite
Count Person: Program Type Mod Rehab,Count_Person_ModRehab
"Count Person: Program Type Mod Rehab, Race Non White",Count_Person_ModRehab_NonWhite
Count Person: Program Type Project Based Section 8,Count_Person_ProjectBasedSection8
"Count Person: Program Type Project Based Section 8, Race Non White",Count_Person_ProjectBasedSection8_NonWhite
Count Person: Program Type Project Rental Assistance Contract Section 20 2,Count_Person_ProjectRentalAssistanceContractSection202
"Count Person: Program Type Project Rental Assistance Contract Section 20 2, Race Non White",Count_Person_ProjectRentalAssistanceContractSection202_NonWhite
Count Person: Program Type Project Rental Assistance Contract Section 81 1,Count_Person_ProjectRentalAssistanceContractSection811
"Count Person: Program Type Project Rental Assistance Contract Section 81 1, Race Non White",Count_Person_ProjectRentalAssistanceContractSection811_NonWhite
Count Person: Program Type Public Housing,Count_Person_PublicHousing
"Count Person: Program Type Public Housing, Race Non White",Count_Person_PublicHousing_NonWhite
Count Person: Program Type Rent Sup Rap,Count_Person_RentSupRAP
"Count Person: Program Type Rent Sup Rap, Race Non White",Count_Person_RentSupRAP_NonWhite
Count Person: Program Type S2 36 Bmir,Count_Person_S236BMIR
"Count Person: Program Type S2 36 Bmir, Race Non White",Count_Person_S236BMIR_NonWhite
Count Subsidized Housing Unit,Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit",Count_SubsidizedHousingUnit_Bedroom1_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Housing Choice Vouchers",Count_SubsidizedHousingUnit_Bedroom1_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Mod Rehab",Count_SubsidizedHousingUnit_Bedroom1_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Based Section 8",Count_SubsidizedHousingUnit_Bedroom1_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 20 2",Count_SubsidizedHousingUnit_Bedroom1_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 81 1",Count_SubsidizedHousingUnit_Bedroom1_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Public Housing",Count_SubsidizedHousingUnit_Bedroom1_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Rent Sup Rap",Count_SubsidizedHousingUnit_Bedroom1_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 1, Measurement Denominator Count_ Subsidized Housing Unit, Program Type S2 36 Bmir",Count_SubsidizedHousingUnit_Bedroom1_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit",Count_SubsidizedHousingUnit_Bedroom2_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Housing Choice Vouchers",Count_SubsidizedHousingUnit_Bedroom2_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Mod Rehab",Count_SubsidizedHousingUnit_Bedroom2_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Based Section 8",Count_SubsidizedHousingUnit_Bedroom2_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 20 2",Count_SubsidizedHousingUnit_Bedroom2_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 81 1",Count_SubsidizedHousingUnit_Bedroom2_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Public Housing",Count_SubsidizedHousingUnit_Bedroom2_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Rent Sup Rap",Count_SubsidizedHousingUnit_Bedroom2_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 2, Measurement Denominator Count_ Subsidized Housing Unit, Program Type S2 36 Bmir",Count_SubsidizedHousingUnit_Bedroom2_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit",Count_SubsidizedHousingUnit_Bedroom3_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Housing Choice Vouchers",Count_SubsidizedHousingUnit_Bedroom3_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Mod Rehab",Count_SubsidizedHousingUnit_Bedroom3_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Based Section 8",Count_SubsidizedHousingUnit_Bedroom3_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 20 2",Count_SubsidizedHousingUnit_Bedroom3_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 81 1",Count_SubsidizedHousingUnit_Bedroom3_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Public Housing",Count_SubsidizedHousingUnit_Bedroom3_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Rent Sup Rap",Count_SubsidizedHousingUnit_Bedroom3_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Bedroom Size Bedroom 3, Measurement Denominator Count_ Subsidized Housing Unit, Program Type S2 36 Bmir",Count_SubsidizedHousingUnit_Bedroom3_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit",Count_SubsidizedHousingUnit_MoveIn_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit_ Housing Choice Vouchers, Program Type Housing Choice Vouchers",Count_SubsidizedHousingUnit_MoveIn_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit_HousingChoiceVouchers
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit_ Mod Rehab, Program Type Mod Rehab",Count_SubsidizedHousingUnit_MoveIn_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit_ModRehab
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit_ Project Based Section 8, Program Type Project Based Section 8",Count_SubsidizedHousingUnit_MoveIn_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectBasedSection8
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit_ Project Rental Assistance Contract Section 20 2, Program Type Project Rental Assistance Contract Section 20 2",Count_SubsidizedHousingUnit_MoveIn_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection202
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit_ Project Rental Assistance Contract Section 81 1, Program Type Project Rental Assistance Contract Section 81 1",Count_SubsidizedHousingUnit_MoveIn_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection811
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit_ Public Housing, Program Type Public Housing",Count_SubsidizedHousingUnit_MoveIn_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit_PublicHousing
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit_ Rent Sup Rap, Program Type Rent Sup Rap",Count_SubsidizedHousingUnit_MoveIn_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit_RentSupRAP
"Count Subsidized Housing Unit: Household Status Move In, Measurement Denominator Count_ Subsidized Housing Unit_ S2 36 Bmir, Program Type S2 36 Bmir",Count_SubsidizedHousingUnit_MoveIn_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit_S236BMIR
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit",Count_SubsidizedHousingUnit_ReportedForm50058_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit_ Housing Choice Vouchers, Program Type Housing Choice Vouchers",Count_SubsidizedHousingUnit_ReportedForm50058_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit_HousingChoiceVouchers
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit_ Mod Rehab, Program Type Mod Rehab",Count_SubsidizedHousingUnit_ReportedForm50058_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit_ModRehab
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit_ Project Based Section 8, Program Type Project Based Section 8",Count_SubsidizedHousingUnit_ReportedForm50058_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectBasedSection8
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit_ Project Rental Assistance Contract Section 20 2, Program Type Project Rental Assistance Contract Section 20 2",Count_SubsidizedHousingUnit_ReportedForm50058_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection202
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit_ Project Rental Assistance Contract Section 81 1, Program Type Project Rental Assistance Contract Section 81 1",Count_SubsidizedHousingUnit_ReportedForm50058_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection811
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit_ Public Housing, Program Type Public Housing",Count_SubsidizedHousingUnit_ReportedForm50058_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit_PublicHousing
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit_ Rent Sup Rap, Program Type Rent Sup Rap",Count_SubsidizedHousingUnit_ReportedForm50058_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit_RentSupRAP
"Count Subsidized Housing Unit: Household Status Reported Form 50 05 8, Measurement Denominator Count_ Subsidized Housing Unit_ S2 36 Bmir, Program Type S2 36 Bmir",Count_SubsidizedHousingUnit_ReportedForm50058_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit_S236BMIR
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit",Count_SubsidizedHousingUnit_Overhoused_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Housing Choice Vouchers",Count_SubsidizedHousingUnit_Overhoused_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Mod Rehab",Count_SubsidizedHousingUnit_Overhoused_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Based Section 8",Count_SubsidizedHousingUnit_Overhoused_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 20 2",Count_SubsidizedHousingUnit_Overhoused_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 81 1",Count_SubsidizedHousingUnit_Overhoused_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Public Housing",Count_SubsidizedHousingUnit_Overhoused_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit, Program Type Rent Sup Rap",Count_SubsidizedHousingUnit_Overhoused_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Housing Quality Overhoused, Measurement Denominator Count_ Subsidized Housing Unit, Program Type S2 36 Bmir",Count_SubsidizedHousingUnit_Overhoused_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Status Occupied Housing Unit",Count_SubsidizedHousingUnit_OccupiedHousingUnit_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied",Count_SubsidizedHousingUnit_OwnerOccupied_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied, Program Type Housing Choice Vouchers",Count_SubsidizedHousingUnit_OwnerOccupied_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied, Program Type Mod Rehab",Count_SubsidizedHousingUnit_OwnerOccupied_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied, Program Type Project Based Section 8",Count_SubsidizedHousingUnit_OwnerOccupied_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied, Program Type Project Rental Assistance Contract Section 20 2",Count_SubsidizedHousingUnit_OwnerOccupied_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied, Program Type Project Rental Assistance Contract Section 81 1",Count_SubsidizedHousingUnit_OwnerOccupied_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied, Program Type Public Housing",Count_SubsidizedHousingUnit_OwnerOccupied_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied, Program Type Rent Sup Rap",Count_SubsidizedHousingUnit_OwnerOccupied_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Occupancy Tenure Owner Occupied, Program Type S2 36 Bmir",Count_SubsidizedHousingUnit_OwnerOccupied_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Housing Choice Vouchers, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_HousingChoiceVouchers_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Mod Rehab, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_ModRehab_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Based Section 8, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_ProjectBasedSection8_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 20 2, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection202_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Project Rental Assistance Contract Section 81 1, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection811_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Public Housing, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_PublicHousing_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Program Type Rent Sup Rap, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_RentSupRAP_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Program Type S2 36 Bmir, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_S236BMIR_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit, Utility Allowance Status With Utility Allowance",Count_SubsidizedHousingUnit_WithUtilityAllowance_AsAFractionOf_Count_SubsidizedHousingUnit
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit_ Housing Choice Vouchers, Occupancy Status Occupied Housing Unit, Program Type Housing Choice Vouchers",Count_SubsidizedHousingUnit_OccupiedHousingUnit_HousingChoiceVouchers_AsAFractionOf_Count_SubsidizedHousingUnit_HousingChoiceVouchers
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit_ Mod Rehab, Occupancy Status Occupied Housing Unit, Program Type Mod Rehab",Count_SubsidizedHousingUnit_OccupiedHousingUnit_ModRehab_AsAFractionOf_Count_SubsidizedHousingUnit_ModRehab
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit_ Project Based Section 8, Occupancy Status Occupied Housing Unit, Program Type Project Based Section 8",Count_SubsidizedHousingUnit_OccupiedHousingUnit_ProjectBasedSection8_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectBasedSection8
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit_ Project Rental Assistance Contract Section 20 2, Occupancy Status Occupied Housing Unit, Program Type Project Rental Assistance Contract Section 20 2",Count_SubsidizedHousingUnit_OccupiedHousingUnit_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection202
