sentence,dcid
People with high blood pressure,dc/topic/BloodPressure
People with high cholestrol,dc/topic/Cholesterol
Percent of area that are burned in land fire,Percent_BurnedArea_FireEvent
Percent of forest area that burned,Percent_BurnedArea_FireEvent_Forest
Percent of forest area that experienced high-severity fire,Percent_BurnedArea_FireEvent_Forest_HighSeverity
Percent of illiterate people older than 60,Count_Person_60OrMoreYears_Illiterate_AsAFractionOf_Count_Person_60OrMoreYears
Percent of land covered by Bare Sparse Vegetation,LandCoverFraction_BareSparseVegetation
Percent of land covered by Built Up,LandCoverFraction_BuiltUp
Percent of land covered by Cropland,LandCoverFraction_Cropland
Percent of land covered by Forest,LandCoverFraction_Forest
Percent of land covered by Herbaceous Vegetation,LandCoverFraction_HerbaceousVegetation
Percent of land covered by Moss And Lichen,LandCoverFraction_MossAndLichen
Percent of land covered by Permanent Water,LandCoverFraction_PermanentWater
Percent of land covered by Seasonal Water,LandCoverFraction_SeasonalWater
Percent of land covered by Shrubland,LandCoverFraction_Shrubland
Percent of land covered by Snow Ice,LandCoverFraction_SnowIce
Percentage of Bcg Immunization Coverage Among 1 Year Old female,WHO/bcgv_Female
Percentage of Bcg Immunization Coverage Among 1 Year Old in Rural Areas,WHO/bcgv_Rural
Percentage of Bcg Immunization Coverage Among 1 Year Old in Urban areas,WHO/bcgv_Urban
Percentage of Bcg Immunization Coverage Among 1 Year Old male,WHO/bcgv_Male
Percentage of Dtp3 Immunization Coverage Among 1 Year Old female,WHO/dptv_Female
Percentage of Dtp3 Immunization Coverage Among 1 Year Old in Rural Areas,WHO/dptv_Rural
Percentage of Dtp3 Immunization Coverage Among 1 Year Old in Urban areas,WHO/dptv_Urban
Percentage of Dtp3 Immunization Coverage Among 1 Year Old male,WHO/dptv_Male
Percentage of Females Aged 15-19 Who Gave Birth in the Past 12 Months,Count_Person_15To19Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_15To19Years_Female
Percentage of Females Aged 15-50 Who Gave Birth in the Past 12 Months,Count_Person_15To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_15To50Years_Female
Percentage of Females with a Bachelors Degree or Higher Educational Attainment,Count_Person_25OrMoreYears_Female_BachelorsDegreeOrHigher_AsFractionOf_Count_Person_25OrMoreYears_Female
Percentage of Females with a Doctorate Degree,Count_Person_25OrMoreYears_Female_DoctorateDegree_AsFractionOf_Count_Person_25OrMoreYears_Female
Percentage of Females with a Masters Degree or Higher,Count_Person_25OrMoreYears_Female_MastersDegreeOrHigher_AsFractionOf_Count_Person_25OrMoreYears_Female
Percentage of Females with a Tertiary Education,Count_Person_25OrMoreYears_Female_TertiaryEducation_AsFractionOf_Count_Person_25OrMoreYears_Female
Percentage of Full Immunization Coverage Among 1 Year Old female,WHO/fullv_Female
Percentage of Full Immunization Coverage Among 1 Year Old in Rural Areas,WHO/fullv_Rural
Percentage of Full Immunization Coverage Among 1 Year Old in Urban areas,WHO/fullv_Urban
Percentage of Full Immunization Coverage Among 1 Year Old male,WHO/fullv_Male
Percentage of Males Who Have a Doctorate Degree,Count_Person_25OrMoreYears_Male_DoctorateDegree_AsFractionOf_Count_Person_25OrMoreYears_Male
Percentage of Males Who Have a Masters Degree or Higher,Count_Person_25OrMoreYears_Male_MastersDegreeOrHigher_AsFractionOf_Count_Person_25OrMoreYears_Male
Percentage of Males Who Have a Tertiary Education,Count_Person_25OrMoreYears_Male_TertiaryEducation_AsFractionOf_Count_Person_25OrMoreYears_Male
Percentage of Males with a Bachelors Degree or Higher,Count_Person_25OrMoreYears_Male_BachelorsDegreeOrHigher_AsFractionOf_Count_Person_25OrMoreYears_Male
Percentage of People Aged 20 and above With Diabetes,Percent_Person_20OrMoreYears_WithDiabetes
Percentage of People Aged 50 to 75 Received Colorectal Cancer Screening,Percent_Person_50To75Years_ReceivedColorectalCancerScreening
Percentage of People with access to Electricity,dc/topic/GlobalElectricityAccess
Percentage of Persons Aged 15-19 who are Literate,Count_Person_15To19Years_Literate_AsAFractionOf_Count_Person_15To19Years
Percentage of Persons Aged 15-24 who are Illiterate,Count_Person_15To24Years_Illiterate_AsAFractionOf_Count_Person_15To24Years
Percentage of Safe Child births,Count_DeliveryEvent_Safe_AsFractionOf_Count_DeliveryEvent
Percentage of Total Government Spending Allocated to Education,Amount_EconomicActivity_ExpenditureActivity_EducationExpenditure_Government_AsFractionOf_Amount_EconomicActivity_ExpenditureActivity_Government
Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,dc/topic/sdg_3.d.2
Percentage of boys younger than 5 years who are overweight,Count_Person_Upto4Years_Male_Overweight_AsFractionOf_Count_Person_Upto4Years_Male
Percentage of boys younger than 5 years who are severely wasting,Count_Person_Upto4Years_Male_SevereWasting_AsFractionOf_Count_Person_Upto4Years_Male
Percentage of boys younger than 5 years who are wasting,Count_Person_Upto4Years_Male_Wasting_AsFractionOf_Count_Person_Upto4Years_Male
Percentage of children younger than 5 years who are overweight,Count_Person_Upto4Years_Overweight_AsFractionOf_Count_Person_Upto4Years
Percentage of children younger than 5 years who are severely wasting,Count_Person_Upto4Years_SevereWasting_AsFractionOf_Count_Person_Upto4Years
Percentage of children younger than 5 years who are wasting,Count_Person_Upto4Years_Wasting_AsFractionOf_Count_Person_Upto4Years
Percentage of elderly females Received Core Preventive Services,Percent_Person_65OrMoreYears_Female_ReceivedCorePreventiveServices
Percentage of elderly males Received Core Preventive Services,Percent_Person_65OrMoreYears_Male_ReceivedCorePreventiveServices
Percentage of elderly people who have lost all their teeth,Percent_Person_65OrMoreYears_WithAllTeethLoss
Percentage of females Aged 21 to 65 Received Cervical Cancer Screening,Percent_Person_21To65Years_Female_ReceivedCervicalCancerScreening
Percentage of females Aged 50 to 74 Received Mammography,Percent_Person_50To74Years_Female_ReceivedMammography
Percentage of females aged 16-50 who gave birth in the past 12 months,Count_Person_16To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_16To50Years_Female
Percentage of females aged 25 to 64 who are enrolled in education or training,Count_Person_25To64Years_EnrolledInEducationOrTraining_Female_AsAFractionOfCount_Person_25To64Years_Female
Percentage of females aged 25 to 64 who have tertiary education,Count_Person_25To64Years_TertiaryEducation_Female_AsAFractionOfCount_Person_25To64Years_Female
Percentage of females aged 25 to 64 who have upper secondary education or higher,Count_Person_25To64Years_UpperSecondaryEducationOrHigher_Female_AsAFractionOfCount_Person_25To64Years_Female
Percentage of females aged 35 to 50 who have given birth in the past 12 months,Count_Person_35To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_35To50Years_Female
Percentage of girls younger than 5 years who are overweight,Count_Person_Upto4Years_Female_Overweight_AsFractionOf_Count_Person_Upto4Years_Female
Percentage of girls younger than 5 years who are severely wasting,Count_Person_Upto4Years_Female_SevereWasting_AsFractionOf_Count_Person_Upto4Years_Female
Percentage of girls younger than 5 years who are wasting,Count_Person_Upto4Years_Female_Wasting_AsFractionOf_Count_Person_Upto4Years_Female
Percentage of illiterate people,Count_Person_Illiterate_AsAFractionOf_Count_Person
Percentage of males aged 25 to 64 who are enrolled in education or training,Count_Person_25To64Years_EnrolledInEducationOrTraining_Male_AsAFractionOfCount_Person_25To64Years_Male
Percentage of males aged 25 to 64 who have tertiary education,Count_Person_25To64Years_TertiaryEducation_Male_AsAFractionOfCount_Person_25To64Years_Male
Percentage of males aged 25 to 64 who have upper secondary education or higher,Count_Person_25To64Years_UpperSecondaryEducationOrHigher_Male_AsAFractionOfCount_Person_25To64Years_Male
Percentage of people Aged 25 to 59 Who are Illiterate,Count_Person_25To59Years_Illiterate_AsAFractionOf_Count_Person_25To59Years
Percentage of people Who Have a Masters Degree or Higher,Count_Person_25OrMoreYears_MastersDegreeOrHigher_AsFractionOf_Count_Person_25OrMoreYears
Percentage of people Who Have a Tertiary Education,Count_Person_25OrMoreYears_TertiaryEducation_AsFractionOf_Count_Person_25OrMoreYears
Percentage of people aged 25 to 64 who are enrolled in education or training,Count_Person_25To64Years_EnrolledInEducationOrTraining_AsAFractionOfCount_Person_25To64Years
Percentage of people aged 25 to 64 who have tertiary education,Count_Person_25To64Years_TertiaryEducation_AsAFractionOfCount_Person_25To64Years
Percentage of people aged 25 to 64 who have upper secondary education or higher,Count_Person_25To64Years_UpperSecondaryEducationOrHigher_AsAFractionOfCount_Person_25To64Years
Percentage of people below poverty level in the past 12 months,Count_Person_BelowPovertyLevelInThePast12Months_AsFractionOf_Count_Person
Percentage of people with a Bachelor's or higher Degree,Count_Person_25OrMoreYears_BachelorsDegreeOrHigher_AsFractionOf_Count_Person_25OrMoreYears
Percentage of people with a Doctorate Degree,Count_Person_25OrMoreYears_DoctorateDegree_AsFractionOf_Count_Person_25OrMoreYears
Percentage of renewable electricity capacity,Capacity_Electricity_Renewables_AsAFractionOf_Capacity_Electricity
Percentage of the workforce that is female,Count_Person_15OrMoreYears_InLaborForce_Female_AsFractionOf_Count_Person_InLaborForce
Percentage of waste generated that are processed,Count_WasteGenerated_Processed_AsAFractionOf_Count_WasteGenerated
Percentage of working age females without health insurance,Percent_Person_18To64Years_Female_NoHealthInsurance
Percentage of working age males without health insurance,Percent_Person_18To64Years_Male_NoHealthInsurance
Percentage of working age population Without Health Insurance,Percent_Person_18To64Years_ReceivedNoHealthInsurance
Petroleum Coke consumption by Fuel,Annual_Consumption_Fuel_PetroleumCoke
Petroleum Coke consumption by Fuel for Non Energy Use,Annual_Consumption_Fuel_PetroleumCoke_NonEnergyUse
Physical Activity,dc/topic/PhysicalActivity
Physicians,dc/topic/Physicians
Place of Birth,dc/topic/PlaceOfBirth
