dcid,sentence
custom/statvar_597,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Asia, regional;Climate finance provided;Climate finance disbursements provided to Asia, regional for cross-cutting through oda loans in current USD"
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDBenin,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Benin;Climate finance provided;Climate finance disbursements provided to Benin for cross-cutting through oda loans in current USD
custom/statvar_598,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Bilateral, unspecified;Climate finance provided;Climate finance disbursements provided to Bilateral, unspecified for cross-cutting through oda loans in current USD"
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDBrazil,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Brazil;Climate finance provided;Climate finance disbursements provided to Brazil for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDCambodia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Cambodia;Climate finance provided;Climate finance disbursements provided to Cambodia for cross-cutting through oda loans in current USD
custom/statvar_599,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Caribbean & Central America, regional;Climate finance provided;Climate finance disbursements provided to Caribbean & Central America, regional for cross-cutting through oda loans in current USD"
custom/statvar_600,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Caribbean, regional;Climate finance provided;Climate finance disbursements provided to Caribbean, regional for cross-cutting through oda loans in current USD"
custom/statvar_601,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - China (People's Republic of);Climate finance provided;Climate finance disbursements provided to China (People's Republic of) for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDColombia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Colombia;Climate finance provided;Climate finance disbursements provided to Colombia for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDCuba,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Cuba;Climate finance provided;Climate finance disbursements provided to Cuba for cross-cutting through oda loans in current USD
custom/statvar_602,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Côte d'Ivoire;Climate finance provided;Climate finance disbursements provided to Côte d'Ivoire for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDDemocraticRepublicoftheCongo,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Democratic Republic of the Congo;Climate finance provided;Climate finance disbursements provided to Democratic Republic of the Congo for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDDominicanRepublic,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Dominican Republic;Climate finance provided;Climate finance disbursements provided to Dominican Republic for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDEcuador,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Ecuador;Climate finance provided;Climate finance disbursements provided to Ecuador for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDEgypt,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Egypt;Climate finance provided;Climate finance disbursements provided to Egypt for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDEthiopia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Ethiopia;Climate finance provided;Climate finance disbursements provided to Ethiopia for cross-cutting through oda loans in current USD
custom/statvar_603,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Europe, regional;Climate finance provided;Climate finance disbursements provided to Europe, regional for cross-cutting through oda loans in current USD"
custom/statvar_604,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Far East Asia, regional;Climate finance provided;Climate finance disbursements provided to Far East Asia, regional for cross-cutting through oda loans in current USD"
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDGeorgia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Georgia;Climate finance provided;Climate finance disbursements provided to Georgia for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDGhana,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Ghana;Climate finance provided;Climate finance disbursements provided to Ghana for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDGrenada,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Grenada;Climate finance provided;Climate finance disbursements provided to Grenada for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDHonduras,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Honduras;Climate finance provided;Climate finance disbursements provided to Honduras for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDIndia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - India;Climate finance provided;Climate finance disbursements provided to India for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDIndonesia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Indonesia;Climate finance provided;Climate finance disbursements provided to Indonesia for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDIraq,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Iraq;Climate finance provided;Climate finance disbursements provided to Iraq for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDJordan,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Jordan;Climate finance provided;Climate finance disbursements provided to Jordan for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDKenya,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Kenya;Climate finance provided;Climate finance disbursements provided to Kenya for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDMadagascar,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Madagascar;Climate finance provided;Climate finance disbursements provided to Madagascar for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDMali,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Mali;Climate finance provided;Climate finance disbursements provided to Mali for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDMauritius,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Mauritius;Climate finance provided;Climate finance disbursements provided to Mauritius for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDMexico,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Mexico;Climate finance provided;Climate finance disbursements provided to Mexico for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDMorocco,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Morocco;Climate finance provided;Climate finance disbursements provided to Morocco for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDMozambique,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Mozambique;Climate finance provided;Climate finance disbursements provided to Mozambique for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDMyanmar,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Myanmar;Climate finance provided;Climate finance disbursements provided to Myanmar for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDNamibia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Namibia;Climate finance provided;Climate finance disbursements provided to Namibia for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDNepal,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Nepal;Climate finance provided;Climate finance disbursements provided to Nepal for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDNicaragua,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Nicaragua;Climate finance provided;Climate finance disbursements provided to Nicaragua for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDNiger,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Niger;Climate finance provided;Climate finance disbursements provided to Niger for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDNigeria,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Nigeria;Climate finance provided;Climate finance disbursements provided to Nigeria for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDNorthMacedonia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - North Macedonia;Climate finance provided;Climate finance disbursements provided to North Macedonia for cross-cutting through oda loans in current USD
custom/statvar_605,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Oceania, regional;Climate finance provided;Climate finance disbursements provided to Oceania, regional for cross-cutting through oda loans in current USD"
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDPakistan,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Pakistan;Climate finance provided;Climate finance disbursements provided to Pakistan for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDParaguay,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Paraguay;Climate finance provided;Climate finance disbursements provided to Paraguay for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDPeru,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Peru;Climate finance provided;Climate finance disbursements provided to Peru for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDRwanda,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Rwanda;Climate finance provided;Climate finance disbursements provided to Rwanda for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDSaintVincentandtheGrenadines,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Saint Vincent and the Grenadines;Climate finance provided;Climate finance disbursements provided to Saint Vincent and the Grenadines for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDSenegal,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Senegal;Climate finance provided;Climate finance disbursements provided to Senegal for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDSerbia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Serbia;Climate finance provided;Climate finance disbursements provided to Serbia for cross-cutting through oda loans in current USD
custom/statvar_606,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - South & Central Asia, regional;Climate finance provided;Climate finance disbursements provided to South & Central Asia, regional for cross-cutting through oda loans in current USD"
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDSouthAfrica,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - South Africa;Climate finance provided;Climate finance disbursements provided to South Africa for cross-cutting through oda loans in current USD
custom/statvar_607,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - South America, regional;Climate finance provided;Climate finance disbursements provided to South America, regional for cross-cutting through oda loans in current USD"
custom/statvar_608,"Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - South Asia, regional;Climate finance provided;Climate finance disbursements provided to South Asia, regional for cross-cutting through oda loans in current USD"
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDSriLanka,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Sri Lanka;Climate finance provided;Climate finance disbursements provided to Sri Lanka for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDTunisia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Tunisia;Climate finance provided;Climate finance disbursements provided to Tunisia for cross-cutting through oda loans in current USD
custom/statvar_609,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Türkiye;Climate finance provided;Climate finance disbursements provided to Türkiye for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDUganda,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Uganda;Climate finance provided;Climate finance disbursements provided to Uganda for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDVietNam,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Viet Nam;Climate finance provided;Climate finance disbursements provided to Viet Nam for cross-cutting through oda loans in current USD
climateFinanceProvidedDisbursementsCrossCuttingOdaLoansByRecipientCurrentUSDZambia,Climate finance disbursements (provider perspective) for cross cutting ODA loans by recipient (current USD) - Zambia;Climate finance provided;Climate finance disbursements provided to Zambia for cross-cutting through oda loans in current USD
custom/statvar_610,"Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Africa, regional;Climate finance provided;Climate finance disbursements provided to Africa, regional for cross-cutting through other official flows (non export credit) in current USD"
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDArgentina,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Argentina;Climate finance provided;Climate finance disbursements provided to Argentina for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDArmenia,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Armenia;Climate finance provided;Climate finance disbursements provided to Armenia for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDBelize,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Belize;Climate finance provided;Climate finance disbursements provided to Belize for cross-cutting through other official flows (non export credit) in current USD
custom/statvar_611,"Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Bilateral, unspecified;Climate finance provided;Climate finance disbursements provided to Bilateral, unspecified for cross-cutting through other official flows (non export credit) in current USD"
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDBolivia,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Bolivia;Climate finance provided;Climate finance disbursements provided to Bolivia for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDBrazil,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Brazil;Climate finance provided;Climate finance disbursements provided to Brazil for cross-cutting through other official flows (non export credit) in current USD
custom/statvar_612,"Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Caribbean & Central America, regional;Climate finance provided;Climate finance disbursements provided to Caribbean & Central America, regional for cross-cutting through other official flows (non export credit) in current USD"
custom/statvar_613,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - China (People's Republic of);Climate finance provided;Climate finance disbursements provided to China (People's Republic of) for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDColombia,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Colombia;Climate finance provided;Climate finance disbursements provided to Colombia for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDEcuador,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Ecuador;Climate finance provided;Climate finance disbursements provided to Ecuador for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDEgypt,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Egypt;Climate finance provided;Climate finance disbursements provided to Egypt for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDGeorgia,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Georgia;Climate finance provided;Climate finance disbursements provided to Georgia for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDIndia,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - India;Climate finance provided;Climate finance disbursements provided to India for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDJordan,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Jordan;Climate finance provided;Climate finance disbursements provided to Jordan for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDKazakhstan,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Kazakhstan;Climate finance provided;Climate finance disbursements provided to Kazakhstan for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDKyrgyzstan,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Kyrgyzstan;Climate finance provided;Climate finance disbursements provided to Kyrgyzstan for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDLebanon,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Lebanon;Climate finance provided;Climate finance disbursements provided to Lebanon for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDMauritius,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Mauritius;Climate finance provided;Climate finance disbursements provided to Mauritius for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDMexico,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Mexico;Climate finance provided;Climate finance disbursements provided to Mexico for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDMoldova,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Moldova;Climate finance provided;Climate finance disbursements provided to Moldova for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDMorocco,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Morocco;Climate finance provided;Climate finance disbursements provided to Morocco for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDMozambique,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Mozambique;Climate finance provided;Climate finance disbursements provided to Mozambique for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDNicaragua,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Nicaragua;Climate finance provided;Climate finance disbursements provided to Nicaragua for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDPanama,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Panama;Climate finance provided;Climate finance disbursements provided to Panama for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDParaguay,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Paraguay;Climate finance provided;Climate finance disbursements provided to Paraguay for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDRwanda,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Rwanda;Climate finance provided;Climate finance disbursements provided to Rwanda for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDSerbia,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Serbia;Climate finance provided;Climate finance disbursements provided to Serbia for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDSierraLeone,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Sierra Leone;Climate finance provided;Climate finance disbursements provided to Sierra Leone for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDSuriname,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Suriname;Climate finance provided;Climate finance disbursements provided to Suriname for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDTajikistan,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Tajikistan;Climate finance provided;Climate finance disbursements provided to Tajikistan for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDTanzania,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Tanzania;Climate finance provided;Climate finance disbursements provided to Tanzania for cross-cutting through other official flows (non export credit) in current USD
custom/statvar_614,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Türkiye;Climate finance provided;Climate finance disbursements provided to Türkiye for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDUganda,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Uganda;Climate finance provided;Climate finance disbursements provided to Uganda for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDUkraine,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Ukraine;Climate finance provided;Climate finance disbursements provided to Ukraine for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsByRecipientCurrentUSDUruguay,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) by recipient (current USD) - Uruguay;Climate finance provided;Climate finance disbursements provided to Uruguay for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCrossCuttingOtherOfficialFlowsCurrentUSD,Climate finance disbursements (provider perspective) for cross cutting other official flows (non export credit) (current USD);Climate finance provided;Climate finance disbursements provided for cross-cutting through other official flows (non export credit) in current USD
climateFinanceProvidedDisbursementsCurrentUSD,Climate finance disbursements (provider perspective) (current USD);Climate finance provided;Climate finance disbursements provided in current USD
custom/statvar_615,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Africa, regional;Climate finance provided;Climate finance disbursements provided to Africa, regional through equity investment in current USD"
custom/statvar_616,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - America, regional;Climate finance provided;Climate finance disbursements provided to America, regional through equity investment in current USD"
custom/statvar_617,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Asia, regional;Climate finance provided;Climate finance disbursements provided to Asia, regional through equity investment in current USD"
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDAzerbaijan,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Azerbaijan;Climate finance provided;Climate finance disbursements provided to Azerbaijan through equity investment in current USD
custom/statvar_618,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Bilateral, unspecified;Climate finance provided;Climate finance disbursements provided to Bilateral, unspecified through equity investment in current USD"
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDBrazil,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Brazil;Climate finance provided;Climate finance disbursements provided to Brazil through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDCameroon,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Cameroon;Climate finance provided;Climate finance disbursements provided to Cameroon through equity investment in current USD
custom/statvar_619,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Caribbean & Central America, regional;Climate finance provided;Climate finance disbursements provided to Caribbean & Central America, regional through equity investment in current USD"
custom/statvar_620,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Central Asia, regional;Climate finance provided;Climate finance disbursements provided to Central Asia, regional through equity investment in current USD"
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDChile,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Chile;Climate finance provided;Climate finance disbursements provided to Chile through equity investment in current USD
custom/statvar_621,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - China (People's Republic of);Climate finance provided;Climate finance disbursements provided to China (People's Republic of) through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDColombia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Colombia;Climate finance provided;Climate finance disbursements provided to Colombia through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDDominicanRepublic,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Dominican Republic;Climate finance provided;Climate finance disbursements provided to Dominican Republic through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDEgypt,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Egypt;Climate finance provided;Climate finance disbursements provided to Egypt through equity investment in current USD
