DCID	Starter Summary	The Carl Sagan inspired prompt	Strict
geoId/23	Maine is a state in United States. The population in Maine was 1,385,340 in 2022. The median age in Maine was 44.7 in 2021. The median income in Maine was $32,861 in 2021. The unemployment rate in Maine was 3.2% in 2023. The life expectancy in Maine was 77.8 in 2020. The percentage of people with obesity in Maine was 32.26% in 2021. The percentage of people who binge drink in Maine was 17.86% in 2021. The percentage of people who smoke in Maine was 16.71% in 2021.		Maine, a state in the northeastern United States, had a population of 1,385,340 in 2022. The median age in 2021 was 44.7 years, with a median income of $32,861. Maine's unemployment rate in 2023 was 3.2%. Life expectancy in 2020 was 77.8 years. Additionally, in 2021, 32.26% of the population was classified as obese, 17.86% reported binge drinking, and 16.71% were smokers.
geoId/24	Maryland is a state in United States. The population in Maryland was 6,164,660 in 2022. The median age in Maryland was 38.9 in 2021. The median income in Maryland was $43,983 in 2021. The unemployment rate in Maryland was 1.8% in 2023. The life expectancy in Maryland was 76.8 in 2020. The percentage of people with obesity in Maryland was 34.44% in 2021. The percentage of people who binge drink in Maryland was 14.62% in 2021. The percentage of people who smoke in Maryland was 12.87% in 2021.		Maryland, a state in the Mid-Atlantic region of the United States, had a population of 6,164,660 in 2022. The median age in 2021 was 38.9 years, with a median income of $43,983. Maryland's unemployment rate in 2023 stood at a low 1.8%. Life expectancy in the state was 76.8 years in 2020. Additionally, in 2021, 34.44% of the population was classified as obese, 14.62% reported binge drinking, and 12.87% were smokers.
geoId/2404000	Baltimore is a city in Baltimore, Maryland, United States. The population in Baltimore was 569,931 in 2022. The median age in Baltimore was 35.7 in 2021. The median income in Baltimore was $32,686 in 2021. The unemployment rate in Baltimore was 2.5% in 2023. The percentage of people with obesity in Baltimore was 37.1% in 2021. The percentage of people who binge drink in Baltimore was 15.4% in 2021. The percentage of people who smoke in Baltimore was 19.8% in 2021.		Baltimore, an independent city in Maryland, had a population of 569,931 in 2022. In 2021, the median age was 35.7 years, and the median income was $32,686. Baltimore's unemployment rate in 2023 stood at 2.5%. Additionally, in 2021, 37.1% of the population was classified as obese, 15.4% reported binge drinking, and 19.8% were smokers.
geoId/25	Massachusetts is a state in United States. The population in Massachusetts was 6,981,974 in 2022. The median age in Massachusetts was 39.6 in 2021. The median income in Massachusetts was $42,076 in 2021. The unemployment rate in Massachusetts was 2.8% in 2023. The life expectancy in Massachusetts was 79 in 2020. The percentage of people with obesity in Massachusetts was 28.16% in 2021. The percentage of people who binge drink in Massachusetts was 17.8% in 2021. The percentage of people who smoke in Massachusetts was 13.18% in 2021.		Massachusetts, a state in the northeastern United States, had a population of 6,981,974 in 2022. The median age in 2021 was 39.6 years, and the median income that year was $42,076. The unemployment rate in 2023 stood at 2.8%. Life expectancy in the state was 79 years in 2020. Additionally, in 2021, 28.16% of the population was classified as obese, 17.8% reported binge drinking, and 13.18% were smokers.
geoId/2507000	Boston is a city in Suffolk County, Massachusetts, United States. The population in Boston was 650,706 in 2022. The median age in Boston was 32.6 in 2021. The median income in Boston was $40,319 in 2021. The unemployment rate in Boston was 2.7% in 2023. The percentage of people with obesity in Boston was 25.6% in 2021. The percentage of people who binge drink in Boston was 17.8% in 2021. The percentage of people who smoke in Boston was 13.3% in 2021.		Boston, a city located in Suffolk County, Massachusetts, had a population of 650,706 in 2022. In 2021, the median age was 32.6 years, with a median income of $40,319. Boston's unemployment rate in 2023 stood at 2.7%. Additionally, in 2021, 25.6% of the population was classified as obese, 17.8% reported binge drinking, and 13.3% were smokers.
geoId/26	Michigan is a state in United States. The population in Michigan was 10,034,113 in 2022. The median age in Michigan was 39.8 in 2021. The median income in Michigan was $32,451 in 2021. The unemployment rate in Michigan was 3.6% in 2023. The life expectancy in Michigan was 76 in 2020. The percentage of people with obesity in Michigan was 35.93% in 2021. The percentage of people who binge drink in Michigan was 17.45% in 2021. The percentage of people who smoke in Michigan was 18.55% in 2021.		Michigan, a state in the Great Lakes region of the United States, had a population of 10,034,113 in 2022. The median age in 2021 was 39.8 years, with a median income of $32,451. Michigan's unemployment rate in 2023 stood at 3.6%. Life expectancy in the state was 76 years in 2020. Additionally, in 2021, 35.93% of the population was classified as obese, 17.45% reported binge drinking, and 18.55% were smokers.
geoId/2622000	Detroit is a city in Wayne County, Michigan, United States. The population in Detroit was 620,376 in 2022. The median age in Detroit was 35 in 2021. The median income in Detroit was $21,862 in 2021. The unemployment rate in Detroit was 8.2% in 2023. The percentage of people with obesity in Detroit was 45.9% in 2021. The percentage of people who binge drink in Detroit was 12.9% in 2021. The percentage of people who smoke in Detroit was 29.1% in 2021.		Detroit, a city in Wayne County, Michigan, had a population of 620,376 in 2022. The median age in 2021 was 35 years, with a median income of $21,862. Detroit's unemployment rate in 2023 stood at 8.2%. Additionally, in 2021, 45.9% of the population was classified as obese, 12.9% reported binge drinking, and 29.1% were smokers.
geoId/27	Minnesota is a state in United States. The population in Minnesota was 5,717,184 in 2022. The median age in Minnesota was 38.2 in 2021. The median income in Minnesota was $39,756 in 2021. The unemployment rate in Minnesota was 1.9% in 2023. The life expectancy in Minnesota was 79.1 in 2020. The percentage of people with obesity in Minnesota was 32.98% in 2021. The percentage of people who binge drink in Minnesota was 19.72% in 2021. The percentage of people who smoke in Minnesota was 15.24% in 2021.		Minnesota, a state in the midwestern United States, had a population of 5,717,184 in 2022. The median age in 2021 was 38.2 years, with a median income of $39,756. Minnesota's unemployment rate in 2023 stood at an impressively low 1.9%. Life expectancy in the state was 79.1 years in 2020. Additionally, in 2021, 32.98% of the population was classified as obese, 19.72% reported binge drinking, and 15.24% were smokers.
geoId/2743000	Minneapolis is a city in Hennepin County, Minnesota, United States. The population in Minneapolis was 425,096 in 2022. The median age in Minneapolis was 32.7 in 2021. The median income in Minneapolis was $38,360 in 2021. The unemployment rate in Minneapolis was 2% in 2023. The percentage of people with obesity in Minneapolis was 30.4% in 2021. The percentage of people who binge drink in Minneapolis was 19.3% in 2021. The percentage of people who smoke in Minneapolis was 14.8% in 2021.		Minneapolis, a city located within Hennepin County, Minnesota, had a population of 425,096 in 2022. The median age in 2021 was 32.7 years, and the median income was $38,360. The city's unemployment rate in 2023 stood at a low 2%. Additionally, in 2021, 30.4% of Minneapolis' population was classified as obese, 19.3% reported binge drinking, and 14.8% were smokers.
geoId/2758000	Saint Paul is a city in Ramsey County, Minnesota, United States. The population in Saint Paul was 303,176 in 2022. The median age in Saint Paul was 32.7 in 2021. The median income in Saint Paul was $34,197 in 2021. The unemployment rate in Saint Paul was 2% in 2023. The percentage of people with obesity in Saint Paul was 33.7% in 2021. The percentage of people who binge drink in Saint Paul was 17.3% in 2021. The percentage of people who smoke in Saint Paul was 16.9% in 2021.		Saint Paul, a city within Ramsey County, Minnesota, had a population of 303,176 in 2022. The median age in 2021 was 32.7 years, with a median income of $34,197. The city's unemployment rate in 2023 was 2%. Additionally, in 2021, 33.7% of the population was classified as obese, 17.3% reported binge drinking, and 16.9% were smokers.
geoId/28	Mississippi is a state in United States. The population in Mississippi was 2,940,057 in 2022. The median age in Mississippi was 37.8 in 2021. The median income in Mississippi was $26,510 in 2021. The unemployment rate in Mississippi was 2.6% in 2023. The life expectancy in Mississippi was 71.9 in 2020. The percentage of people with obesity in Mississippi was 40.9% in 2021. The percentage of people who binge drink in Mississippi was 13.67% in 2021. The percentage of people who smoke in Mississippi was 20.12% in 2021.		Mississippi, a southern U.S. state, had a population of 2,940,057 in 2022. The median age in 2021 was 37.8 years, and the median income that year was $26,510. The unemployment rate in Mississippi stood at 2.6% in 2023. Life expectancy in 2020 was 71.9 years. Additionally, in 2021, 40.9% of the population was classified as obese, 13.67% reported binge drinking, and 20.12% were smokers.
geoId/29	Missouri is a state in United States. The population in Missouri was 6,177,957 in 2022. The median age in Missouri was 38.8 in 2021. The median income in Missouri was $32,362 in 2021. The unemployment rate in Missouri was 2.9% in 2023. The life expectancy in Missouri was 75.1 in 2020. The percentage of people with obesity in Missouri was 37.72% in 2021. The percentage of people who binge drink in Missouri was 18.27% in 2021. The percentage of people who smoke in Missouri was 19.31% in 2021.		Missouri, a state in the Midwestern United States, had a population of 6,177,957 in 2022. The median age in 2021 was 38.8 years, with a median income of $32,362. Missouri's unemployment rate in 2023 stood at 2.9%. Life expectancy in the state was 75.1 years in 2020. Additionally, in 2021, 37.72% of the population was classified as obese, 18.27% reported binge drinking, and 19.31% were smokers.
geoId/2938000	Kansas City is a city in Platte County, Jackson County, Clay County, Cass County, Missouri, United States. The population in Kansas City was 509,297 in 2022. The median age in Kansas City was 35.4 in 2021. The median income in Kansas City was $34,843 in 2021. The unemployment rate in Kansas City was 3.2% in 2023. The percentage of people with obesity in Kansas City was 40.9% in 2021. The percentage of people who binge drink in Kansas City was 18.2% in 2021. The percentage of people who smoke in Kansas City was 18.7% in 2021.		Kansas City, a city spanning Platte, Jackson, Clay, and Cass counties in Missouri, had a population of 509,297 in 2022. The median age in 2021 was 35.4 years, with a median income of $34,843. The city's unemployment rate in 2023 stood at 3.2%. Additionally, in 2021, 40.9% of the population was classified as obese, 18.2% reported binge drinking, and 18.7% were smokers.
geoId/2965000	St. Louis is a city in St. Louis, Missouri, United States. The population in St. Louis was 286,578 in 2022. The median age in St. Louis was 36.3 in 2021. The median income in St. Louis was $31,804 in 2021. The unemployment rate in St. Louis was 3.5% in 2023. The percentage of people with obesity in St. Louis was 37.5% in 2021. The percentage of people who binge drink in St. Louis was 18.1% in 2021. The percentage of people who smoke in St. Louis was 21.7% in 2021.		St. Louis, an independent city in Missouri, had a population of 286,578 in 2022. In 2021, the median age was 36.3 years, with a median income of $31,804. St. Louis' unemployment rate in 2023 stood at 3.5%. Additionally, in 2021, 37.5% of the population was classified as obese, 18.1% reported binge drinking, and 21.7% were smokers.
geoId/30	Montana is a state in United States. The population in Montana was 1,122,867 in 2022. The median age in Montana was 40 in 2021. The median income in Montana was $31,459 in 2021. The unemployment rate in Montana was 3% in 2023. The life expectancy in Montana was 76.8 in 2020. The percentage of people with obesity in Montana was 32.17% in 2021. The percentage of people who binge drink in Montana was 22.59% in 2021. The percentage of people who smoke in Montana was 16.6% in 2021.		Montana, a state in the western United States, had a population of 1,122,867 in 2022. The median age in 2021 was 40 years, with a median income of $31,459. The state's unemployment rate in 2023 was 3%. Life expectancy in Montana was 76.8 years in 2020. Additionally, in 2021, 32.17% of the population was classified as obese, 22.59% reported binge drinking, and 16.6% were smokers.
geoId/31	Nebraska is a state in United States. The population in Nebraska was 1,967,923 in 2022. The median age in Nebraska was 36.7 in 2021. The median income in Nebraska was $35,128 in 2021. The unemployment rate in Nebraska was 2% in 2023. The life expectancy in Nebraska was 77.7 in 2020. The percentage of people with obesity in Nebraska was 37.22% in 2021. The percentage of people who binge drink in Nebraska was 20.91% in 2021. The percentage of people who smoke in Nebraska was 15.22% in 2021.		Nebraska, a state in the Midwestern United States, had a population of 1,967,923 in 2022. The median age in 2021 was 36.7 years, with a median income of $35,128. Nebraska's unemployment rate in 2023 stood at an impressively low 2%. Life expectancy in the state was 77.7 years in 2020. Additionally, in 2021, 37.22% of the population was classified as obese, 20.91% reported binge drinking, and 15.22% were smokers.
geoId/3128000	Lincoln is a city in Lancaster County, Nebraska, United States. The population in Lincoln was 292,627 in 2022. The median age in Lincoln was 33 in 2021. The median income in Lincoln was $33,132 in 2021. The unemployment rate in Lincoln was 2% in 2023. The percentage of people with obesity in Lincoln was 34.4% in 2021. The percentage of people who binge drink in Lincoln was 21.7% in 2021. The percentage of people who smoke in Lincoln was 14.7% in 2021.		Lincoln, a city within Lancaster County, Nebraska, had a population of 292,627 in 2022. The median age in 2021 was 33 years, with a median income of $33,132. Lincoln's unemployment rate in 2023 stood at a low 2%. Additionally, in 2021, 34.4% of the population was classified as obese, 21.7% reported binge drinking, and 14.7% were smokers.
geoId/3137000	Omaha is a city in Douglas County, Nebraska, United States. The population in Omaha was 485,153 in 2022. The median age in Omaha was 35 in 2021. The median income in Omaha was $36,186 in 2021. The unemployment rate in Omaha was 2.4% in 2023. The percentage of people with obesity in Omaha was 36.3% in 2021. The percentage of people who binge drink in Omaha was 20.4% in 2021. The percentage of people who smoke in Omaha was 15.4% in 2021.		Omaha, a city located in Douglas County, Nebraska, had a population of 485,153 in 2022. The median age in 2021 was 35 years, with a median income of $36,186.  The city's unemployment rate in 2023 stood at 2.4%. Additionally, in 2021, 36.3% of the population was classified as obese, 20.4% reported binge drinking, and 15.4% were smokers.
geoId/32	Nevada is a state in United States. The population in Nevada was 3,177,772 in 2022. The median age in Nevada was 38.3 in 2021. The median income in Nevada was $33,832 in 2021. The unemployment rate in Nevada was 4.8% in 2023. The life expectancy in Nevada was 76.3 in 2020. The percentage of people with obesity in Nevada was 31.17% in 2021. The percentage of people who binge drink in Nevada was 14.38% in 2021. The percentage of people who smoke in Nevada was 16.88% in 2021.		Nevada, a state in the western United States, had a population of 3,177,772 in 2022. The median age in 2021 was 38.3 years, with a median income of $33,832. In 2023, the unemployment rate in Nevada was 4.8%. Life expectancy in the state was 76.3 years in 2020. Additionally, in 2021, 31.17% of the population was classified as obese, 14.38% reported binge drinking, and 16.88% were smokers.
geoId/3231900	Henderson is a city in Clark County, Nevada, United States. The population in Henderson was 331,415 in 2022. The median age in Henderson was 42.3 in 2021. The median income in Henderson was $40,013 in 2021. The unemployment rate in Henderson was 4.7% in 2023. The percentage of people with obesity in Henderson was 28.6% in 2021. The percentage of people who binge drink in Henderson was 14.7% in 2021. The percentage of people who smoke in Henderson was 14.7% in 2021.		Henderson, a city located within Clark County, Nevada, had a population of 331,415 in 2022. The median age in 2021 was 42.3 years, with a median income of $40,013. Henderson's unemployment rate in 2023 stood at 4.7%. Additionally, in 2021, 28.6% of the population was classified as obese, 14.7% reported binge drinking, and 14.7% were smokers.
geoId/3240000	Las Vegas is a city in Clark County, Nevada, United States. The population in Las Vegas was 656,274 in 2022. The median age in Las Vegas was 37.9 in 2021. The median income in Las Vegas was $32,603 in 2021. The unemployment rate in Las Vegas was 5.3% in 2023. The percentage of people with obesity in Las Vegas was 32.3% in 2021. The percentage of people who binge drink in Las Vegas was 13.4% in 2021. The percentage of people who smoke in Las Vegas was 18% in 2021.		Las Vegas, a city in Clark County, Nevada, had a population of 656,274 in 2022. The median age in 2021 was 37.9 years, with a median income of $32,603. The unemployment rate in Las Vegas stood at 5.3% in 2023. Additionally, in 2021, 32.3% of the population was classified as obese, 13.4% reported binge drinking, and 18% were smokers.
geoId/3251800	North Las Vegas is a city in Clark County, Nevada, United States. The population in North Las Vegas was 280,543 in 2022. The median age in North Las Vegas was 33.3 in 2021. The median income in North Las Vegas was $31,987 in 2021. The unemployment rate in North Las Vegas was 6% in 2023. The percentage of people with obesity in North Las Vegas was 33.8% in 2021. The percentage of people who binge drink in North Las Vegas was 12.8% in 2021. The percentage of people who smoke in North Las Vegas was 18.7% in 2021.		North Las Vegas, a city in Clark County, Nevada, had a population of 280,543 in 2022.  In 2021, the median age was 33.3 years, with a median income of $31,987. The city's unemployment rate in 2023 stood at 6%. Additionally, in 2021, 33.8% of the population was classified as obese, 12.8% reported binge drinking, and 18.7% were smokers.
geoId/3260600	Reno is a city in Washoe County, Nevada, United States. The population in Reno was 273,448 in 2022. The median age in Reno was 36.4 in 2021. The median income in Reno was $35,646 in 2021. The unemployment rate in Reno was 3.8% in 2023. The percentage of people with obesity in Reno was 28.7% in 2021. The percentage of people who binge drink in Reno was 17.6% in 2021. The percentage of people who smoke in Reno was 16.8% in 2021.		Reno, a city located in Washoe County, Nevada, had a population of 273,448 in 2022. The median age in 2021 was 36.4 years, with a median income of $35,646. Reno's unemployment rate in 2023 stood at 3.8%. Additionally, in 2021, 28.7% of the population was classified as obese, 17.6% reported binge drinking, and 16.8% were smokers.
geoId/33	New Hampshire is a state in United States. The population in New Hampshire was 1,395,231 in 2022. The median age in New Hampshire was 43 in 2021. The median income in New Hampshire was $39,627 in 2021. The unemployment rate in New Hampshire was 2.5% in 2023. The life expectancy in New Hampshire was 79 in 2020. The percentage of people with obesity in New Hampshire was 31.74% in 2021. The percentage of people who binge drink in New Hampshire was 17.06% in 2021. The percentage of people who smoke in New Hampshire was 14.36% in 2021.		New Hampshire, a state in the northeastern United States, had a population of 1,395,231 in 2022. The median age in 2021 was 43 years, with a median income of $39,627. The state's unemployment rate in 2023 was 2.5%. Life expectancy in New Hampshire was 79 years in 2020. Additionally, in 2021, 31.74% of the population was classified as obese, 17.06% reported binge drinking, and 14.36% were smokers.
geoId/34	New Jersey is a state in United States. The population in New Jersey was 9,261,699 in 2022. The median age in New Jersey was 40 in 2021. The median income in New Jersey was $41,837 in 2021. The unemployment rate in New Jersey was 4.3% in 2023. The life expectancy in New Jersey was 77.5 in 2020. The percentage of people with obesity in New Jersey was 29.36% in 2021. The percentage of people who binge drink in New Jersey was 16.6% in 2021. The percentage of people who smoke in New Jersey was 13.3% in 2021.		New Jersey, a state in the northeastern United States, had a population of 9,261,699 in 2022.  The median age in 2021 was 40 years, and the median income that year was $41,837. New Jersey's unemployment rate in 2023 stood at 4.3%. Life expectancy in 2020 was 77.5 years. Additionally, in 2021, 29.36% of the population was classified as obese, 16.6% reported binge drinking, and 13.3% were smokers.
geoId/3436000	Jersey City is a city in Hudson County, New Jersey, United States. The population in Jersey City was 286,670 in 2022. The median age in Jersey City was 34.5 in 2021. The median income in Jersey City was $43,778 in 2021. The unemployment rate in Jersey City was 4.9% in 2023. The percentage of people with obesity in Jersey City was 25.3% in 2021. The percentage of people who binge drink in Jersey City was 14.1% in 2021. The percentage of people who smoke in Jersey City was 13% in 2021.		Jersey City, a city within Hudson County, New Jersey, had a population of 286,670 in 2022. The median age in 2021 was 34.5 years, with a median income of $43,778. Jersey City's unemployment rate in 2023 stood at 4.9%. Additionally, in 2021, 25.3% of the population was classified as obese, 14.1% reported binge drinking, and 13% were smokers.
geoId/3451000	Newark is a city in Essex County, New Jersey, United States. The population in Newark was 305,344 in 2022. The median age in Newark was 34.7 in 2021. The median income in Newark was $25,422 in 2021. The unemployment rate in Newark was 6.9% in 2023. The percentage of people with obesity in Newark was 38.5% in 2021. The percentage of people who binge drink in Newark was 13.9% in 2021. The percentage of people who smoke in Newark was 19.5% in 2021.		Newark, a city in Essex County, New Jersey, had a population of 305,344 in 2022. The median age in 2021 was 34.7 years, with a median income of $25,422. The city's unemployment rate in 2023 stood at 6.9%. Additionally, in 2021, 38.5% of the population was classified as obese, 13.9% reported binge drinking, and 19.5% were smokers.
geoId/35	New Mexico is a state in United States. The population in New Mexico was 2,113,344 in 2022. The median age in New Mexico was 38.3 in 2021. The median income in New Mexico was $28,284 in 2021. The unemployment rate in New Mexico was 3.7% in 2023. The life expectancy in New Mexico was 74.5 in 2020. The percentage of people with obesity in New Mexico was 34.34% in 2021. The percentage of people who binge drink in New Mexico was 14.76% in 2021. The percentage of people who smoke in New Mexico was 15.7% in 2021.		New Mexico, a southwestern U.S. state, had a population of 2,113,344 in 2022. The median age in 2021 was 38.3 years, with a median income of $28,284. The state's unemployment rate in 2023 was 3.7%. Life expectancy in New Mexico was 74.5 years in 2020. Additionally, in 2021, 34.34% of the population was classified as obese, 14.76% reported binge drinking, and 15.7% were smokers.
geoId/3502000	Albuquerque is a city in Bernalillo County, New Mexico, United States. The population in Albuquerque was 561,008 in 2022. The median age in Albuquerque was 37.5 in 2021. The median income in Albuquerque was $32,184 in 2021. The unemployment rate in Albuquerque was 3.5% in 2023. The percentage of people with obesity in Albuquerque was 31.4% in 2021. The percentage of people who binge drink in Albuquerque was 15.5% in 2021. The percentage of people who smoke in Albuquerque was 14.3% in 2021.		Albuquerque, a city within Bernalillo County, New Mexico, had a population of 561,008 in 2022. In 2021, the median age was 37.5 years, with a median income of $32,184.  Albuquerque's unemployment rate in 2023 stood at 3.5%. Additionally, in 2021, 31.4% of the population was classified as obese, 15.5% reported binge drinking, and 14.3% were smokers.
geoId/36	New York is a state in United States. The population in New York was 19,677,151 in 2022. The median age in New York was 39.2 in 2021. The median income in New York was $37,469 in 2021. The unemployment rate in New York was 4% in 2023. The life expectancy in New York was 77.7 in 2020. The percentage of people with obesity in New York was 29.92% in 2021. The percentage of people who binge drink in New York was 16.76% in 2021. The percentage of people who smoke in New York was 15.08% in 2021.		New York, a state in the northeastern United States, had a population of 19,677,151 in 2022. The median age in 2021 was 39.2 years, with a median income of $37,469. The state's unemployment rate in 2023 stood at 4%. Life expectancy in New York was 77.7 years in 2020. Additionally, in 2021, 29.92% of the population was classified as obese, 16.76% reported binge drinking, and 15.08% were smokers.
geoId/3610000	Brookhaven is a city in Suffolk County, New York, United States. The population in Brookhaven was 482,436 in 2018. The unemployment rate in Brookhaven was 3.4% in 2023.		Brookhaven, a town in Suffolk County, New York, had a population of approximately 482,436 in 2018. The unemployment rate in Brookhaven was 3.4% in 2023. 
geoId/3611000	Buffalo is a city in Erie County, New York, United States. The population in Buffalo was 276,486 in 2022. The median age in Buffalo was 33.9 in 2021. The median income in Buffalo was $26,277 in 2021. The unemployment rate in Buffalo was 5.4% in 2023. The percentage of people with obesity in Buffalo was 41.7% in 2021. The percentage of people who binge drink in Buffalo was 17.1% in 2021. The percentage of people who smoke in Buffalo was 23.9% in 2021.		Buffalo, a city in Erie County, New York, had a population of 276,486 in 2022. The median age in 2021 was 33.9 years, with a median income of $26,277. Buffalo's unemployment rate in 2023 stood at 5.4%. Additionally, in 2021, 41.7% of the population was classified as obese, 17.1% reported binge drinking, and 23.9% were smokers.
geoId/3634000	Hempstead is a city in Nassau County, New York, United States. The population in Hempstead was 768,103 in 2018. The unemployment rate in Hempstead was 3.4% in 2023.		Hempstead, a town in Nassau County, New York, had an estimated population of 768,103 in 2018. The unemployment rate in Hempstead was 3.4% in 2023. 
geoId/3638000	Islip is a city in Suffolk County, New York, United States. The population in Islip was 330,914 in 2018. The unemployment rate in Islip was 3.4% in 2023.		Islip, a town in Suffolk County, New York, had a population of approximately 330,914 in 2018. The unemployment rate in Islip was 3.4% in 2023. 
geoId/3651000	New York is a city in Richmond County, Queens, Manhattan, Brooklyn, Bronx County, New York, United States. The population in New York was 8,335,897 in 2022. The median age in New York was 37.3 in 2021. The median income in New York was $36,302 in 2021. The unemployment rate in New York was 4.7% in 2023. The percentage of people with obesity in New York was 27.4% in 2021. The percentage of people who binge drink in New York was 16.1% in 2021. The percentage of people who smoke in New York was 14.1% in 2021.		New York City, located within the state of New York, had a population of 8,335,897 in 2022. The median age in 2021 was 37.3 years, with a median income of $36,302. The unemployment rate in 2023 was 4.7%. Additionally, in 2021, 27.4% of the population was classified as obese, 16.1% reported binge drinking, and 14.1% were smokers.
geoId/3656000	Oyster Bay is a city in Nassau County, New York, United States. The population in Oyster Bay was 298,388 in 2018. The unemployment rate in Oyster Bay was 3% in 2023.		Oyster Bay, a town in Nassau County, New York, had an estimated population of 298,388 in 2018. The unemployment rate in Oyster Bay was 3% in 2023.
geoId/37	North Carolina is a state in United States. The population in North Carolina was 10,698,973 in 2022. The median age in North Carolina was 39 in 2021. The median income in North Carolina was $31,840 in 2021. The unemployment rate in North Carolina was 3.4% in 2023. The life expectancy in North Carolina was 76.1 in 2020. The percentage of people with obesity in North Carolina was 35.54% in 2021. The percentage of people who binge drink in North Carolina was 17.29% in 2021. The percentage of people who smoke in North Carolina was 15.8% in 2021.		North Carolina, a state in the southeastern United States, had a population of 10,698,973 in 2022. The median age in 2021 was 39 years, with a median income of $31,840. North Carolina's unemployment rate in 2023 stood at 3.4%. Life expectancy in the state was 76.1 years in 2020. Additionally, in 2021, 35.54% of the population was classified as obese, 17.29% reported binge drinking, and 15.8% were smokers.
geoId/3712000	Charlotte is a city in Mecklenburg County, North Carolina, United States. The population in Charlotte was 897,720 in 2022. The median age in Charlotte was 34.5 in 2021. The median income in Charlotte was $37,925 in 2021. The unemployment rate in Charlotte was 3.3% in 2023. The percentage of people with obesity in Charlotte was 34.7% in 2021. The percentage of people who binge drink in Charlotte was 17.5% in 2021. The percentage of people who smoke in Charlotte was 13.9% in 2021.		Charlotte, a city within Mecklenburg County, North Carolina, had a population of 897,720 in 2022. The median age in 2021 was 34.5 years, with a median income of $37,925. The city's unemployment rate in 2023 stood at 3.3%. Additionally, in 2021, 34.7% of the population was classified as obese, 17.5% reported binge drinking, and 13.9% were smokers.
geoId/3719000	Durham is a city in Wake County, Orange County, Durham County, North Carolina, United States. The population in Durham was 291,928 in 2022. The median age in Durham was 34.6 in 2021. The median income in Durham was $37,774 in 2021. The unemployment rate in Durham was 3% in 2023. The percentage of people with obesity in Durham was 31.7% in 2021. The percentage of people who binge drink in Durham was 16.7% in 2021. The percentage of people who smoke in Durham was 14.7% in 2021.		Durham, a city spanning Wake, Orange, and Durham counties in North Carolina, had a population of 291,928 in 2022. The median age in 2021 was 34.6 years, with a median income of $37,774. The unemployment rate in Durham stood at 3% in 2023. Additionally, in 2021, 31.7% of the population was classified as obese, 16.7% reported binge drinking, and 14.7% were smokers.
geoId/3728000	Greensboro is a city in Guilford County, North Carolina, United States. The population in Greensboro was 301,115 in 2022. The median age in Greensboro was 34.5 in 2021. The median income in Greensboro was $30,363 in 2021. The unemployment rate in Greensboro was 3.9% in 2023. The percentage of people with obesity in Greensboro was 36.5% in 2021. The percentage of people who binge drink in Greensboro was 15.5% in 2021. The percentage of people who smoke in Greensboro was 15.6% in 2021.		Greensboro, a city within Guilford County, North Carolina, had a population of 301,115 in 2022. The median age in 2021 was 34.5 years, with a median income of $30,363. The city's unemployment rate in 2023 stood at 3.9%. Additionally, in 2021, 36.5% of the population was classified as obese, 15.5% reported binge drinking, and 15.6% were smokers.
geoId/3755000	Raleigh is a city in Wake County, Durham County, North Carolina, United States. The population in Raleigh was 476,587 in 2022. The median age in Raleigh was 34.2 in 2021. The median income in Raleigh was $39,484 in 2021. The unemployment rate in Raleigh was 3.2% in 2023. The percentage of people with obesity in Raleigh was 34.2% in 2021. The percentage of people who binge drink in Raleigh was 18.7% in 2021. The percentage of people who smoke in Raleigh was 12.1% in 2021.		Raleigh, a city primarily in Wake County, North Carolina (with a small portion in Durham County), had a population of 476,587 in 2022. The median age in 2021 was 34.2 years, with a median income of $39,484. Raleigh's unemployment rate in 2023 stood at 3.2%. Additionally, in 2021, 34.2% of the population was classified as obese, 18.7% reported binge drinking, and 12.1% were smokers.
geoId/3775000	Winston-Salem is a city in Forsyth County, North Carolina, United States. The population in Winston-Salem was 251,350 in 2022. The median age in Winston-Salem was 35.9 in 2021. The median income in Winston-Salem was $29,102 in 2021. The unemployment rate in Winston-Salem was 3.6% in 2023. The percentage of people with obesity in Winston-Salem was 36.7% in 2021. The percentage of people who binge drink in Winston-Salem was 15.2% in 2021. The percentage of people who smoke in Winston-Salem was 17.7% in 2021.		Winston-Salem, a city within Forsyth County, North Carolina, had a population of 251,350 in 2022. The median age in 2021 was 35.9 years, with a median income of $29,102. The city's unemployment rate in 2023 stood at 3.6%. Additionally, in 2021, 36.7% of the population was classified as obese, 15.2% reported binge drinking, and 17.7% were smokers.
geoId/38	North Dakota is a state in United States. The population in North Dakota was 779,261 in 2022. The median age in North Dakota was 35.2 in 2021. The median income in North Dakota was $37,861 in 2021. The unemployment rate in North Dakota was 1.4% in 2023. The life expectancy in North Dakota was 76.9 in 2020. The percentage of people with obesity in North Dakota was 37.05% in 2021. The percentage of people who binge drink in North Dakota was 21.66% in 2021. The percentage of people who smoke in North Dakota was 15.77% in 2021.		North Dakota, a state in the northern United States, had a population of 779,261 in 2022. The median age in 2021 was 35.2 years, with a median income of $37,861. The unemployment rate in North Dakota was an impressively low 1.4% in 2023. Life expectancy in the state was 76.9 years in 2020. Additionally, in 2021, 37.05% of the population was classified as obese, 21.66% reported binge drinking, and 15.77% were smokers.
